"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.536736599059,0.667077168526805,2.79361832274075,1,0,-2.55397326979322,0.0172366707342162,58.723481297615,63.2503506162246,278,-0.785480706060627,0.349730396059234,11.5968,1,"AUS",65,"PGA Tour","PGA Tour",-2.89614866325821,0.621336179266688,1.20617174462804e-12,2.63996511424994,2.7128050767394,2016-12-07
2,2,"Rory McIlroy","10091",-2.48275947375445,0.66487769643138,2.84330427785443,2,0,-2.50097575259057,0.0182162788361189,74.1608866189318,79.0876768540429,322,-0.701054946403759,0.384782410286566,10.3768,1,"NIR",78,"PGA Tour","PGA Tour",-2.77711500106873,0.630973501181519,9.93116017634692e-12,2.78691875067596,2.7644740666632,2016-12-07
3,4,"Henrik Stenson","5994",-2.44498434468957,0.657473913458889,2.8449300391028,3,0,-2.41958857389356,-0.0253957707960066,81.6832502287606,86.7215917927885,374,-0.620626461263847,0.376660223416573,9.1083,1,"SWE",76,"European Tour","PGA Tour",-2.71581928063623,0.628726956615719,1.64687946181132e-11,2.79313779011346,2.76791527697481,2016-12-07
4,3,"Dustin Johnson","12422",-2.26626251950672,0.665314791992843,2.91265019175003,4,0,-2.26171660089477,-0.00454591861195031,77.8539140552126,82.9816370607148,304,-0.84126735516105,0.418148021266575,10.0295,1,"USA",86,"PGA Tour","PGA Tour",-2.53046094510032,0.629667657492666,1.27693406310508e-10,2.96215550855994,2.83564584655013,2016-12-07
5,5,"Jordan Spieth","14636",-2.1665464941395,0.653032898971156,2.73802628907379,5,0,-2.18397339190051,0.0174268977610081,86.0353961911324,91.116022467675,392,-0.65060535875291,0.367436275421138,8.6215,1,"USA",88,"PGA Tour","PGA Tour",-2.40688755514106,0.627243443328792,3.9061152095086e-10,2.53738817980857,2.65901034080736,2016-12-07
6,6,"Hideki Matsuyama","13562",-2.14586822085978,0.655916143761822,2.88014799187231,6,0,-2.08460015903886,-0.0612680618209214,88.18550971433,93.4765538032864,359,-0.649486203983191,0.406199180513509,7.7174,1,"JPN",82,"PGA Tour","PGA Tour",-2.38277395059777,0.626773161090528,4.84771173903156e-10,2.87549216437669,2.80446545128278,2016-12-07
7,15,"Justin Rose","6093",-1.84329834178972,0.662680323091759,2.85896192076792,7,0,-1.86229380487614,0.0189954630864213,69.5651599514594,74.1981765375361,344,-0.726848493712898,0.325742537461936,4.8301,1,"ENG",62,"PGA Tour","PGA Tour",-2.10582635749435,0.632612041576454,1.01187377659344e-08,2.8325126324313,2.7811001517004,2016-12-07
8,7,"Adam Scott","6430",-1.82333949536345,0.662163497449229,2.86575832388055,10,-2,-1.78989490533974,-0.0334445900237108,83.8453187447085,89.1628931349601,322,-0.454951791323124,0.433554172722689,6.7021,1,"AUS",86,"PGA Tour","PGA Tour",-2.0613841637688,0.62789990393322,1.19149129059021e-08,2.84061580371321,2.78820915168437,2016-12-07
9,13,"Paul Casey","7108",-1.81697137767355,0.658727232897725,2.76969392304369,8,1,-1.83475323205288,0.0177818543793298,80.8948432355457,85.950861815286,357,-0.734367535786104,0.384701550186467,4.9386,1,"ENG",78,"PGA Tour","PGA Tour",-2.04659313970199,0.628627496784982,1.42122552356839e-08,2.60523647780954,2.69021985346627,2016-12-07
10,14,"Sergio Garcia","5689",-1.80298406069562,0.662802732834529,2.77121866278499,9,1,-1.82607985046674,0.0230957897711193,74.7202416223597,79.6097392277586,344,-0.52667923169728,0.3719199979094,4.8749,1,"ESP",75,"PGA Tour","PGA Tour",-2.05767419337578,0.630755709829739,1.43427412238008e-08,2.59965886114443,2.69078899475877,2016-12-07
