"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.55594350270861,0.582477512210435,2.80424708316472,1,0,-2.56255737807669,0.00661387536807645,73.0627531442196,78.1514608597029,290,-0.734943947082508,0.434888543646108,14.0277,1,"AUS",77,"PGA Tour","PGA Tour",-2.86210429526834,0.519585854174013,2.32685190593787e-17,2.73220383496622,2.74308615453598,2016-08-15
2,5,"Rory McIlroy","10091",-2.40155703868717,0.585099769777053,2.83581391181942,2,0,-2.41201859557423,0.0104615568870634,75.4118568498506,80.3868007357129,328,-0.545764930999084,0.391170287398975,8.8958,1,"NIR",86,"PGA Tour","PGA Tour",-2.69396608306301,0.533814139355876,2.10000551285338e-15,2.81261159851906,2.77479707399935,2016-08-15
3,4,"Henrik Stenson","5994",-2.34948592996883,0.572914044201662,2.86312867846996,3,0,-2.30323609222447,-0.0462498377443645,88.2294088387657,93.4635772472016,391,-0.48713797150545,0.393104392573924,9.2702,1,"SWE",96,"European Tour","European Tour",-2.60425982115562,0.529676964328164,4.96037614374637e-15,2.87720146877691,2.80522286591166,2016-08-15
4,3,"Jordan Spieth","14636",-2.23982747973782,0.570385137697424,2.80931644741465,4,0,-2.24812346986809,0.00829599013026616,90.7656640475806,96.0408172965288,368,-0.591429754185906,0.391150831666406,10.293,1,"USA",92,"PGA Tour","PGA Tour",-2.47761227947739,0.528666641617532,2.88646968889975e-14,2.75182145156289,2.75080346379169,2016-08-15
5,2,"Dustin Johnson","12422",-2.16139303299063,0.587201737790676,2.8995013285996,5,0,-2.16755577893713,0.00616274594650434,80.2521760178139,85.5332985120379,308,-0.677015398043092,0.443881420443623,11.0931,1,"USA",92,"PGA Tour","PGA Tour",-2.4212576777858,0.531889422865429,9.24314562579126e-14,2.96755568056174,2.83941931980581,2016-08-15
6,9,"Justin Rose","6093",-1.96623701946605,0.575965921133762,2.81813644306107,6,0,-1.87530835151115,-0.0909286679548988,83.8092630000315,88.9354066509697,358,-0.645009619373035,0.388058215220804,5.986,1,"ENG",88,"Rio 2016","PGA Tour",-2.20177561234789,0.53087732307271,1.76283620510659e-12,2.7705219849175,2.75865116848823,2016-08-15
7,13,"Phil Mickelson","1547",-1.83221335578442,0.587999984386764,2.82745589003204,7,0,-1.83945608847031,0.00724273268589393,77.1269164179224,82.2721514827601,315,-0.590901599533849,0.42663058274567,5.1195,1,"USA",78,"PGA Tour","PGA Tour",-2.08210268196365,0.532876927866862,1.03879565536162e-11,2.78895920184992,2.76563967798375,2016-08-15
8,12,"Sergio Garcia","5689",-1.82054612110127,0.580728334513386,2.76096147343578,8,0,-1.82803876045392,0.00749263935264777,79.77863696756,84.8504402711415,344,-0.390399623887565,0.394041152701218,5.4351,1,"ESP",79,"Rio 2016","PGA Tour",-2.0692219811949,0.532229804987043,1.16014356341297e-11,2.62596433485367,2.699196706298,2016-08-15
9,15,"Matt Kuchar","6169",-1.79317915333461,0.565949514389246,2.67568953568485,9,0,-1.74145657687221,-0.0517225764623976,105.863686850062,111.657598508674,409,-0.600568487543127,0.433370823719866,4.6094,1,"USA",112,"PGA Tour","PGA Tour",-1.98031351603716,0.525075746424602,1.97025836508098e-11,2.46866453179866,2.61515116934681,2016-08-15
10,7,"Adam Scott","6430",-1.73143396504455,0.586521385226986,2.74936284308133,10,0,-1.7403523337507,0.00891836870614737,75.9321368617571,80.9730551002449,316,-0.51131009521771,0.405867213059784,6.3255,1,"AUS",84,"PGA Tour","PGA Tour",-1.98057103128954,0.533519549513672,4.04213655832809e-11,2.58925515858018,2.68607310168351,2016-08-15
