"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.5869209899192,0.620976056679125,2.77938764638055,1,0,-2.58711752258354,0.000196532664337834,70.6256752052095,75.5938249966713,290,-0.793781614926215,0.415755258182218,13.2396,1,"AUS",65,"PGA Tour","PGA Tour",-2.89982783817391,0.568869046768337,9.00778000248749e-15,2.64258080408394,2.70912982817067,2016-10-05
2,3,"Rory McIlroy","10091",-2.44113482458949,0.622395401502079,2.81846523715181,2,0,-2.44011112286074,-0.00102370172875332,80.2370713573595,85.398505819479,328,-0.686935577067248,0.414131381919433,11.2242,1,"NIR",86,"PGA Tour","PGA Tour",-2.71637652324056,0.58032910839756,3.25695839008267e-13,2.74728759330644,2.74888527538388,2016-10-05
3,2,"Dustin Johnson","12422",-2.34281334612443,0.623873300737551,2.9395386556382,3,0,-2.34180869729517,-0.00100464882926143,84.4390760161319,89.860664026152,308,-0.796137916833429,0.455141884701099,11.4506,1,"USA",88,"PGA Tour","PGA Tour",-2.59837800713475,0.578890120117454,1.26949268643768e-12,3.03950620695659,2.87257195081656,2016-10-05
4,5,"Henrik Stenson","5994",-2.3033330921069,0.615619196250248,2.85020014264059,4,0,-2.30219706402757,-0.00113602807932622,80.1483979064978,85.0878558188835,385,-0.537828249374669,0.35919817488179,8.6457,1,"SWE",80,"European Tour","European Tour",-2.57192709774086,0.580432750905711,2.01911126077045e-12,2.8301593128505,2.78292182037452,2016-10-05
5,4,"Jordan Spieth","14636",-2.23654135207851,0.609831359630382,2.77043616446825,5,0,-2.23540073190068,-0.0011406201778339,93.7859143289985,99.1588019647233,384,-0.712641338220665,0.399396359064059,9.4857,1,"USA",92,"PGA Tour","PGA Tour",-2.46319271760555,0.576339434458605,5.40754476352982e-12,2.64422104987755,2.70248445956769,2016-10-05
6,6,"Adam Scott","6430",-1.93549580574238,0.623501457671137,2.74786796002621,6,0,-1.93532296100597,-0.000172844736405775,80.6887397201335,85.9087245021437,316,-0.66038637678892,0.426325851159901,7.1658,1,"AUS",92,"PGA Tour","PGA Tour",-2.17898246135085,0.580113697279334,2.02190643290942e-10,2.57100798654263,2.67619585569154,2016-10-05
7,11,"Justin Rose","6093",-1.88064786895832,0.616019542668203,2.85048020472399,7,0,-1.88016462074292,-0.000483248215398469,83.6341250988164,88.7557359526038,356,-0.727082668811623,0.387786887678064,5.4461,1,"ENG",82,"PGA Tour","PGA Tour",-2.10781274968604,0.579222012035071,4.19518595672902e-10,2.82866138369143,2.78312006937792,2016-10-05
8,17,"Matt Kuchar","6169",-1.76446809972923,0.606125140633268,2.66486135379767,8,0,-1.76223584513097,-0.00223225459826226,106.673082514632,112.469952144545,409,-0.70924699541246,0.430637153397695,4.5885,1,"USA",108,"PGA Tour","PGA Tour",-1.94427775004983,0.573496067314918,1.70368805593426e-09,2.4279300443645,2.5950141326892,2016-10-05
9,13,"Sergio Garcia","5689",-1.75791015194919,0.621734892203124,2.76139106885296,9,0,-1.75560303113373,-0.00230712081546236,76.4944439315329,81.4503007208435,336,-0.484996565645879,0.380643799597701,5.1217,1,"ESP",79,"PGA Tour","PGA Tour",-2.00676315759224,0.581595466450085,1.47248104411699e-09,2.60101933508903,2.69048812652241,2016-10-05
10,12,"Paul Casey","7108",-1.72759961082722,0.616739034816839,2.75358464105574,10,0,-1.72694639601886,-0.000653214808358005,84.6396925028072,89.8368619316174,368,-0.739310562956208,0.40103393068304,5.1373,1,"ENG",82,"PGA Tour","PGA Tour",-1.94316362023394,0.57880760509644,2.42253268559926e-09,2.59344924566481,2.68362839051745,2016-10-05
11,15,"Phil Mickelson","1547",-1.70277597948742,0.62535020772367,2.82705234969468,11,0,-1.70169164831938,-0.00108433116803841,79.8812220394417,85.1210386406701,313,-0.717183758388112,0.43560089763507,4.9474,1,"USA",76,"PGA Tour","PGA Tour",-1.93111622834758,0.580214087611449,3.00418341782706e-09,2.767127504995,2.75702051236733,2016-10-05
12,8,"Bubba Watson","7334",-1.6658617524239,0.61830985893896,2.65964889736934,12,0,-1.66457701246901,-0.00128473995488498,87.4708128969786,92.857131852867,337,-0.718838868402367,0.431302486718652,6.158,1,"USA",88,"PGA Tour","PGA Tour",-1.87369365671727,0.578025749718425,4.78498002058852e-09,2.37218820353924,2.58677891896791,2016-10-05
13,18,"Hideki Matsuyama","13562",-1.64931059044402,0.615774459598036,2.819597676139,13,0,-1.65030224754212,0.000991657098103005,83.9691956598426,89.1013304519883,355,-0.724399437318799,0.388746082255567,4.5316,1,"JPN",78,"PGA Tour","PGA Tour",-1.86169047242858,0.579019572996751,5.75576198806397e-09,2.75364070974185,2.75153645627224,2016-10-05
14,7,"Patrick Reed","14838",-1.61438945521638,0.604026680817672,2.67988726113923,14,0,-1.61224791412436,-0.00214154109202003,115.314057155363,121.385568109128,412,-0.701496744182602,0.446001297187893,6.1593,1,"USA",122,"PGA Tour","PGA Tour",-1.77564371744283,0.572074222272827,9.24683838711573e-09,2.47223571036851,2.61092847494464,2016-10-05
15,10,"Rickie Fowler","12965",-1.55266198566097,0.614740271034427,2.81446139775575,15,0,-1.55089162585313,-0.00177035980783957,89.8003097518114,95.1718792816522,352,-0.731030319651431,0.416829192463441,5.7388,1,"USA",89,"PGA Tour","PGA Tour",-1.74765014494194,0.577399145987356,1.67559144673279e-08,2.74202825758513,2.74650457101855,2016-10-05
