"Event_ID","Event_Name","Event_Tour_1","Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Projected_Stdev","Win_Rank","Win","Top_5","Top_10","Country","Rounds_Last_Year","Recent_Tour"
6539,"Masters Tournament","Major Championship",1,2,"Rory McIlroy",10091,-2.50242585377813,2.33671102053968,1,0.0998,0.32336,0.48983,"NIR",68,"PGA Tour"
6539,"Masters Tournament","Major Championship",2,1,"Dustin Johnson",12422,-2.42683223705711,2.38919798371766,2,0.09337,0.30322,0.46251,"USA",84,"PGA Tour"
6539,"Masters Tournament","Major Championship",3,5,"Henrik Stenson",5994,-2.22030021520001,2.37830066927127,3,0.06623,0.24243,0.39325,"SWE",68,"PGA Tour"
6539,"Masters Tournament","Major Championship",4,6,"Jordan Spieth",14636,-2.20227863104153,2.28664968223116,4,0.05751,0.2303,0.38329,"USA",84,"PGA Tour"
6539,"Masters Tournament","Major Championship",5,3,"Jason Day",9771,-2.12550036070306,2.35139197680965,5,0.05529,0.21481,0.36158,"AUS",65,"PGA Tour"
6539,"Masters Tournament","Major Championship",6,4,"Hideki Matsuyama",13562,-1.94097663479695,2.37920481240327,6,0.0411,0.17612,0.30532,"JPN",90,"PGA Tour"
6539,"Masters Tournament","Major Championship",8,8,"Rickie Fowler",12965,-1.87708386201095,2.34780589900018,7,0.03654,0.15883,0.2856,"USA",85,"PGA Tour"
6539,"Masters Tournament","Major Championship",7,12,"Jon Rahm",19195,-1.8790964312178,2.24123408208326,8,0.03077,0.14852,0.2763,"ESP",62,"PGA Tour"
6539,"Masters Tournament","Major Championship",9,14,"Justin Rose",6093,-1.83123382653968,2.27318612317908,9,0.02904,0.14041,0.26455,"ENG",76,"PGA Tour"
6539,"Masters Tournament","Major Championship",10,11,"Sergio Garcia",5689,-1.81728729943876,2.26391406092083,10,0.02816,0.1382,0.26057,"ESP",74,"PGA Tour"
6539,"Masters Tournament","Major Championship",11,9,"Adam Scott",6430,-1.65264589934683,2.3714165391128,11,0.02531,0.11866,0.2261,"AUS",84,"PGA Tour"
6539,"Masters Tournament","Major Championship",12,16,"Paul Casey",7108,-1.63024965624062,2.29279933528174,12,0.02059,0.11076,0.21601,"ENG",86,"PGA Tour"
6539,"Masters Tournament","Major Championship",13,18,"Phil Mickelson",1547,-1.58699155737693,2.29270904321333,13,0.01949,0.10349,0.20352,"USA",82,"PGA Tour"
6539,"Masters Tournament","Major Championship",16,7,"Justin Thomas",14139,-1.48088950438469,2.41288179255749,14,0.01936,0.09648,0.18871,"USA",94,"PGA Tour"
6539,"Masters Tournament","Major Championship",14,21,"Matt Kuchar",6169,-1.5185059172133,2.25121147001085,15,0.01522,0.0887,0.1836,"USA",103,"PGA Tour"
6539,"Masters Tournament","Major Championship",15,30,"Francesco Molinari",7655,-1.50006341888157,2.27380687878423,16,0.01484,0.08683,0.17948,"ITA",86,"PGA Tour"
6539,"Masters Tournament","Major Championship",18,22,"Brandt Snedeker",8820,-1.38008669799084,2.30331262763819,17,0.01308,0.07446,0.15575,"USA",96,"PGA Tour"
6539,"Masters Tournament","Major Championship",17,15,"Tyrrell Hatton",14796,-1.43380879110964,2.27044759141735,18,0.01307,0.07845,0.1636,"ENG",94,"PGA Tour"
6539,"Masters Tournament","Major Championship",28,46,"Adam Hadwin",13965,-1.19887102328287,2.41491736865628,19,0.01061,0.06274,0.13217,"CAN",93,"PGA Tour"
6539,"Masters Tournament","Major Championship",20,10,"Alex Noren",10419,-1.29700063176001,2.28067072260582,20,0.01001,0.06382,0.13916,"SWE",84,"European Tour"
6539,"Masters Tournament","Major Championship",24,36,"Gary Woodland",12577,-1.26054135092625,2.26814809368687,21,0.00997,0.05957,0.1286,"USA",91,"PGA Tour"
6539,"Masters Tournament","Major Championship",21,44,"Martin Kaymer",8117,-1.27268405303913,2.32333031607297,22,0.00989,0.06247,0.13555,"GER",99,"European Tour"
6539,"Masters Tournament","Major Championship",35,25,"Brooks Koepka",16243,-1.13426294245538,2.40399697160474,23,0.00973,0.05616,0.12194,"USA",74,"PGA Tour"
6539,"Masters Tournament","Major Championship",25,34,"Daniel Berger",17606,-1.25222031994662,2.293106026865,24,0.00955,0.0582,0.12855,"USA",85,"PGA Tour"
6539,"Masters Tournament","Major Championship",26,27,"Marc Leishman",7649,-1.2124609720405,2.33887763463761,25,0.00928,0.05781,0.12629,"AUS",91,"PGA Tour"
6539,"Masters Tournament","Major Championship",37,37,"Kevin Kisner",11328,-1.12970003888824,2.39140110679554,26,0.00902,0.05431,0.11871,"USA",92,"PGA Tour"
6539,"Masters Tournament","Major Championship",19,39,"Bill Haas",7900,-1.35152100888815,2.1978863148321,27,0.00896,0.0619,0.13826,"USA",86,"PGA Tour"
6539,"Masters Tournament","Major Championship",31,29,"Charl Schwartzel",7398,-1.17928483702433,2.34330603180995,28,0.00891,0.05734,0.12284,"RSA",82,"PGA Tour"
6539,"Masters Tournament","Major Championship",30,13,"Patrick Reed",14838,-1.18127893820645,2.32422774292771,29,0.00883,0.05501,0.12084,"USA",118,"PGA Tour"
6539,"Masters Tournament","Major Championship",29,28,"Louis Oosthuizen",7672,-1.19209465924409,2.31611916147502,30,0.0088,0.05517,0.12172,"RSA",82,"PGA Tour"
6539,"Masters Tournament","Major Championship",33,56,"Brendan Steele",11019,-1.16983304089791,2.33777417529508,31,0.00867,0.05462,0.12043,"USA",86,"PGA Tour"
6539,"Masters Tournament","Major Championship",23,19,"Bubba Watson",7334,-1.26738623094374,2.26956822165332,32,0.00853,0.05911,0.13176,"USA",78,"PGA Tour"
6539,"Masters Tournament","Major Championship",27,38,"Ryan Moore",7489,-1.2077649196691,2.27679511079151,33,0.00787,0.05303,0.11909,"USA",84,"PGA Tour"
6539,"Masters Tournament","Major Championship",22,41,"Bernd Wiesberger",9531,-1.26915291418678,2.20308903832753,34,0.00768,0.05449,0.12468,"AUT",97,"European Tour"
6539,"Masters Tournament","Major Championship",34,61,"Russell Henley",14578,-1.14405386561148,2.31943177293898,35,0.00761,0.0504,0.11193,"USA",84,"PGA Tour"
6539,"Masters Tournament","Major Championship",39,33,"Emiliano Grillo",12808,-1.12477568333381,2.32294029687519,36,0.00756,0.04918,0.1116,"ARG",109,"PGA Tour"
6539,"Masters Tournament","Major Championship",40,59,"Jim Furyk",2881,-1.12262168065191,2.31430609493499,37,0.00751,0.04978,0.11134,"USA",73,"PGA Tour"
6539,"Masters Tournament","Major Championship",36,40,"J.B. Holmes",7959,-1.13224832619266,2.33246102764383,38,0.00749,0.05119,0.11331,"USA",82,"PGA Tour"
6539,"Masters Tournament","Major Championship",32,66,"Jason Dufner",7301,-1.17202326059551,2.25765229379226,39,0.00735,0.04895,0.11339,"USA",84,"PGA Tour"
6539,"Masters Tournament","Major Championship",44,23,"Russell Knox",13831,-1.02825993195557,2.38023707668031,40,0.00719,0.04516,0.10089,"SCO",94,"PGA Tour"
