"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.51996190801915,0.560184315681178,2.8276560318685,1,0,-2.49783850269618,-0.0221234053229677,69.8247500844779,74.8061486648993,284,-0.751652045410179,0.424319049800846,13.476,1,"AUS",77,"PGA Tour","PGA Tour",-2.83412177656033,0.488229363777215,4.72210216424592e-19,2.80720610674255,2.77161183556195,2016-07-05
2,4,"Rory McIlroy","10091",-2.43104117401313,0.558446650369251,2.83545288970633,2,0,-2.39821847642095,-0.032822697592183,78.9902697374308,84.1034461739699,334,-0.52971369450405,0.408449405705638,9.1409,1,"NIR",80,"PGA Tour","PGA Tour",-2.71609392143344,0.50101880800101,2.78221711348895e-17,2.82346885069192,2.77991554339972,2016-07-05
3,3,"Jordan Spieth","14636",-2.2501449480933,0.543827992825663,2.83929380117408,3,0,-2.22345491323191,-0.0266900348613919,94.0856163442353,99.4958361820524,368,-0.575737567683106,0.406059908419593,11.1524,1,"USA",96,"PGA Tour","PGA Tour",-2.48315100395415,0.496089123892768,7.03986566194305e-16,2.83161530203797,2.78672574962173,2016-07-05
4,2,"Dustin Johnson","12422",-2.22013029276961,0.563089389527095,2.87222782980047,4,0,-2.14743871850532,-0.0726915742642853,80.2642788041099,85.5666683968372,314,-0.691772984500842,0.449113757597254,11.1544,1,"USA",90,"PGA Tour","PGA Tour",-2.48353022206669,0.500377949744197,1.22996894263931e-15,2.91175774697817,2.81649126497533,2016-07-05
5,6,"Henrik Stenson","5994",-2.05080638880663,0.548707439521683,2.80291826414857,5,0,-2.06415586432335,0.0133494755167169,82.6216680849816,87.642241431992,383,-0.476995648331373,0.368081008833271,7.1585,1,"SWE",88,"European Tour","European Tour",-2.30034051474754,0.499814049288606,2.10694519792752e-14,2.74685541392718,2.7486853114373,2016-07-05
6,11,"Justin Rose","6093",-1.85526804086759,0.550533001769829,2.83034583300257,6,0,-1.96188003353362,0.106611992666035,81.8147260396584,86.8519565927646,360,-0.639277392340623,0.375783340608161,5.367,1,"ENG",92,"PGA Tour","PGA Tour",-2.0885285094819,0.49996433641019,5.2767310447341e-13,2.8132370242631,2.77628725969726,2016-07-05
7,12,"Sergio Garcia","5689",-1.81987996299061,0.55552413203207,2.76453903003455,7,0,-1.83490824440811,0.0150282814175025,79.3400488747599,84.3935827304231,342,-0.360121828719777,0.391614040499404,5.3029,1,"ESP",81,"PGA Tour","PGA Tour",-2.07091484610666,0.500876384120787,7.51807725932195e-13,2.64748685638985,2.70814862725708,2016-07-05
8,15,"Matt Kuchar","6169",-1.8057761474006,0.540690471015379,2.65194768555732,8,0,-1.76258146856699,-0.0431946788336066,100.206309368099,105.789064952796,405,-0.617213070563543,0.415693502301547,4.3591,1,"USA",110,"PGA Tour","PGA Tour",-2.00098617842734,0.4944560032036,1.06885007050598e-12,2.41978758260217,2.59624350581489,2016-07-05
9,5,"Bubba Watson","7334",-1.74755219465731,0.556659239079592,2.69825899908893,9,0,-1.74012909448602,-0.00742310017129078,79.6513389984859,84.7536851184909,333,-0.605303667021477,0.402340033489065,7.293,1,"USA",88,"PGA Tour","PGA Tour",-1.98277865888477,0.500614145254124,2.60819443053368e-12,2.48170680058412,2.64021440752674,2016-07-05
10,8,"Adam Scott","6430",-1.74657508322751,0.561071629172748,2.77655875210237,10,0,-1.72758578603035,-0.0189892971971579,77.4092661431713,82.5125851047707,320,-0.48742877384577,0.414244712935028,6.5383,1,"AUS",84,"PGA Tour","PGA Tour",-1.99405150758003,0.501501452343755,2.4267698722873e-12,2.67363904205761,2.71927878872574,2016-07-05
11,7,"Rickie Fowler","12965",-1.67373392983609,0.550902209787546,2.80465284316982,12,-1,-1.64951487661514,-0.0242190532209547,85.1986858370143,90.4106512342986,350,-0.662399835864642,0.401876010284785,6.6464,1,"USA",95,"PGA Tour","PGA Tour",-1.88811092259406,0.498747559909216,8.27271978443793e-12,2.7500360267991,2.75001533194848,2016-07-05
12,21,"Phil Mickelson","1547",-1.59501757031022,0.564707542064871,2.76625066078942,14,-2,-1.61434915962376,0.0193315893135431,74.7362233236756,79.7966870353707,319,-0.602474180710481,0.417592338038514,3.8078,1,"USA",78,"PGA Tour","PGA Tour",-1.83488038755187,0.502325812789999,2.40421406963078e-11,2.64336525604804,2.70799706614555,2016-07-05
13,17,"Hideki Matsuyama","13562",-1.56808686310183,0.551218347096391,2.85487159822451,13,0,-1.64896674588282,0.0808798827809918,81.0850178563622,86.1094081038235,335,-0.607147542851404,0.375998004998079,4.2759,1,"JPN",88,"PGA Tour","PGA Tour",-1.78685545848857,0.500090385277958,3.76814904445941e-11,2.87369804945641,2.80115158036356,2016-07-05
14,19,"Jim Furyk","2881",-1.54614162568553,0.588064952918811,2.75264371088883,11,3,-1.65558245613958,0.109440830454048,55.992016245468,60.4970105805354,288,-0.682089328749368,0.358977726632123,3.8998,1,"USA",48,"PGA Tour","PGA Tour",-1.84825049459758,0.512418860420812,4.91030297397977e-11,2.56400161102253,2.68909408728003,2016-07-05
15,16,"Brooks Koepka","16243",-1.47305630925963,0.548636708767284,2.7806868169165,15,0,-1.48130934833597,0.00825303907633934,84.5188078032437,89.6357855046158,357,-0.472911935723744,0.382631450537352,4.2762,1,"USA",94,"PGA Tour","PGA Tour",-1.68398077476584,0.498812000928568,1.33064603280825e-10,2.6934055694244,2.72602585012802,2016-07-05
16,10,"Branden Grace","11952",-1.47161357718395,0.547217799289048,2.78043412506127,18,-2,-1.4386829227993,-0.0329306543846486,86.0913109385583,91.232192732608,379,-0.29973679723602,0.381195680762902,5.4139,1,"RSA",92,"PGA Tour","European Tour",-1.6862006824023,0.498638179415343,1.27336715524879e-10,2.69406551726815,2.72605330174347,2016-07-05
17,9,"Danny Willett","12920",-1.38345786614362,0.553919000901005,2.88631400587861,17,0,-1.44083419949666,0.0573763333530426,81.8728591187337,86.9969749061973,339,-0.197908467058583,0.396740948085935,6.2536,1,"ENG",90,"European Tour","European Tour",-1.6078515820955,0.50042329935366,4.0831724378426e-10,2.94877395276686,2.83266346059179,2016-07-05
18,13,"Patrick Reed","14838",-1.36799513172147,0.540015805907167,2.72762987970867,16,2,-1.46952231464239,0.101527182920921,104.41807286131,110.161827757065,378,-0.626302439255025,0.429763705510021,4.9181,1,"USA",114,"PGA Tour","PGA Tour",-1.53271330953372,0.49360399756481,6.21229789172808e-10,2.58954028998768,2.67363940912943,2016-07-05
19,30,"Paul Casey","7108",-1.36764564302167,0.552673475763144,2.74589319335196,19,0,-1.35004433518789,-0.0176013078337822,80.0559952043742,85.0715039269336,362,-0.603613576096792,0.378612174813519,3.3573,1,"ENG",84,"PGA Tour","PGA Tour",-1.57671717873106,0.500429558279086,6.07312774914067e-10,2.60307728148688,2.68969913902736,2016-07-05
