"Player_ID","Player_Name","Event_Name","Event_ID","Rank","OWGR_Rank","Projected_Rating","Projected_Stdev","Recent_Tour","Rounds_Last_Year","Win","Top_5","Top_10","Win_Rank"
8480,"Kevin Streelman","Masters Tournament",6149,101,120,-0.551364237608952,2.23437236309534,"PGA Tour",80,0.00171,0.01584,0.04338,62
7636,"Hunter Mahan","Masters Tournament",6149,88,104,-0.639007557306078,2.10664722827392,"PGA Tour",81,0.00158,0.01475,0.04267,63
12846,"Jim Herman","Masters Tournament",6149,90,68,-0.604071863590526,2.17873637830011,"PGA Tour",92,0.00145,0.01518,0.04289,64
6149,"Soren Kjeldsen","Masters Tournament",6149,114,44,-0.47353323902993,2.2210169335119,"European Tour",110,0.00129,0.01297,0.03626,65
6930,"Vaughn Taylor","Masters Tournament",6149,132,97,-0.392819024596578,2.1784184012425,"PGA Tour",62,0.00103,0.0102,0.02916,66
8571,"Fabian Gomez","Masters Tournament",6149,141,60,-0.338335881273229,2.24734824303918,"PGA Tour",84,0.00101,0.01013,0.02884,67.5
13367,"Troy Merritt","Masters Tournament",6149,172,85,-0.183512679648407,2.35911500733373,"PGA Tour",82,0.00101,0.00969,0.0269,67.5
15856,"Cameron Smith","Masters Tournament",6149,142,102,-0.3330376503393,2.22463916095483,"PGA Tour",83,0.00099,0.00996,0.02864,69
653,"Vijay Singh","Masters Tournament",6149,119,215,-0.460660510527534,2.16114980397034,"PGA Tour",85,0.00096,0.01107,0.03278,70
874,"Ernie Els","Masters Tournament",6149,163,218,-0.22813111121873,2.17083727704951,"PGA Tour",88,0.00066,0.00671,0.02074,71
19841,"Bryson DeChambeau(Am)","Masters Tournament",6149,245,464,0.0322292190901513,2.28810212631387,"European Tour",34,0.00045,0.00488,0.01469,72
7053,"Steven Bowditch","Masters Tournament",6149,393,87,0.561306161866329,2.63831107779469,"PGA Tour",108,0.00038,0.00387,0.01063,73
5717,"Angel Cabrera","Masters Tournament",6149,271,328,0.124602129928399,2.27932869979867,"PGA Tour",64,0.00035,0.00368,0.01149,74
3464,"Davis Love III","Masters Tournament",6149,236,159,0.0127670442673644,2.17740805382693,"PGA Tour",52,0.00028,0.00329,0.01148,75
290,"Bernhard Langer","Masters Tournament",6149,442,1080,0.66797157776931,2.51603712886813,"None",12,0.00014,0.00191,0.00639,76
16652,"Romain Langasque(Am)","Masters Tournament",6149,434,618,0.646124995315632,2.38672312141978,"European Challenge Tour",18,0.00012,0.00135,0.00476,77
5935,"Trevor Immelman","Masters Tournament",6149,599,1669,0.999872792248414,2.20213874037141,"PGA Tour",45,1e-05,0.00017,0.00093,79
17351,"Jin Cheng(am)","Masters Tournament",6149,810,624,1.38544387052723,2.29560715771483,"PGA Tour China",46,1e-05,5e-05,0.00039,79
226,"Tom Watson","Masters Tournament",6149,1027,1577,1.73370006744303,2.47089179866653,"None",12,1e-05,0.00013,0.00036,79
3523,"Darren Clarke","Masters Tournament",6149,778,612,1.32054252471602,2.27438446958537,"European Tour",63,0,7e-05,0.00044,85
294,"Sandy Lyle","Masters Tournament",6149,1503,1736,2.47274454155614,2.70262374623491,"None",6,0,6e-05,0.00012,85
5513,"Mike Weir","Masters Tournament",6149,1643,1077,2.69081336007035,2.31952379685654,"PGA Tour",29,0,0,0,85
NA,"Derek Bard(Am)","Masters Tournament",6149,NA,NA,3,2.4,NA,NA,0,1e-05,9e-05,85
NA,"Mark O'Meara","Masters Tournament",6149,NA,NA,2,2.4,NA,NA,0,1e-05,9e-05,85
NA,"Larry Mize","Masters Tournament",6149,NA,NA,3,2.4,NA,NA,0,1e-05,9e-05,85
NA,"Ian Woosnam","Masters Tournament",6149,NA,NA,3,2.4,NA,NA,0,1e-05,9e-05,85
NA,"Paul Chaplet(Am)","Masters Tournament",6149,NA,NA,3,2.4,NA,NA,0,1e-05,9e-05,85
NA,"Sammy Schmitz(Am)","Masters Tournament",6149,NA,NA,3,2.4,NA,NA,0,1e-05,9e-05,85
