"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.5696728718214,0.573569892052149,2.80197452437833,2,-1,-2.48102044738548,-0.0886524244359213,76.1657262578797,81.3832449116526,296,-0.740087065162712,0.45099514917189,14.0766,1,"AUS",81,"PGA Tour","PGA Tour",-2.86712987493532,0.508790742532774,5.82684634880807e-18,2.73152951534678,2.74264084673813,2016-08-01
2,4,"Rory McIlroy","10091",-2.42280282813496,0.575527931104693,2.83493996571505,1,1,-2.48742823129409,0.0646254031591336,78.6422272240156,83.7356826652382,336,-0.552814334300096,0.405241686933292,9.016,1,"NIR",86,"PGA Tour","PGA Tour",-2.70705119392349,0.522704646166008,5.50650199447779e-16,2.81378798080572,2.77590565576836,2016-08-01
3,5,"Henrik Stenson","5994",-2.30470769297684,0.564940159092669,2.88029976183892,4,-1,-2.27540263202023,-0.0293050609566081,87.7024248633545,92.9194663708624,387,-0.493748235056864,0.391560782996181,8.9541,1,"SWE",96,"European Tour","European Tour",-2.55770495100635,0.519846244617342,3.93399901775266e-15,2.92184831844647,2.82435290548007,2016-08-01
4,3,"Jordan Spieth","14636",-2.25265911774332,0.561498270524458,2.80698439309801,5,-1,-2.24141461098055,-0.0112445067627731,94.5081883044363,99.9327487196052,368,-0.598110793713879,0.40727908336777,10.6663,1,"USA",96,"PGA Tour","PGA Tour",-2.48409264669457,0.517701825189614,9.3816493823655e-15,2.75055662973642,2.75025109313565,2016-08-01
5,2,"Dustin Johnson","12422",-2.17316643597835,0.578161650058102,2.89900350050751,3,2,-2.29417363346633,0.121007197487982,83.6821263993211,89.1064188332005,316,-0.681752700095569,0.459905243013759,11.2975,1,"USA",96,"PGA Tour","PGA Tour",-2.42546037498188,0.520818049044487,3.23789601671797e-14,2.96550055476442,2.84076581265632,2016-08-01
6,12,"Justin Rose","6093",-1.88166930348756,0.567754649188224,2.82053936448665,7,-1,-1.87556209845456,-0.00610720503299889,83.2209508289521,88.3168282631658,362,-0.660462982344526,0.383527805995342,5.2683,1,"ENG",92,"PGA Tour","PGA Tour",-2.1125464085502,0.521102069848701,2.87270057983068e-12,2.78050213247693,2.76280599480744,2016-08-01
7,13,"Phil Mickelson","1547",-1.84407998468415,0.578741429333905,2.82454317111979,8,-1,-1.84743916370612,0.00335917902197425,80.4280035339613,85.7053402323,323,-0.598034857078246,0.441969617606677,5.1197,1,"USA",82,"PGA Tour","PGA Tour",-2.08619530658313,0.521782193774674,4.38415583633352e-12,2.78551506726907,2.76461615482005,2016-08-01
8,11,"Sergio Garcia","5689",-1.82724912096671,0.572827360724463,2.77485319676189,6,2,-1.90173659152651,0.0744874705597973,78.9935936291213,84.0306299343617,346,-0.391759945781306,0.389154673088276,5.4191,1,"ESP",79,"PGA Tour","PGA Tour",-2.07813340283529,0.522562276101423,5.25745633991462e-12,2.66425186280236,2.71508362272419,2016-08-01
9,8,"Adam Scott","6430",-1.74690741095179,0.577070537552188,2.74512935579022,11,-2,-1.72088349199619,-0.0260239189556035,79.1839598478251,84.3486370484886,324,-0.518744086185658,0.420458184678481,6.3732,1,"AUS",88,"PGA Tour","PGA Tour",-1.98838539826306,0.522412574817194,1.71271142520012e-11,2.587630445217,2.68378925676188,2016-08-01
10,20,"Matt Kuchar","6169",-1.74607870465873,0.558156907137942,2.67405046841215,9,1,-1.80589222758959,0.0598135229308578,102.07257101615,107.720359214371,407,-0.615895279719902,0.420835524537021,4.2993,1,"USA",108,"PGA Tour","PGA Tour",-1.93522726177424,0.515807006871069,1.92320100009836e-11,2.46322021229896,2.61514947462463,2016-08-01
11,6,"Bubba Watson","7334",-1.69237520407094,0.573125998101157,2.6722844187747,10,1,-1.73677162905852,0.0443964249875755,81.2519764619676,86.4116337442681,337,-0.625938218908439,0.408521085779964,6.8588,1,"USA",90,"PGA Tour","PGA Tour",-1.91934022680615,0.521641812938888,3.94288747521109e-11,2.41209648587965,2.61010164651237,2016-08-01
12,7,"Rickie Fowler","12965",-1.65272740745871,0.567892812810947,2.78191305929621,12,0,-1.64622667236384,-0.00650073509486848,86.3686725583028,91.6209921406212,354,-0.680567901443653,0.405776661933887,6.3931,1,"USA",95,"PGA Tour","PGA Tour",-1.86260610219619,0.520030674758177,7.14519237092708e-11,2.68782388301599,2.7233321542993,2016-08-01
13,18,"Hideki Matsuyama","13562",-1.56870803564858,0.569032589118435,2.84772104373217,14,-1,-1.4841634756137,-0.0845445600348835,80.652383079248,85.6660171867677,337,-0.621616525405908,0.375347646214583,4.4543,1,"JPN",86,"PGA Tour","PGA Tour",-1.78793026333442,0.521831333503538,2.12555206897397e-10,2.84773786138679,2.79028977983223,2016-08-01
14,17,"Brooks Koepka","16243",-1.54864080808561,0.567600646538295,2.78003266062203,15,-1,-1.46310405880826,-0.0855367492773513,81.7849861818074,86.8138971048928,349,-0.499287931347777,0.373885475675592,4.4633,1,"USA",86,"PGA Tour","PGA Tour",-1.76904842667893,0.521325524616857,2.58319424185781e-10,2.68135858997329,2.72147223027804,2016-08-01
15,14,"Patrick Reed","14838",-1.48579038313334,0.557103282210827,2.71225754260925,16,-1,-1.44774689206673,-0.0380434910666079,107.832624763746,113.691531532814,384,-0.620007463965386,0.437512631123834,4.8177,1,"USA",118,"PGA Tour","PGA Tour",-1.65273941772327,0.514723247929384,6.53085602187335e-10,2.55249923958677,2.65442590975727,2016-08-01
16,10,"Branden Grace","11952",-1.45261225482962,0.563833810265568,2.79026925318181,19,-3,-1.37509122672496,-0.0775210281046579,90.845230426463,96.1736986787048,379,-0.335240079936426,0.402545789945864,5.6363,1,"RSA",96,"PGA Tour","European Tour",-1.65577913759405,0.518913425553776,8.62191716814561e-10,2.71081862727394,2.73270816950021,2016-08-01
17,24,"Jim Furyk","2881",-1.43685846394579,0.596982973843373,2.74517472088668,13,4,-1.52200894091987,0.0851504769740841,63.292439533499,68.0817428399948,292,-0.681925002103231,0.407411474734955,3.7707,1,"USA",52,"PGA Tour","PGA Tour",-1.69974124980104,0.529171035594234,1.07924941399045e-09,2.55133859700634,2.67947673569605,2016-08-01
18,21,"Zach Johnson","6986",-1.4320655695829,0.564779178841496,2.74524616927232,17,1,-1.41390318837117,-0.0181623812117324,90.1025214318542,95.4362394604742,376,-0.70882440622482,0.407029237246577,4.025,1,"USA",92,"PGA Tour","PGA Tour",-1.61986054770877,0.518796237815664,1.3180265319906e-09,2.60550374666909,2.68652210284067,2016-08-01
19,23,"Charl Schwartzel","7398",-1.41174215832473,0.559222908945559,2.74405572828221,18,1,-1.4100494340648,-0.00169272425992895,95.5299836825756,100.917335992851,414,-0.350755874826604,0.395132970303149,3.7818,1,"RSA",99,"PGA Tour","PGA Tour",-1.6026983378885,0.517551212881498,1.4792151997899e-09,2.60998802764459,2.68646823506791,2016-08-01
20,29,"Paul Casey","7108",-1.35713335982804,0.570558963065226,2.75184779840042,22,-2,-1.28385778847636,-0.0732755713516813,79.6480623534201,84.657349820131,360,-0.618680515216741,0.378989123429984,3.3693,1,"ENG",86,"PGA Tour","PGA Tour",-1.56589102273658,0.522159503948363,3.16583803048834e-09,2.60837677733038,2.69204917771336,2016-08-01
21,34,"Bill Haas","7900",-1.30652995028429,0.56434721120735,2.63328620883974,21,0,-1.31610093840953,0.0095709881252386,92.0478681203718,97.4584966777105,380,-0.709979962647172,0.415138035536057,3.1616,1,"USA",104,"PGA Tour","PGA Tour",-1.4835322065631,0.518254139615969,6.30443702568226e-09,2.34984504725555,2.5721019581012,2016-08-01
22,9,"Danny Willett","12920",-1.29028718454651,0.570629155563301,2.85742530545997,20,2,-1.36541384869482,0.0751266641483139,83.303312195935,88.479316701522,343,-0.262144652410658,0.402386042380862,5.9579,1,"ENG",90,"European Tour","European Tour",-1.50294244266722,0.521461744063612,6.24844261763967e-09,2.86871103432735,2.79986816530781,2016-08-01
23,32,"Kevin Na","7452",-1.28872451935873,0.567445072318793,2.81591306656854,24,-1,-1.2536206808327,-0.0351038385260285,89.2702100789058,94.6510435256967,326,-0.668196000752634,0.421379863479288,3.1894,1,"USA",97,"PGA Tour","PGA Tour",-1.47177835774768,0.519014414783133,7.58997599986278e-09,2.76864116902977,2.75814656760161,2016-08-01
24,19,"J.B. Holmes","7959",-1.21883110064572,0.580504682575257,2.84665595566383,23,1,-1.26170232089895,0.0428712202532275,77.1628664880479,82.3188279727946,273,-0.678424592136246,0.429212018711921,4.3378,1,"USA",84,"PGA Tour","PGA Tour",-1.42364402105004,0.52299813502975,1.6879209937149e-08,2.84173895441543,2.78683771386576,2016-08-01
25,22,"Brandt Snedeker","8820",-1.21475269923815,0.5665092927872,2.86677816612663,25,0,-1.21957511860503,0.00482241936687799,88.2464711282666,93.5510541363197,365,-0.585450045853547,0.408987007634582,3.7931,1,"USA",96,"PGA Tour","PGA Tour",-1.39851487152124,0.519227470515953,1.76231713609712e-08,2.88875736918665,2.81024630147717,2016-08-01
26,85,"Steve Stricker","4818",-1.19014631569895,0.633705820590377,2.72186720126984,26,0,-1.1640713032946,-0.0260750124043501,51.4965146262005,56.2024896182393,200,-0.520762566062607,0.468371500787082,1.7845,1,"USA",49,"PGA Tour","PGA Tour",-1.49951185530101,0.537045548301114,1.75069128135909e-08,2.41720978306908,2.64706969955428,2016-08-01
27,55,"Francesco Molinari","7655",-1.1763243521095,0.562949753563265,2.67264334907845,27,0,-1.13636910481401,-0.0399552472954943,93.5919144021613,99.0225003987684,386,-0.360133588509211,0.412554013653684,2.3793,1,"ITA",90,"PGA Tour","European Tour",-1.35767115565068,0.518008285923385,2.57294446835024e-08,2.44395526970569,2.61268253837628,2016-08-01
28,26,"Russell Knox","13831",-1.16282316078031,0.559463025323752,2.75947979592396,28,0,-1.12474770828647,-0.0380754524938383,98.9860735273202,104.544187021766,399,-0.503167713129541,0.415839000600075,3.4757,1,"SCO",107,"PGA Tour","PGA Tour",-1.32871711767552,0.516507106529916,3.23188315722491e-08,2.64660494563111,2.70217132458476,2016-08-01
29,49,"Martin Kaymer","8117",-1.14810069214816,0.562445002997616,2.77073386943374,34,-5,-1.07108240620825,-0.0770182859399096,95.5190608176292,101.011844026666,393,-0.320284960712868,0.417253518193877,2.7148,1,"GER",106,"European Tour","European Tour",-1.32636291170016,0.517836357472037,3.59548169634816e-08,2.66855659675669,2.71304658895314,2016-08-01
30,15,"Jimmy Walker","7293",-1.14303594629304,0.564715790993448,3.00586602512201,44,-14,-0.989827619427343,-0.153208326865693,89.3956172245497,94.6928178299457,382,-0.640165058896248,0.402078012590185,4.5382,1,"USA",96,"PGA Tour","PGA Tour",-1.31781023660587,0.519046821416473,4.24549556128673e-08,3.21263939191598,2.95234256758687,2016-08-01
31,62,"Webb Simpson","11049",-1.10936781482862,0.574046255155787,2.71197115037098,37,-6,-1.03439074695971,-0.0749770678689103,78.1589882980041,83.1961868910562,342,-0.635430284810514,0.393351712074629,2.1866,1,"USA",84,"PGA Tour","PGA Tour",-1.30564035136821,0.522507121427237,5.93533372092044e-08,2.50415011961426,2.65052040501222,2016-08-01
32,72,"Ryan Palmer","7820",-1.09732457557588,0.567448724566072,2.64613414532888,33,-1,-1.07472457844507,-0.0225999971308091,90.0879608063182,95.5121966434952,355,-0.517480876558905,0.42719045252096,1.943,1,"USA",92,"PGA Tour","PGA Tour",-1.27405662883255,0.518617657705655,6.64582166462892e-08,2.37340496541077,2.58457498634955,2016-08-01
33,56,"Harris English","14577",-1.07742518924488,0.560737648278658,2.65602508201776,30,3,-1.08741735184641,0.0099921626015298,97.457676903797,102.996540371688,393,-0.591606679808245,0.418410028366132,2.3674,1,"USA",108,"PGA Tour","PGA Tour",-1.23727193409428,0.516746377314961,8.85080707640573e-08,2.41462712117704,2.59615918735935,2016-08-01
