"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.53256649855133,0.68240002170929,2.80793092277002,1,0,-2.52585923289005,-0.00670726566128144,57.5490116716627,62.0352169652553,278,-0.787923866481012,0.342735788138049,10.9145,1,"AUS",65,"PGA Tour","PGA Tour",-2.89762421545888,0.639661516344034,5.2860875818031e-12,2.67129042677684,2.72374857088889,2016-12-21
2,2,"Rory McIlroy","10091",-2.4795932803089,0.666778581469705,2.84351896663046,2,0,-2.47231337274167,-0.00727990756723429,72.6776688865532,77.5479582283538,322,-0.706784365974355,0.377086762080835,9.8336,1,"NIR",78,"PGA Tour","PGA Tour",-2.77809307043506,0.633090658011166,1.19794383240674e-11,2.78676473558116,2.76423704426382,2016-12-21
3,4,"Henrik Stenson","5994",-2.45091824572162,0.659306944787992,2.84510871136272,3,0,-2.44055361455439,-0.010364631167227,80.0495852241854,85.0270084622777,374,-0.627806233429607,0.369127018948242,8.694,1,"SWE",76,"European Tour","PGA Tour",-2.72594914543351,0.630836572424737,1.79211641745847e-11,2.79303759288451,2.76766290072082,2016-12-21
4,3,"Dustin Johnson","12422",-2.26363456943083,0.667083054866293,2.91270662587434,4,0,-2.25723836286855,-0.00639620656228024,76.2968357741083,81.3601009485927,304,-0.843957896277675,0.409785060841244,9.533,1,"USA",86,"PGA Tour","PGA Tour",-2.53172086809699,0.63178049356486,1.50808038583893e-10,2.96384102364561,2.83528836034759,2016-12-21
5,5,"Jordan Spieth","14636",-2.16615129945066,0.654847863677559,2.73886086104079,5,0,-2.15910517153841,-0.00704612791224557,84.3146882673098,89.3327217433013,392,-0.655304841623152,0.360087549912715,8.0436,1,"USA",88,"PGA Tour","PGA Tour",-2.41005228263047,0.629349102558728,4.4897548368823e-10,2.5358826616701,2.65942345097166,2016-12-21
6,6,"Hideki Matsuyama","13562",-2.1456064400778,0.657616236771851,2.87939847259202,6,0,-2.13881125202295,-0.0067951880548538,86.4217995200434,91.6419182630771,359,-0.654808050080128,0.398075196903239,7.4883,1,"JPN",82,"PGA Tour","PGA Tour",-2.38587402080569,0.628876129405156,5.56731266870984e-10,2.8742193887694,2.80329742430219,2016-12-21
7,7,"Adam Scott","6430",-1.82473497330913,0.663994134268049,2.86611672706728,7,0,-1.81746039531815,-0.00727457799097908,82.1097567253224,87.3583089947442,318,-0.463359634539803,0.425906089399624,6.5476,1,"AUS",86,"PGA Tour","PGA Tour",-2.06636629541879,0.630022577355057,1.3173876523864e-08,2.84156278725822,2.78814219200393,2016-12-21
8,14,"Paul Casey","7108",-1.81530456732241,0.660547299453012,2.77048760412608,8,0,-1.80813664889183,-0.00716791843058084,79.2769463708348,84.2713466148174,357,-0.737920607457335,0.377007519182738,4.6999,1,"ENG",78,"PGA Tour","PGA Tour",-2.04850940768948,0.630736305137704,1.61335616330138e-08,2.60441115822639,2.69059079568068,2016-12-21
9,13,"Sergio Garcia","5689",-1.80675990193225,0.665022901837676,2.77216236918527,9,0,-1.79958753488064,-0.00717236705160795,73.1222916215747,77.9609384621822,337,-0.536371184256831,0.36613919255576,4.7346,1,"ESP",71,"PGA Tour","PGA Tour",-2.06593557478434,0.632907601258501,1.53858054338253e-08,2.59875886088128,2.69121324706131,2016-12-21
10,15,"Justin Rose","6093",-1.75492111596535,0.663089228324346,2.8455563816629,10,0,-1.74651818153558,-0.00840293442977469,72.1152011079383,76.8445962375329,344,-0.669693113646929,0.340953116876002,4.4397,1,"ENG",66,"Asian Tour","PGA Tour",-2.00642165150416,0.633235275266672,2.69321184422079e-08,2.7946789491009,2.7672195063823,2016-12-21
11,19,"Phil Mickelson","1547",-1.70335553790961,0.6706022519115,2.81422639407777,11,0,-1.69639672268487,-0.00695881522473751,68.5647042439115,73.345352059706,309,-0.704684824678581,0.373558911955268,4.099,1,"USA",80,"PGA Tour","PGA Tour",-1.96342112701345,0.634370035371231,4.1920822993075e-08,2.70491477037921,2.73315985936702,2016-12-21
12,20,"Matt Kuchar","6169",-1.68920072440566,0.650028945061694,2.71424992508872,12,0,-1.68092615930986,-0.00827456509579938,98.0942657632438,103.524915791117,413,-0.73583007786887,0.393631577310101,4.0979,1,"USA",104,"PGA Tour","PGA Tour",-1.87556398736248,0.626052860439971,6.12667439157941e-08,2.50075365529378,2.63526374893028,2016-12-21
13,12,"Rickie Fowler","12965",-1.68600581063637,0.659160314411122,2.82472150116085,13,0,-1.67882297422422,-0.00718283641215156,80.7792781401376,85.7926701666405,356,-0.784876247356253,0.374698081326611,4.9676,1,"USA",85,"PGA Tour","PGA Tour",-1.90505988670439,0.630399904227313,5.81128587653266e-08,2.742089521988,2.74673610655007,2016-12-21
14,16,"Brooks Koepka","16243",-1.58247099003421,0.658412018075454,2.81076169584164,14,0,-1.57548670899338,-0.00698428104083249,82.1426633411678,87.1974743017657,360,-0.61009298212148,0.378563561821758,4.3323,1,"USA",80,"PGA Tour","PGA Tour",-1.79953634633229,0.629867662132419,1.42835485847595e-07,2.70813988977674,2.73255831141155,2016-12-21
15,10,"Bubba Watson","7334",-1.56574443356389,0.662462346510052,2.75032082836695,15,0,-1.55961586218745,-0.00612857137643541,78.7642339049257,83.7969388835718,333,-0.775048080435879,0.38918806231169,5.1949,1,"USA",81,"PGA Tour","PGA Tour",-1.78338018958901,0.630997965699198,1.7271667543178e-07,2.55158694658907,2.66934604321086,2016-12-21
16,9,"Alexander Noren","10419",-1.49780890583516,0.64836668132622,2.82860416550749,16,0,-1.48747858419465,-0.0103303216405084,137.886923983608,144.887366019074,211,-0.118262320412157,0.507726466634624,5.3525,1,"SWE",80,"European Tour","European Tour",-1.65616206040761,0.621429475116539,3.35564978748858e-07,2.7560393597123,2.75329296873259,2016-12-21
17,31,"Francesco Molinari","7655",-1.43596875508946,0.657368223484256,2.76380032172945,17,0,-1.42717471677256,-0.0087940383168954,81.641187196127,86.6318907482166,372,-0.428603137631027,0.365184192755185,3.2206,1,"ITA",88,"PGA Tour","European Tour",-1.65240813426335,0.630080723958394,5.00092227164249e-07,2.59220017699984,2.68448491095498,2016-12-21
18,37,"Jim Furyk","2881",-1.40107867328429,0.683212906841193,2.83015365044625,18,0,-1.39348762783949,-0.00759104544479583,60.0222321553209,64.6681626255195,284,-0.679150345514752,0.381835339689879,2.9717,1,"USA",58,"PGA Tour","PGA Tour",-1.67385683806809,0.638145391280798,5.8420118716663e-07,2.73964952496027,2.74645040171124,2016-12-21
19,8,"Patrick Reed","14838",-1.39433677582951,0.647457621573835,2.7759675607578,19,0,-1.38806988317381,-0.0062668926556968,109.029994894794,114.799199575823,418,-0.701919585030875,0.416253285753002,5.3972,1,"USA",114,"PGA Tour","PGA Tour",-1.55069352786253,0.624188206909167,9.07185526154125e-07,2.64604236919984,2.69940632855552,2016-12-21
20,18,"Russell Knox","13831",-1.38716322701324,0.651246433659486,2.80874643895233,20,0,-1.38030996143906,-0.00685326557418331,96.725273054037,102.151659513388,405,-0.676437683015029,0.398321224335009,4.1555,1,"SCO",101,"PGA Tour","PGA Tour",-1.56158845694631,0.626339845689053,9.04760338652905e-07,2.71104409923093,2.73220325762436,2016-12-21
21,23,"Charl Schwartzel","7398",-1.36544902563859,0.653044856189627,2.84536935310052,21,0,-1.36064791712411,-0.00480110851448368,91.6297711685996,96.9022689502643,396,-0.46590312562424,0.386882507521109,3.674,1,"RSA",86,"European Tour","PGA Tour",-1.55579882383546,0.627615128429197,9.97695641041531e-07,2.79378169727557,2.7694149510985,2016-12-21
22,41,"Bill Haas","7900",-1.35397576132027,0.656887810302557,2.69939130844504,22,0,-1.34589435212043,-0.00808140919983513,83.5393994280444,88.6060088411172,376,-0.728018229570136,0.375058816270787,2.6909,1,"USA",90,"PGA Tour","PGA Tour",-1.54865647219744,0.629376169367126,1.13273113087787e-06,2.43687385035588,2.61824594734424,2016-12-21
