"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.62331249615867,0.599060961110553,2.77255287621946,1,0,-2.61947589246104,-0.00383660369763383,76.5699405812203,81.795626527239,290,-0.81253808412958,0.450747625744387,14.3748,1,"AUS",73,"PGA Tour","PGA Tour",-2.91952985443762,0.541775599559762,3.76517317749977e-16,2.64256936157401,2.7070602904823,2016-09-06
2,3,"Rory McIlroy","10091",-2.47940048546956,0.602182651584282,2.82823820364121,2,0,-2.38141854441527,-0.0979819410542877,78.7808981961305,83.890412571274,328,-0.639946547037482,0.40860523603996,10.4344,1,"NIR",86,"PGA Tour","PGA Tour",-2.7632083205329,0.555270806331144,1.76910377583623e-14,2.7829284596265,2.76338694190056,2016-09-06
3,5,"Henrik Stenson","5994",-2.34279548584996,0.59217729700525,2.84684870024683,3,0,-2.37003607171578,0.0272405858658185,86.9540034099274,92.1433359364552,389,-0.5618110527025,0.388557734038708,9.1467,1,"SWE",88,"European Tour","European Tour",-2.59677846720978,0.552783649601019,1.36386073595671e-13,2.83030828438903,2.78457780839548,2016-09-06
4,4,"Jordan Spieth","14636",-2.29635229389136,0.588650846557113,2.77712983751873,4,0,-2.28762201795149,-0.00873027593986553,93.3479168762705,98.7166574356416,376,-0.674111997063215,0.400381845017088,9.989,1,"USA",92,"PGA Tour","PGA Tour",-2.52903617159387,0.550772058301539,2.79679690769769e-13,2.66970912796795,2.71402658706292,2016-09-06
5,2,"Dustin Johnson","12422",-2.21698579943211,0.604080061898709,2.90582369868506,5,0,-2.18091695854895,-0.0360688408831615,83.3365678744643,88.7350013856702,308,-0.757326223572238,0.455606358559338,10.6218,1,"USA",88,"PGA Tour","PGA Tour",-2.46916638522598,0.553618905327601,8.17825490593186e-13,2.96976507929384,2.84234034673122,2016-09-06
6,10,"Justin Rose","6093",-1.93336907254902,0.593931544839755,2.85431699392033,6,0,-1.97550131106379,0.0421322385147669,86.7137975076776,91.9539710394391,360,-0.726508988915555,0.401360240648549,5.7673,1,"ENG",86,"PGA Tour","PGA Tour",-2.15725408633187,0.55273641245311,3.96828341115243e-11,2.84732838445697,2.79184004230662,2016-09-06
7,6,"Adam Scott","6430",-1.91081036502952,0.603469402174334,2.7658493958992,9,-2,-1.83634689958267,-0.0744634654468519,79.2705815810969,84.4437805301537,316,-0.60854670268952,0.422148775922652,7.1427,1,"AUS",84,"PGA Tour","PGA Tour",-2.15869159248518,0.555020293299791,4.68343416320347e-11,2.62553343154946,2.69921239650297,2016-09-06
8,12,"Sergio Garcia","5689",-1.85556383294509,0.599735102622162,2.74351956076144,8,0,-1.83951962953503,-0.0160442034100621,78.9731994721996,84.0203388965858,340,-0.471570967651858,0.391813788658999,5.3972,1,"ESP",79,"PGA Tour","PGA Tour",-2.10492135596024,0.555222276924819,9.08584041041893e-11,2.57110565657602,2.6771659244364,2016-09-06
9,14,"Phil Mickelson","1547",-1.78836717793591,0.605574954378815,2.84528620621673,7,2,-1.88190246194189,0.0935352840059815,78.3950985411232,83.587918107621,313,-0.668393590378744,0.431868725979048,5.2536,1,"USA",72,"PGA Tour","PGA Tour",-2.02841293966327,0.555145323280381,2.23134880735852e-10,2.82424414637975,2.78009578430605,2016-09-06
10,17,"Matt Kuchar","6169",-1.76256529318403,0.584696080551238,2.67719499429842,10,0,-1.76916142289512,0.00659612971108681,107.44191697769,113.289583038248,409,-0.678214311939516,0.437011201325786,4.4662,1,"USA",108,"PGA Tour","PGA Tour",-1.94273932993996,0.547595766712544,3.4845495542337e-10,2.46546506264205,2.6125664643956,2016-09-06
11,7,"Bubba Watson","7334",-1.6977960072187,0.597805518172781,2.67214456875061,11,0,-1.73110362265445,0.033307615435747,86.6234732689942,91.9895569421789,337,-0.67938204907937,0.430849422855612,6.5396,1,"USA",88,"PGA Tour","PGA Tour",-1.91117890320967,0.552643848074691,7.22439453395167e-10,2.41114200351906,2.60441647183118,2016-09-06
12,8,"Patrick Reed","14838",-1.66390910310178,0.582923533173644,2.70252729012728,13,-1,-1.60397778634942,-0.0599313167523556,116.68799273748,122.858727380591,404,-0.674067311288239,0.457756548973933,6.363,1,"USA",122,"PGA Tour","PGA Tour",-1.82775759817263,0.546059425361509,1.18237607496306e-09,2.52942999255737,2.63891150066747,2016-09-06
13,9,"Rickie Fowler","12965",-1.65768648494161,0.593036043404074,2.81085036604992,12,1,-1.65929424152165,0.00160775658004231,93.3989639308063,98.9265703590722,356,-0.731412059496915,0.434181781666885,6.1696,1,"USA",93,"PGA Tour","PGA Tour",-1.85273360100135,0.550847855112882,1.23924829663433e-09,2.74459713232324,2.74757857604594,2016-09-06
14,16,"Hideki Matsuyama","13562",-1.64263250669002,0.59509860238261,2.82429318807491,14,0,-1.58990154125151,-0.0527309654385106,82.7049663768127,87.7959907496695,347,-0.681107531926497,0.384746997080667,4.4994,1,"JPN",78,"PGA Tour","PGA Tour",-1.85926772419184,0.553810013840085,1.40954099824044e-09,2.77602202142286,2.76088566689181,2016-09-06
15,22,"Paul Casey","7108",-1.52774752660899,0.596056328186703,2.74132176271394,17,-2,-1.40923720534157,-0.118510321267423,83.4917488111882,88.6512464305328,364,-0.695051525096362,0.397523741680745,4.0751,1,"ENG",82,"PGA Tour","PGA Tour",-1.7354191896412,0.553547869659077,5.42709286936147e-09,2.57344556234839,2.67573576056337,2016-09-06
16,23,"Jim Furyk","2881",-1.51623754940092,0.615890247470967,2.81663777639438,15,1,-1.5485642387525,0.0323266893515803,72.465719782009,77.6193045228623,294,-0.741778365325551,0.456377096874938,3.9113,1,"USA",52,"PGA Tour","PGA Tour",-1.75226513089607,0.557346133256705,5.74597617055427e-09,2.74606088624019,2.74847731780381,2016-09-06
17,20,"Brooks Koepka","16243",-1.49468518195278,0.593516577170103,2.75920753301849,16,1,-1.51578629675601,0.0211011148032305,85.427314193502,90.5996609180384,353,-0.591658050356149,0.391525062054104,4.2569,1,"USA",82,"PGA Tour","PGA Tour",-1.7002196373852,0.552864914355039,7.60189626911179e-09,2.62006339073099,2.69461765059354,2016-09-06
18,25,"Zach Johnson","6986",-1.37691947934868,0.590433689349284,2.75828425146032,19,-1,-1.38825412549669,0.0113346461480146,96.5943371080424,102.180638579347,376,-0.740134920331481,0.431971797471199,3.7865,1,"USA",94,"PGA Tour","PGA Tour",-1.54947072198308,0.549917700358637,3.13209905594324e-08,2.62809536314166,2.69434965628728,2016-09-06
19,13,"Branden Grace","11952",-1.37082086162885,0.59116686810055,2.81086298474677,20,-1,-1.3495142856636,-0.0213065759652464,89.7812685375171,95.0700844748682,377,-0.423001318910171,0.398483105995231,5.2703,1,"RSA",92,"PGA Tour","European Tour",-1.56738018150807,0.551907316256965,2.9163118813029e-08,2.74542512614253,2.74799426001579,2016-09-06
20,35,"Kevin Na","7452",-1.34813391212947,0.59373770453104,2.82108936900002,21,-1,-1.33068594256699,-0.0174479695624761,90.1180684158513,95.5204239352595,326,-0.674608425902639,0.422191809666795,3.1109,1,"USA",93,"PGA Tour","PGA Tour",-1.53289749017243,0.551521723966736,4.07101868879716e-08,2.76798466734083,2.75790151493905,2016-09-06
21,28,"Charl Schwartzel","7398",-1.33584944699713,0.587355425240179,2.81419109486124,18,3,-1.39781541451402,0.0619659675168938,93.9897595893463,99.3366611699257,402,-0.446884881035343,0.393000596798787,3.5478,1,"RSA",93,"PGA Tour","PGA Tour",-1.52122637997896,0.550699899160115,4.38156326026667e-08,2.75492421328505,2.75221458517268,2016-09-06
