"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.51752953913363,0.568488851836263,2.81578301807371,1,0,-2.51391627437713,-0.00361326475649681,71.0596899811326,76.0826314922276,288,-0.759338107706334,0.428637251724399,13.2368,1,"AUS",81,"PGA Tour","PGA Tour",-2.82671045299296,0.50004593300283,3.57304354854864e-18,2.7704201476038,2.75779883787962,2016-07-18
2,4,"Rory McIlroy","10091",-2.49913780485471,0.567367001053223,2.82706633682001,2,0,-2.43069294508103,-0.0684448597736771,79.8622550558286,85.0038179272094,338,-0.558425620966952,0.411098552184201,9.3918,1,"NIR",84,"PGA Tour","PGA Tour",-2.78482886284217,0.512648438992068,4.60935489587748e-17,2.79769787733442,2.76954847563584,2016-07-18
3,5,"Henrik Stenson","5994",-2.29344237750061,0.557278292809343,2.89085700387353,5,-2,-2.04326943043011,-0.250172947070499,87.1537118527223,92.3525166487903,383,-0.48574559672879,0.389841065848966,8.8776,1,"SWE",96,"European Tour","European Tour",-2.54732119250962,0.510350727306158,1.60381112138254e-15,2.95094932830967,2.83663447084889,2016-07-18
4,2,"Dustin Johnson","12422",-2.27087047369947,0.571884352619518,2.85747431299955,4,0,-2.21693421163324,-0.053936262066228,81.028330831865,86.3542909516347,314,-0.703452844801316,0.450696713365239,11.2899,1,"USA",94,"PGA Tour","PGA Tour",-2.5350149134282,0.51206762904431,2.41502768472841e-15,2.87014530788246,2.79966207544432,2016-07-18
5,3,"Jordan Spieth","14636",-2.25665858020839,0.553582379071247,2.83043024068744,3,2,-2.25050180848479,-0.00615677172359863,94.3011702925117,99.7187898691931,368,-0.592139613008709,0.40670111955836,10.859,1,"USA",96,"PGA Tour","PGA Tour",-2.48895622714131,0.508043746034343,3.02232559741843e-15,2.80718956435034,2.77576690249376,2016-07-18
6,10,"Sergio Garcia","5689",-1.92070332416977,0.564630115751502,2.759029657729,7,-1,-1.83141692516699,-0.0892863990027826,80.1981829393194,85.281715304612,346,-0.393831403933927,0.394904798900681,5.575,1,"ESP",85,"PGA Tour","PGA Tour",-2.17448276385453,0.512514078275792,5.69583925796977e-13,2.62985181344685,2.70063649620134,2016-07-18
7,11,"Justin Rose","6093",-1.89030867388399,0.560104088479058,2.83090292823275,6,1,-1.85658234122739,-0.0337263326565991,82.5173803568858,87.5853428901148,360,-0.65639318563498,0.38003206753478,5.3669,1,"ENG",92,"PGA Tour","PGA Tour",-2.12344776723457,0.511687732228175,1.08340435672636e-12,2.80969873179233,2.77494050371279,2016-07-18
8,13,"Phil Mickelson","1547",-1.86223394324794,0.571762187877207,2.8504225526841,12,-4,-1.59815130220822,-0.264082641039721,79.6092719697651,84.8621937098101,321,-0.58931524293637,0.440381301492321,5.1621,1,"USA",82,"PGA Tour","PGA Tour",-2.10806605167388,0.512427705558847,1.45015323011535e-12,2.85386755027608,2.79248934274851,2016-07-18
9,17,"Matt Kuchar","6169",-1.78965469756524,0.550357082870175,2.67827185605349,8,1,-1.80632335692132,0.0166686593560839,100.238139517122,105.813729080405,409,-0.630787821629985,0.41413170142254,4.2979,1,"USA",110,"PGA Tour","PGA Tour",-1.98326910306633,0.506479128813891,4.64841599469159e-12,2.47325075811046,2.6211156434356,2016-07-18
10,6,"Bubba Watson","7334",-1.75240473172166,0.565682791999085,2.6874260571174,10,0,-1.74815714888999,-0.00424758283166549,80.4971459741459,85.6276283055747,337,-0.620700343229208,0.40510314041507,7.0978,1,"USA",92,"PGA Tour","PGA Tour",-1.98517372815816,0.512266578886428,7.83669207089106e-12,2.45180308713422,2.62721559665546,2016-07-18
11,8,"Adam Scott","6430",-1.73843817940898,0.56983940580189,2.76595516953323,9,2,-1.74828479797339,0.00984661856441482,78.3438592039017,83.4773689489842,324,-0.507303837819269,0.417010283047482,6.403,1,"AUS",88,"PGA Tour","PGA Tour",-1.98199263397221,0.513094505007743,8.83777703547139e-12,2.64294267215877,2.7066198572136,2016-07-18
