"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,3,"Rory McIlroy","10091",-2.46191588422133,0.544756664525166,2.83167193548247,1,0,-2.45474971516294,-0.00716616905838929,77.7272775612285,82.7913998977612,334,-0.565998423702019,0.402464201914336,9.5941,1,"NIR",78,"PGA Tour","PGA Tour",-2.75074827742983,0.483384931687253,1.15466992270706e-18,2.82135550700105,2.77877781167449,2016-06-13
2,1,"Jason Day","9771",-2.45822329662119,0.548525023026657,2.82796650823832,2,0,-2.4542506448586,-0.00397265176259465,65.9781836330312,70.8078235849004,284,-0.742373467025543,0.403054427586136,13.1719,1,"AUS",73,"PGA Tour","PGA Tour",-2.78258046910703,0.470901395746978,7.48417957435015e-20,2.81654337186333,2.77425933734235,2016-06-13
3,2,"Jordan Spieth","14636",-2.25810248556042,0.529636881544757,2.87168696053772,3,0,-2.25393027718823,-0.00417220837218757,91.7237684207382,97.0440937858165,366,-0.556525335145325,0.396914648497327,11.2482,1,"USA",92,"PGA Tour","PGA Tour",-2.49672909732706,0.478537495106213,5.40505400336888e-17,2.91322405615541,2.82242285510693,2016-06-13
4,6,"Dustin Johnson","12422",-2.02222401891693,0.55089632597977,2.86475696613217,5,-1,-1.9640362240513,-0.0581877948656297,77.0400735334415,82.222406857098,312,-0.678207154294311,0.436742398208174,7.2406,1,"USA",86,"PGA Tour","PGA Tour",-2.28160142083306,0.483470641739815,4.25827421471077e-15,2.90277684895864,2.81128897714639,2016-06-13
5,10,"Justin Rose","6093",-2.00959116216317,0.536252846903396,2.81504599508758,4,1,-2.00699265043774,-0.00259851172543213,80.6958186221604,85.6863117565506,358,-0.627292678890706,0.369410251941072,5.7856,1,"ENG",90,"PGA Tour","PGA Tour",-2.25544392687305,0.482241228676533,5.59108723566104e-15,2.78273215295077,2.76349721162274,2016-06-13
6,7,"Henrik Stenson","5994",-1.9591634324806,0.533539256071056,2.7976636528036,6,0,-1.95935334376603,0.000189911285431776,83.6802168065429,88.7349749677379,383,-0.514501945897713,0.371595156066437,6.9817,1,"SWE",92,"PGA Tour","European Tour",-2.19905486828704,0.481320462258579,1.25191169322992e-14,2.74125583664452,2.74631712962096,2016-06-13
7,4,"Bubba Watson","7334",-1.79285639727935,0.543769310295347,2.70248560252478,7,0,-1.78932285381572,-0.00353354346362655,76.38758932351,81.3632660546126,331,-0.583548194467163,0.386365571729952,7.5033,1,"USA",90,"PGA Tour","PGA Tour",-2.04017993693385,0.483751137711616,2.08124387374908e-13,2.49247238248599,2.64721426579615,2016-06-13
8,18,"Matt Kuchar","6169",-1.78859242201541,0.526211509997087,2.66433257294917,8,0,-1.7824053901714,-0.00618703184400782,98.2568113420756,103.766029922648,405,-0.602904029225074,0.40897288506085,4.0999,1,"USA",106,"PGA Tour","PGA Tour",-1.98640641885375,0.476695936805295,2.14631483454269e-13,2.45016269354738,2.61185173890566,2016-06-13
9,5,"Rickie Fowler","12965",-1.77877062601896,0.53824564134809,2.80361748668043,9,0,-1.77666030976002,-0.00211031625894442,80.1262853041508,85.1444284162311,344,-0.660849546477893,0.378937599894348,7.2695,1,"USA",87,"PGA Tour","PGA Tour",-2.01091869346346,0.482355559230321,2.79223397038391e-13,2.75356894375165,2.75146554424912,2016-06-13
10,15,"Hideki Matsuyama","13562",-1.7411285086653,0.536991077758438,2.79285067238151,10,0,-1.73638068709529,-0.00474782157001497,79.9217379535359,84.8976797656433,333,-0.596569880457161,0.369346775958622,4.4604,1,"JPN",86,"PGA Tour","PGA Tour",-1.97373245886972,0.482388258686513,4.9570454005189e-13,2.7274155874941,2.74073994764729,2016-06-13
11,8,"Adam Scott","6430",-1.70573104389104,0.548555840378422,2.79601608593224,11,0,-1.69947846011718,-0.00625258377386206,74.0365989815396,79.0071591272685,320,-0.450017077089017,0.397252214704127,6.8004,1,"AUS",80,"PGA Tour","PGA Tour",-1.96123477682415,0.484770578950681,7.76857339602444e-13,2.72874884859519,2.74167693989984,2016-06-13
12,13,"Sergio Garcia","5689",-1.6957992588138,0.542421560339056,2.78549756000046,12,0,-1.69882577715984,0.00302651834604006,76.1717739710197,81.1006686511949,342,-0.375618725795696,0.375176946966947,4.9271,1,"ESP",81,"PGA Tour","PGA Tour",-1.94616048713458,0.483980711311314,8.95221624681625e-13,2.70526161558218,2.73217413567434,2016-06-13
13,17,"Phil Mickelson","1547",-1.64767723256399,0.551715941382158,2.7884016904562,13,0,-1.55168974336499,-0.0959874891989954,73.175033579382,78.1784844984732,317,-0.586997038722192,0.410919092359624,4.1289,1,"USA",80,"PGA Tour","PGA Tour",-1.89622589676231,0.484890257180558,2.07512854683738e-12,2.7069910232851,2.7332752344694,2016-06-13
