"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
20,49,"Pat Perez","6762",-1.25383112410598,0.503344990678032,2.79510201208981,76.5833429098832,81.8792239190954,203,-0.535428716281126,0.469000422539791,1,"USA",89,"PGA Tour","PGA Tour",-1.47068920462273,0.411373680502934,9.99298268674363e-07,2.74851663534588,2.74940704122685,2009-04-08
21,24,"Zach Johnson","6986",-1.24761041525866,0.513931454846111,2.75388475446302,68.5508129586199,73.5915389543581,194,-0.623258995393539,0.449513559137022,1,"USA",80,"PGA Tour","PGA Tour",-1.48221117681911,0.416741353695081,1.19528377200438e-06,2.6308599417639,2.70550470348577,2009-04-08
22,28,"Sean O'Hair","7626",-1.24218987496359,0.502509515387128,2.75125134816826,72.2416187712507,77.2795298750475,218,-0.564622216988646,0.425768727211527,1,"USA",80,"PGA Tour","PGA Tour",-1.46727424086984,0.414055995275707,1.22321669817156e-06,2.63329025531764,2.70497101051805,2009-04-08
23,35,"Nick Watney","7955",-1.20519275200622,0.491980266059079,2.82674404168555,84.1242719708645,89.5837851350529,233,-0.512586764734437,0.46586154466027,1,"USA",99,"PGA Tour","PGA Tour",-1.40192754999579,0.407343506501354,1.82977268678119e-06,2.82953559065823,2.78360149716392,2009-04-08
24,7,"Vijay Singh","653",-1.20360889017818,0.499840793146981,2.75433711177546,68.8477705508997,73.6394471917457,241,-0.643429992036317,0.375226860800401,1,"FIJ",67,"PGA Tour","PGA Tour",-1.43091241800129,0.416916682392665,2.23051053605231e-06,2.63945637922977,2.70860334984836,2009-04-08
25,55,"Aaron Baddeley","6252",-1.13273492641001,0.509361175835538,2.78162421795333,68.3411244497705,73.2841700812952,213,-0.582966946455128,0.422306669122853,1,"AUS",75,"PGA Tour","PGA Tour",-1.36088421070823,0.417093459860689,5.08061043720505e-06,2.70866004219162,2.73459036831039,2009-04-08
26,25,"Justin Rose","6093",-1.12897686790819,0.52401272994955,2.86185943380407,64.2719798473991,69.224285767177,186,-0.405236321727955,0.451925060726626,1,"ENG",76,"PGA Tour","PGA Tour",-1.38090685531901,0.420904421534338,4.93101336798008e-06,2.92705320141067,2.81347651095654,2009-04-08
27,8,"Henrik Stenson","5994",-1.12717105763222,0.513437328984956,2.91931592022335,68.311289155977,73.3114713041041,199,-0.287117114919351,0.439219393064516,1,"SWE",81,"European Tour","European Tour",-1.37063152523109,0.418303162046398,4.8414824941556e-06,3.0822421071095,2.87381063246594,2009-04-08
28,20,"Martin Kaymer","8117",-1.12360242436587,0.499513188568064,2.80057052006327,77.3288492206775,82.556009411159,217,-0.0337579895957045,0.446705261461375,1,"GER",96,"European Tour","European Tour",-1.35310834106451,0.41298033282618,4.47442493729044e-06,2.76408622326,2.75566358837468,2009-04-08
29,65,"David Toms","4340",-1.1184909937059,0.524520489570369,2.67560316941394,65.801133214134,70.86405788231,181,-0.512163574784019,0.475044909360416,1,"USA",87,"PGA Tour","PGA Tour",-1.35918647469232,0.418838358403095,5.66894579355577e-06,2.40292948208626,2.62368644776749,2009-04-08
30,52,"Mathew Goggin","3756",-1.11560602694828,0.49082157421894,2.76470978686144,80.7929278219928,86.0492397795359,238,-0.369744933800651,0.43476873654402,1,"AUS",89,"PGA Tour","PGA Tour",-1.31952357799405,0.409088004183716,5.37506480235696e-06,2.67921992072837,2.72079297041297,2009-04-08
31,38,"Ian Poulter","1435",-1.10490529501424,0.510710630100806,2.71425069050494,64.7872931957549,69.5398591988322,209,-0.357790188439474,0.386670268595019,1,"ENG",78,"PGA Tour Australasia","PGA Tour",-1.3532163193681,0.420707567720816,6.66799537342641e-06,2.51625935022871,2.66577033204449,2009-04-08
32,37,"Tim Clark","3849",-1.10378173015422,0.496863163778137,2.83987275003967,83.1757226508075,88.6927535123491,208,-0.400197297422333,0.485004709850152,1,"RSA",107,"PGA Tour","PGA Tour",-1.30194042899007,0.407943526967792,6.2058656903102e-06,2.85976570354647,2.79606942562202,2009-04-08
33,23,"K.J. Choi","1804",-1.09056843121728,0.503980207848907,2.80652906338875,70.4631974615549,75.4256256717084,224,-0.612483259474542,0.415089937112626,1,"KOR",73,"PGA Tour","PGA Tour",-1.30757800193208,0.415594089607902,8.60212252367822e-06,2.77870874460262,2.7609073388548,2009-04-08
34,18,"Stewart Cink","5665",-1.08232386666427,0.513657432005465,2.71161411836842,66.7266559796899,71.6537888229228,200,-0.714299618581269,0.427754942093113,1,"USA",82,"PGA Tour","PGA Tour",-1.30539444571799,0.418316596462115,1.00803003363558e-05,2.51174981211424,2.66251895194766,2009-04-08
35,22,"Adam Scott","6430",-1.0785490141535,0.521825424471087,2.88882614239742,61.6500950886457,66.4112053388676,195,-0.524129240430296,0.409118671563614,1,"AUS",69,"PGA Tour","PGA Tour",-1.32876513314024,0.422939079385144,9.75909870080911e-06,3.01162256028527,2.84130510635065,2009-04-08
36,21,"Retief Goosen","4884",-1.07746079735971,0.490545710799334,2.8211524982499,85.8573902455467,91.3646581193298,239,-0.170913377193492,0.467581851263466,1,"RSA",101,"PGA Tour","PGA Tour",-1.27836335798497,0.407128279359522,7.80769910995741e-06,2.8159176595738,2.77817679854937,2009-04-08
37,60,"Kevin Sutherland","4996",-1.04832359323793,0.493119720623782,2.69378766506669,82.5820879661432,87.9857563589784,232,-0.543849651076992,0.461036633904372,1,"USA",93,"PGA Tour","PGA Tour",-1.23652160028337,0.408095595541394,1.31697941975697e-05,2.50660140654553,2.64826828807004,2009-04-08
38,17,"Rory McIlroy","10091",-1.03858002406448,0.520931568184866,2.82451081666292,75.1522984374297,80.6847613493525,160,0.111782441192561,0.540891750267629,1,"NIR",98,"European Tour","European Tour",-1.28071052959604,0.414390283798982,1.09397583750464e-05,2.81592972823456,2.77605685365309,2009-04-08
39,44,"Stephen Ames","4102",-1.0382127917474,0.521436431145891,2.70900154714959,64.9213077513713,69.8766252299319,178,-0.651341789232989,0.448332767458741,1,"CAN",80,"PGA Tour","PGA Tour",-1.26763024867229,0.419742815953106,1.62907268222682e-05,2.49598714403988,2.65834411443152,2009-04-08
40,66,"Ben Crane","6674",-1.03458521306742,0.5400189822291,2.71340245497698,62.2016511580798,67.2910071851477,147,-0.505564865235213,0.511033388174426,1,"USA",78,"PGA Tour","PGA Tour",-1.2829824807584,0.422053715052591,1.53751139252607e-05,2.49110581146894,2.65912248335938,2009-04-08
41,118,"Briny Baird","6277",-1.01979247754097,0.474673896504564,2.76942192861552,99.0209915908438,104.805780409291,272,-0.459097931092785,0.461475649100276,1,"USA",108,"PGA Tour","PGA Tour",-1.18068913373008,0.40082570319773,1.73125134642641e-05,2.70339994469192,2.72843957431234,2009-04-08
42,53,"Davis Love III","3464",-1.01225899370733,0.52285839720167,2.76579495733729,68.4597654162107,73.6508834740614,179,-0.521242855046572,0.494047283851857,1,"USA",83,"PGA Tour","PGA Tour",-1.236197637573,0.417096195842559,2.02187113397879e-05,2.65868134492562,2.71592357081492,2009-04-08
43,77,"Scott Verplank","220",-1.01119402297608,0.508616879748411,2.6593581014591,72.8035134212973,77.9867135241771,204,-0.583664043925976,0.462395294891752,1,"USA",86,"PGA Tour","PGA Tour",-1.21848442405817,0.414034052544582,2.1262404708369e-05,2.38954585984409,2.61026710921146,2009-04-08
44,45,"Graeme McDowell","7548",-1.01050451386919,0.497058709860909,2.67029350088281,76.6984461627612,81.8432039716337,220,-0.0529413854504468,0.428889473297048,1,"NIR",91,"PGA Tour","European Tour",-1.23222794258779,0.413124914712369,1.75619389362102e-05,2.43413717585211,2.62362345236666,2009-04-08
45,61,"Soren Hansen","6319",-1.00478539932573,0.501288101093918,2.82311982058479,76.0792156950104,81.2761815798062,211,-0.107939124534118,0.446104989199338,1,"DEN",95,"European Tour","European Tour",-1.22590739732633,0.413627573875894,1.92576746771889e-05,2.82097150159126,2.77825768442748,2009-04-08
46,123,"Lucas Glover","7399",-1.00210227478553,0.493848895296847,2.68627377283201,78.0008306497257,83.1732093514597,238,-0.541703087530033,0.42881048517137,1,"USA",88,"PGA Tour","PGA Tour",-1.19689396424819,0.410717221996824,2.30627204577966e-05,2.47903120613598,2.64048860085008,2009-04-08
47,31,"Jeev Milkha Singh","3831",-1.00041745773792,0.465736029012713,2.7886246197925,106.62488472012,112.469089106509,306,0.0655793132420722,0.439710559602009,1,"IND",121,"PGA Tour","European Tour",-1.17046719877697,0.400000810344636,1.86635943101285e-05,2.74887264392908,2.74945762313085,2009-04-08
48,54,"Stuart Appleby","5294",-0.993594368085563,0.489298070143478,2.78388297459541,85.3505963201989,90.8104133296337,244,-0.544518602201741,0.459239207206573,1,"AUS",98,"PGA Tour","PGA Tour",-1.17248766311444,0.406880044892964,2.52108127603685e-05,2.72780759349865,2.74054589722487,2009-04-08
49,98,"Kevin Na","7452",-0.981616810899061,0.494150552612684,2.80901134925265,84.2949768180316,89.8158617790259,222,-0.38974978369242,0.479479332524588,1,"USA",98,"PGA Tour","PGA Tour",-1.16967373959569,0.407096889775087,2.62531362519781e-05,2.78594908104886,2.76520523498397,2009-04-08
50,68,"D.J. Trahan","7236",-0.965483939959678,0.489239746124584,2.77363670889046,82.9970002505099,88.3365166261442,239,-0.575696227109411,0.44327297856116,1,"USA",99,"PGA Tour","PGA Tour",-1.14554854676885,0.407774461846024,3.50957966855696e-05,2.70263989535159,2.73014744358553,2009-04-08
51,57,"Peter Hanson","6850",-0.955558733058809,0.49204914809976,2.65857073016654,83.7711112055932,89.1759934176745,228,0.027468968800194,0.454782605761602,1,"SWE",102,"European Tour","European Tour",-1.16173894528222,0.409747698391138,3.22189965917184e-05,2.424072981007,2.61263965428694,2009-04-08
52,95,"Brian Gay","5951",-0.931827354621024,0.479608773643598,2.67560673466505,95.123377430642,100.850339560164,264,-0.409740900002344,0.468226042782276,1,"USA",108,"PGA Tour","PGA Tour",-1.09587305111996,0.402243476044593,4.68123469807004e-05,2.48994019951899,2.63227027921318,2009-04-08
53,97,"Charles Howell III","6892",-0.929889671652581,0.489121925544504,2.72086698320089,90.1299654901408,95.8423602487672,238,-0.47503301751661,0.490934340559225,1,"USA",104,"PGA Tour","PGA Tour",-1.09976514214705,0.404344674518969,4.91847417890037e-05,2.58281426531007,2.67654196347159,2009-04-08
54,36,"Ben Curtis","7101",-0.924870625851071,0.519384340239323,2.76433781942186,65.0594649044399,69.9883024756266,190,-0.681854936389065,0.439240492766234,1,"USA",78,"PGA Tour","PGA Tour",-1.14344861886222,0.419617042917141,5.92388296109381e-05,2.65342836422852,2.71510653326903,2009-04-08
55,30,"Miguel A Jimenez","3596",-0.913016824894429,0.503508683136714,2.90914530667144,73.931416068665,79.0541638177122,212,-0.0785027015839458,0.43898733051185,1,"ESP",86,"European Tour","European Tour",-1.13474610144295,0.414988395531708,5.35325783507441e-05,3.04449762755209,2.86524090109966,2009-04-08
56,108,"John Senden","5207",-0.897854259278673,0.479893740255754,2.71345830993781,91.1180042083038,96.6483476818008,267,-0.389135951923503,0.445651436538356,1,"AUS",101,"PGA Tour","PGA Tour",-1.06683393604613,0.404022693944987,6.85698439575994e-05,2.57058141003604,2.67068493046894,2009-04-08
57,100,"Charlie Wi","5905",-0.886218373496943,0.485259643731254,2.74964676307167,85.5787965417309,90.957119092511,248,-0.336296599522502,0.438969143452297,1,"KOR",95,"PGA Tour","PGA Tour",-1.06689515562341,0.406656076344839,7.63543319286004e-05,2.64801831918852,2.70648857374945,2009-04-08
58,94,"Nick O'Hern","6100",-0.871493570419252,0.499853354796901,2.64986481887788,74.7179512999673,79.8351804357821,224,-0.400769708756591,0.43288904678934,1,"AUS",90,"PGA Tour","PGA Tour",-1.07238179288534,0.412804483833197,9.23190741675481e-05,2.37495463705629,2.60229325442483,2009-04-08
59,114,"Steve Marino","7741",-0.867033092249659,0.472500144070836,2.59903464393413,99.9987222410019,105.771550107096,283,-0.394833808182081,0.454571381545527,1,"USA",112,"PGA Tour","PGA Tour",-1.02021680854526,0.400393921031777,9.58563976393595e-05,2.33230354755246,2.55572390805871,2009-04-08
60,47,"Rory Sabbatini","6283",-0.85901357429315,0.505135241840912,2.81892080982084,74.3231964260572,79.5284188586194,209,-0.477522104710761,0.458866818048831,1,"RSA",86,"PGA Tour","PGA Tour",-1.0568257220389,0.412763424757113,0.000107662242093701,2.80933364502226,2.7732927936825,2009-04-08
61,59,"Rod Pampling","5668",-0.852153263504579,0.491012418396073,2.79099746472214,80.5352361111513,85.7798700395126,241,-0.386755305017173,0.433259778602602,1,"AUS",91,"PGA Tour","PGA Tour",-1.03866758451641,0.409366404057981,0.000113191985057527,2.74384945371495,2.74746677014777,2009-04-08
62,73,"Ryuji Imada","6414",-0.829098259739613,0.488010140483565,2.66658258239976,84.4842352956553,89.873500060024,252,-0.513196691030849,0.447246698217043,1,"JPN",92,"PGA Tour","PGA Tour",-1.00039971236153,0.40701738196016,0.000151449779531759,2.44669673110679,2.62154701875495,2009-04-08
63,88,"Mark Wilson","4107",-0.817158849877555,0.489208206776312,2.71018944171116,85.3168319397367,90.7765887467562,236,-0.453866372291186,0.459406839767274,1,"USA",104,"PGA Tour","PGA Tour",-0.989039213956662,0.406674408945292,0.000167256894045623,2.55200262993754,2.66567104879529,2009-04-08
64,33,"Ross Fisher","9396",-0.814059806681828,0.503690590064935,2.9235684367769,72.7596041477967,77.8162159106557,206,-0.0248113984501565,0.427878018604125,1,"ENG",96,"European Tour","European Tour",-1.03434879904632,0.416066922829368,0.000151943829030097,3.08508952750459,2.87985211321661,2009-04-08
65,67,"Francesco Molinari","7655",-0.806629919612202,0.492748422307761,2.61786089603006,84.374115385959,89.8195346099484,228,0.2395231718937,0.461141243399184,1,"ITA",101,"European Tour","European Tour",-1.01211305052947,0.40988970343243,0.000150218744256124,2.32718959354149,2.57106877840258,2009-04-08
66,87,"Charley Hoffman","5768",-0.799483083957681,0.487460012694404,2.80457760866668,86.4846259579664,91.9630721362605,244,-0.470232521141266,0.457525521184679,1,"USA",99,"PGA Tour","PGA Tour",-0.967248511726617,0.406180887539548,0.000203311628376748,2.77770113720869,2.76189034884778,2009-04-08
67,111,"Matt Kuchar","6169",-0.780532881348122,0.502972087458251,2.72411264213305,71.3417960052789,76.3379279087909,221,-0.383664117108677,0.419426475722958,1,"USA",81,"PGA Tour","PGA Tour",-0.984597058105178,0.414704420658414,0.000232917150556432,2.56004891362045,2.67727637091634,2009-04-08
68,76,"Chad Campbell","6248",-0.779683947696243,0.495566476704729,2.7791529597471,80.1325015908515,85.458114308562,228,-0.584149955506729,0.455648502534428,1,"USA",86,"PGA Tour","PGA Tour",-0.95336582424455,0.409429926868978,0.000260734451320094,2.71252932844633,2.73461241144655,2009-04-08
69,78,"Carl Pettersson","7048",-0.776088869274248,0.478276508218822,2.70472705671186,91.0425440957384,96.5273332963623,266,-0.586805693948622,0.436013562744189,1,"SWE",102,"PGA Tour","PGA Tour",-0.928966702325271,0.404069405697833,0.000273128446233777,2.55107953249256,2.66210443690612,2009-04-08
70,41,"Soren Kjeldsen","6149",-0.765765049216042,0.492556656997824,2.94062547059368,79.1702240495913,84.34015288058,232,0.109679504123908,0.421857800968891,1,"DEN",95,"European Tour","European Tour",-0.972426922116765,0.412361898295766,0.000240904266622484,3.11562911449443,2.8990802158532,2009-04-08
71,85,"Woody Austin","3629",-0.765587675250618,0.488779450960416,2.66693735440048,84.6322126379653,90.0450228775794,237,-0.546185088313752,0.452028885927069,1,"USA",101,"PGA Tour","PGA Tour",-0.931090404826625,0.407067986112845,0.000296952144049947,2.4475156349511,2.62176457764908,2009-04-08
72,64,"Boo Weekley","7403",-0.764108359912009,0.500189369178811,2.79676013099634,72.4994948647947,77.5039393472833,229,-0.639992709546144,0.415022059200331,1,"USA",76,"PGA Tour","PGA Tour",-0.951435443656672,0.414043605619279,0.000310799445135893,2.75431430171305,2.75166818953361,2009-04-08
73,86,"Alexander Noren","10419",-0.726162165857665,0.50003533739389,2.77675442771191,77.2638470347737,82.489290746243,214,0.29736041145481,0.44663675902461,1,"SWE",90,"European Tour","European Tour",-0.94492319894957,0.413617572600792,0.000325517148903801,2.70361718243698,2.73136043267363,2009-04-08
74,112,"Ken Duke","493",-0.719888665434927,0.476842228098473,2.72026911318862,90.5840426275728,96.0088972909457,271,-0.464707757241056,0.424987582258114,1,"USA",111,"PGA Tour","PGA Tour",-0.875339676090027,0.404275212024432,0.000456547886140782,2.58693280430689,2.67814964810969,2009-04-08
75,48,"J.B. Holmes","7959",-0.714305088123174,0.507232668376431,2.87195278499414,75.2510051981737,80.5502993956433,200,-0.564066148057979,0.478211338900054,1,"USA",87,"PGA Tour","PGA Tour",-0.895595152348649,0.412181336400714,0.00048856984441066,2.94418043046816,2.82680523194777,2009-04-08
76,128,"Heath Slocum","7170",-0.704382662779922,0.486224174940543,2.81697494337602,85.7513502800416,91.1629249400837,245,-0.487011947712789,0.445841296679152,1,"USA",103,"PGA Tour","PGA Tour",-0.866558951895436,0.406494170527141,0.000531612597462194,2.80781378718172,2.77469527755963,2009-04-08
77,91,"Brandt Snedeker","8820",-0.685214764627694,0.489802188764767,2.78074262564422,78.3367399860494,83.4407067300793,249,-0.439999784373156,0.409505614942765,1,"USA",83,"PGA Tour","PGA Tour",-0.862801536599496,0.410457005545325,0.000622310792819259,2.71857141080815,2.73726567325058,2009-04-08
78,43,"Shingo Katayama","3770",-0.680181698244361,0.500168079624907,2.72367316053623,75.9381415890862,81.0663117704199,218,0.543009072017971,0.428814860954596,0,"JPN",96,"Japan Golf Tour","Japan Golf Tour",-0.910082199636458,0.416224875316439,0.000486872112308199,2.56734096669438,2.67735454834614,2009-04-08
79,75,"Brendan Jones","6254",-0.676658494382059,0.531349784801093,2.70265946636567,57.6861140699524,62.3128525761741,177,0.580120414353308,0.390644620247889,0,"AUS",74,"Japan Golf Tour","Japan Golf Tour",-0.970396545948083,0.430673590552425,0.000446578394592305,2.45038295634304,2.64991237540561,2009-04-08
80,70,"Thongchai Jaidee","5973",-0.670902492635,0.485800138978646,2.66898398727892,92.7642662620139,98.4779510942518,247,0.606198033357969,0.477271027183095,1,"THA",111,"Asian Tour","European Tour",-0.869121630192084,0.406039087067572,0.000511816859139862,2.46869280435334,2.62439969313357,2009-04-08
81,175,"J.J. Henry","6222",-0.668725557854945,0.486871191872984,2.71440537816397,90.6318694135851,96.3114419158049,244,-0.448516284114636,0.480972646006806,1,"USA",106,"PGA Tour","PGA Tour",-0.82235219109257,0.404322306064545,0.000741991558915849,2.56936267263324,2.67038442916552,2009-04-08
82,58,"Anders Hansen","5724",-0.659241315795492,0.513810175510537,2.76569786182073,72.357924737012,77.5905699103482,191,0.220766859505224,0.478909581675696,1,"DEN",82,"European Tour","European Tour",-0.884145779278559,0.416137794342378,0.000611908580439751,2.66597926575645,2.71755106049943,2009-04-08
83,32,"Trevor Immelman","5935",-0.657767490283931,0.511467106732405,2.80123264295217,70.4013402022577,75.4978590869614,202,-0.559551369541828,0.453547867161911,1,"RSA",82,"PGA Tour","PGA Tour",-0.847250919578497,0.41589195671906,0.000839012559108452,2.76091153794171,2.75414337293315,2009-04-08
84,79,"Fred Couples","44",-0.647808908651772,0.596020489768562,2.84497038742563,48.5126611610494,53.4018592083847,95,-0.486481541436769,0.572715663947374,1,"USA",63,"PGA Tour","PGA Tour",-0.926467787331848,0.437375163551734,0.000788854845258701,2.85730647801541,2.78183681784262,2009-04-08
85,84,"Anthony Wall","5931",-0.644603544001072,0.492950970463314,2.77934361135657,82.6675614140163,88.0283987490555,230,0.24491618154493,0.450197708317472,1,"ENG",99,"European Tour","European Tour",-0.843002964548907,0.410683208925104,0.000747313159427526,2.71479999281609,2.7352788250392,2009-04-08
86,182,"Dean Wilson","4414",-0.629904739760053,0.487889149321841,2.77893543640098,82.3726804093504,87.6483690981584,241,-0.450267574198377,0.431135342442102,1,"USA",102,"PGA Tour","PGA Tour",-0.795288591008317,0.408110303810789,0.00105308495057083,2.71590745651477,2.73577161650221,2009-04-08
87,80,"Richard Green","3877",-0.629809853877952,0.524637984519285,2.84902598007337,61.9529097183885,66.7654378003801,180,-0.03771846550021,0.423717978044246,1,"AUS",77,"European Tour","European Tour",-0.870412501916278,0.423772527320319,0.000861793872008725,2.89368150722738,2.80030427281262,2009-04-08
88,69,"Angel Cabrera","5717",-0.616236764875361,0.514087509362451,2.87630100220814,67.5002755096741,72.4726004182097,192,-0.16282333133868,0.436242636765109,1,"ARG",80,"PGA Tour","PGA Tour",-0.8310322423304,0.418319018980949,0.00103276372363536,2.96625823590652,2.82998612859164,2009-04-08
89,212,"Bo Van Pelt","6457",-0.614502475199583,0.4844352579729,2.85517537915996,89.4824691150977,95.0444045430163,251,-0.360007523764108,0.460857964316206,1,"USA",105,"PGA Tour","PGA Tour",-0.770460350638974,0.404708760928895,0.00118638985917062,2.89574437176053,2.81377840751434,2009-04-08
90,206,"Arron Oberholser","6557",-0.609589807047342,0.674703461711773,2.81883610089247,28.8770782710833,32.8419131504584,115,-0.600182474364652,0.321940381233443,1,"USA",29,"PGA Tour","PGA Tour",-1.05761201036161,0.481470592013807,0.000894907560995484,2.68472203170278,2.73689828134858,2009-04-08
91,129,"Bubba Watson","7334",-0.603530083823923,0.501100219080528,2.77477882080606,75.2771701746828,80.4550975456741,216,-0.565567520758164,0.445799800151266,1,"USA",88,"PGA Tour","PGA Tour",-0.776821915135293,0.412144467798693,0.00137869534186016,2.69731454778821,2.72915666000164,2009-04-08
