"Event_ID","Event_Name","Event_Tour_1","Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Projected_Stdev","Win_Rank","Win","Top_5","Top_10","Country","Rounds_Last_Year","Recent_Tour"
6729,"The Northern Trust","PGA Tour",2,2,"Hideki Matsuyama",13562,-2.27409905553311,2.42979722105506,1,0.07572,0.24998,0.38622,"JPN",92,"PGA Tour"
6729,"The Northern Trust","PGA Tour",1,3,"Jordan Spieth",14636,-2.34647892914136,2.27448477557773,2,0.07125,0.25479,0.40154,"USA",86,"PGA Tour"
6729,"The Northern Trust","PGA Tour",4,1,"Dustin Johnson",12422,-2.22836264625911,2.38870605767766,3,0.06868,0.23312,0.37022,"USA",78,"PGA Tour"
6729,"The Northern Trust","PGA Tour",3,4,"Rory McIlroy",10091,-2.23188646718113,2.28425280635882,4,0.06028,0.22608,0.36493,"NIR",66,"PGA Tour"
6729,"The Northern Trust","PGA Tour",6,10,"Rickie Fowler",12965,-2.13393886296775,2.32563519253471,5,0.05328,0.20284,0.33369,"USA",84,"PGA Tour"
6729,"The Northern Trust","PGA Tour",5,6,"Henrik Stenson",5994,-2.17583936411609,2.2015849539493,6,0.04932,0.20253,0.34303,"SWE",76,"European Tour"
6729,"The Northern Trust","PGA Tour",8,9,"Jason Day",9771,-1.94934373927861,2.39627514962428,7,0.04283,0.1673,0.28394,"AUS",58,"PGA Tour"
6729,"The Northern Trust","PGA Tour",7,17,"Paul Casey",7108,-1.97499787149302,2.25663558472342,8,0.03765,0.16151,0.28245,"ENG",90,"PGA Tour"
6729,"The Northern Trust","PGA Tour",11,8,"Jon Rahm",19195,-1.81372141653343,2.28670841521888,9,0.02868,0.1308,0.23735,"ESP",75,"PGA Tour"
6729,"The Northern Trust","PGA Tour",10,13,"Matt Kuchar",6169,-1.86566171675663,2.19872192894875,10,0.02677,0.1318,0.24357,"USA",100,"PGA Tour"
6729,"The Northern Trust","PGA Tour",12,12,"Brooks Koepka",16243,-1.71602301593437,2.36226003937199,11,0.02646,0.11975,0.21796,"USA",84,"PGA Tour"
6729,"The Northern Trust","PGA Tour",16,7,"Justin Thomas",14139,-1.63262778713791,2.43725636261919,12,0.02539,0.11228,0.20484,"USA",81,"PGA Tour"
6729,"The Northern Trust","PGA Tour",14,14,"Francesco Molinari",7655,-1.68190660743198,2.25664429798104,13,0.02141,0.10563,0.20265,"ITA",80,"PGA Tour"
6729,"The Northern Trust","PGA Tour",15,15,"Justin Rose",6093,-1.65841806530556,2.22913249270663,14,0.01838,0.09715,0.18946,"ENG",72,"European Tour"
6729,"The Northern Trust","PGA Tour",18,31,"Phil Mickelson",1547,-1.46524750480382,2.21845467110383,15,0.01312,0.07332,0.1497,"USA",82,"PGA Tour"
6729,"The Northern Trust","PGA Tour",17,27,"Marc Leishman",7649,-1.46574599437703,2.21876323142813,16,0.01255,0.07262,0.14836,"AUS",90,"PGA Tour"
6729,"The Northern Trust","PGA Tour",26,20,"Louis Oosthuizen",7672,-1.35979564527918,2.33246794464256,17,0.01247,0.06974,0.1403,"RSA",78,"PGA Tour"
6729,"The Northern Trust","PGA Tour",28,24,"Kevin Kisner",11328,-1.2876964233863,2.35989465231313,18,0.0118,0.06407,0.12938,"USA",98,"PGA Tour"
6729,"The Northern Trust","PGA Tour",22,21,"Patrick Reed",14838,-1.38294302235318,2.2675531921892,19,0.01157,0.06587,0.13528,"USA",114,"PGA Tour"
6729,"The Northern Trust","PGA Tour",24,23,"Charley Hoffman",5768,-1.36971744091741,2.29065908031174,20,0.01134,0.06645,0.13554,"USA",102,"PGA Tour"
6729,"The Northern Trust","PGA Tour",23,22,"Daniel Berger",17606,-1.38167522438131,2.22979624902044,21,0.01053,0.0628,0.13181,"USA",86,"PGA Tour"
6729,"The Northern Trust","PGA Tour",25,62,"Tony Finau",11676,-1.36019180680406,2.24794142392212,22,0.01025,0.0617,0.12979,"USA",100,"PGA Tour"
6729,"The Northern Trust","PGA Tour",27,25,"Charl Schwartzel",7398,-1.29723822340785,2.29175426537149,23,0.01002,0.05918,0.12239,"RSA",80,"PGA Tour"
6729,"The Northern Trust","PGA Tour",31,32,"Jason Dufner",7301,-1.27151512105057,2.30286430275073,24,0.00974,0.05746,0.1188,"USA",84,"PGA Tour"
6729,"The Northern Trust","PGA Tour",21,77,"Steve Stricker",4818,-1.39287197525893,2.18992111992383,25,0.00963,0.05985,0.12794,"USA",50,"PGA Tour"
6729,"The Northern Trust","PGA Tour",30,38,"Zach Johnson",6986,-1.28019823933305,2.27820132367254,26,0.00947,0.05531,0.11895,"USA",83,"PGA Tour"
6729,"The Northern Trust","PGA Tour",34,120,"Patrick Cantlay",15466,-1.25478336888926,2.2839410188162,27,0.0087,0.0543,0.11537,"USA",32,"PGA Tour"
6729,"The Northern Trust","PGA Tour",36,30,"Kevin Chappell",13305,-1.16317747509031,2.34844973157954,28,0.00854,0.04998,0.10452,"USA",90,"PGA Tour"
6729,"The Northern Trust","PGA Tour",29,49,"Webb Simpson",11049,-1.28700949112764,2.18794738039838,29,0.00762,0.04944,0.10919,"USA",89,"PGA Tour"
6729,"The Northern Trust","PGA Tour",45,52,"J.B. Holmes",7959,-1.05140684035309,2.40248711345805,30,0.00756,0.04424,0.09401,"USA",94,"PGA Tour"
6729,"The Northern Trust","PGA Tour",33,34,"Branden Grace",11952,-1.26012559369363,2.17780613444118,31,0.00734,0.04789,0.10468,"RSA",97,"European Tour"
6729,"The Northern Trust","PGA Tour",46,42,"Pat Perez",6762,-1.04336233635593,2.41265347763861,32,0.00726,0.04367,0.09367,"USA",74,"PGA Tour"
6729,"The Northern Trust","PGA Tour",40,26,"Brian Harman",8825,-1.11263337532324,2.32483323263819,33,0.00682,0.04292,0.09381,"USA",98,"PGA Tour"
6729,"The Northern Trust","PGA Tour",32,37,"Bill Haas",7900,-1.26635855803175,2.17693141625751,34,0.0068,0.04728,0.10631,"USA",85,"PGA Tour"
6729,"The Northern Trust","PGA Tour",38,55,"Brendan Steele",11019,-1.14744208744059,2.27085078760481,35,0.00666,0.04213,0.09473,"USA",86,"PGA Tour"
6729,"The Northern Trust","PGA Tour",48,56,"Russell Henley",14578,-1.0353679111996,2.37748692850993,36,0.00647,0.0417,0.08898,"USA",87,"PGA Tour"
6729,"The Northern Trust","PGA Tour",41,40,"Gary Woodland",12577,-1.11229581027698,2.27805965297715,37,0.00627,0.04076,0.09215,"USA",91,"PGA Tour"
6729,"The Northern Trust","PGA Tour",39,18,"Rafael Cabrera Bello",7457,-1.13756997204504,2.21896718945336,38,0.00583,0.03785,0.08823,"ESP",100,"European Tour"
6729,"The Northern Trust","PGA Tour",81,105,"David Lingmerth",14815,-0.689047613295722,2.5866031277799,39,0.00566,0.03124,0.06586,"SWE",91,"PGA Tour"
6729,"The Northern Trust","PGA Tour",43,54,"Bubba Watson",7334,-1.08275131088972,2.27983165450227,40,0.00557,0.03889,0.08738,"USA",76,"PGA Tour"
6729,"The Northern Trust","PGA Tour",53,122,"Chez Reavie",7961,-1.01033978295906,2.30693238947196,41,0.00552,0.03623,0.08104,"USA",89,"PGA Tour"
6729,"The Northern Trust","PGA Tour",67,39,"Jimmy Walker",7293,-0.841236823301785,2.44615382747572,42,0.00543,0.0327,0.07094,"USA",85,"PGA Tour"
6729,"The Northern Trust","PGA Tour",49,74,"Kevin Na",7452,-1.0279717936273,2.27393947184602,43,0.0053,0.0345,0.07901,"USA",84,"PGA Tour"
6729,"The Northern Trust","PGA Tour",55,59,"Ian Poulter",1435,-1.00181831001984,2.28346113254795,44,0.00515,0.03328,0.07598,"ENG",92,"PGA Tour"
6729,"The Northern Trust","PGA Tour",42,43,"Ryan Moore",7489,-1.09941959941942,2.22139934675259,45,0.00503,0.03651,0.08516,"USA",86,"PGA Tour"
6729,"The Northern Trust","PGA Tour",58,82,"Jamie Lovemark",11382,-0.952021908946018,2.30819785998664,46,0.00496,0.03196,0.07352,"USA",98,"PGA Tour"
6729,"The Northern Trust","PGA Tour",52,95,"Keegan Bradley",13872,-1.01175363431872,2.26946848346006,47,0.00489,0.03366,0.07719,"USA",94,"PGA Tour"
6729,"The Northern Trust","PGA Tour",57,91,"Graham Delaet",10252,-0.956695662886985,2.30893161767463,47,0.00489,0.03267,0.07451,"CAN",75,"PGA Tour"
6729,"The Northern Trust","PGA Tour",47,60,"Charles Howell III",6892,-1.03729492674306,2.23837846169837,49,0.00477,0.03337,0.07677,"USA",82,"PGA Tour"
6729,"The Northern Trust","PGA Tour",66,50,"Adam Hadwin",13965,-0.841415064737739,2.43409584568239,50,0.00471,0.03265,0.07036,"CAN",92,"PGA Tour"
6729,"The Northern Trust","PGA Tour",54,106,"Lucas Glover",7399,-1.00655080992096,2.21946356552919,51,0.00415,0.02989,0.07109,"USA",82,"PGA Tour"
6729,"The Northern Trust","PGA Tour",61,57,"Emiliano Grillo",12808,-0.881741266669507,2.31079855042108,52,0.00403,0.02775,0.06661,"ARG",101,"PGA Tour"
6729,"The Northern Trust","PGA Tour",59,66,"Byeong Hun An",14459,-0.943853651570423,2.24580514107207,53,0.00381,0.0281,0.06669,"KOR",98,"PGA Tour"
6729,"The Northern Trust","PGA Tour",60,44,"Russell Knox",13831,-0.891571454905696,2.27937020133371,54,0.00361,0.02728,0.06481,"SCO",90,"PGA Tour"
6729,"The Northern Trust","PGA Tour",86,90,"Sunghoon Kang",7881,-0.63126740510913,2.44646434854741,55,0.00348,0.02221,0.0507,"KOR",98,"PGA Tour"
6729,"The Northern Trust","PGA Tour",87,48,"Jhonattan Vegas",13508,-0.627256376295787,2.45432806191235,56,0.00336,0.0225,0.05242,"VEN",94,"PGA Tour"
6729,"The Northern Trust","PGA Tour",65,102,"Bud Cauley",14502,-0.853177628624023,2.26663647643936,57,0.00333,0.02394,0.05916,"USA",80,"PGA Tour"
6729,"The Northern Trust","PGA Tour",80,99,"Jason Kokrak",12337,-0.689820980735174,2.38752458787447,58,0.00322,0.02306,0.05334,"USA",99,"PGA Tour"
6729,"The Northern Trust","PGA Tour",89,73,"Anirban Lahiri",12669,-0.618152918126846,2.46327843772069,58,0.00322,0.02254,0.05142,"IND",93,"PGA Tour"
6729,"The Northern Trust","PGA Tour",77,88,"Danny Lee",11826,-0.702967662596637,2.34811430396962,60,0.00313,0.021,0.04975,"NZL",94,"PGA Tour"
6729,"The Northern Trust","PGA Tour",75,63,"James Hahn",11374,-0.722679294325002,2.3498317271744,61,0.00303,0.02232,0.05213,"USA",96,"PGA Tour"
6729,"The Northern Trust","PGA Tour",92,47,"Billy Horschel",11276,-0.602957095134814,2.41459978116878,62,0.00288,0.02009,0.04752,"USA",88,"PGA Tour"
6729,"The Northern Trust","PGA Tour",62,61,"Kyle Stanley",12069,-0.87345110392426,2.22935321397619,63,0.00286,0.02378,0.05809,"USA",88,"PGA Tour"
6729,"The Northern Trust","PGA Tour",76,75,"Xander Schauffele",19895,-0.713165134424533,2.32987694628534,63,0.00286,0.02114,0.05049,"USA",92,"PGA Tour"
6729,"The Northern Trust","PGA Tour",64,177,"Stewart Cink",5665,-0.867299037105622,2.19464827804143,65,0.00275,0.0213,0.05401,"USA",89,"PGA Tour"
6729,"The Northern Trust","PGA Tour",91,86,"Hudson Swafford",14706,-0.617731155892124,2.40057584263833,66,0.00274,0.02016,0.04751,"USA",90,"PGA Tour"
6729,"The Northern Trust","PGA Tour",70,97,"Martin Laird",9586,-0.761766142229225,2.27613867008966,67,0.00273,0.01996,0.05073,"SCO",78,"PGA Tour"
6729,"The Northern Trust","PGA Tour",90,96,"Ollie Schniederjans",18662,-0.618064411941591,2.37904447070199,68,0.00266,0.01959,0.04601,"USA",90,"PGA Tour"
6729,"The Northern Trust","PGA Tour",97,89,"Grayson Murray",14655,-0.542001693542401,2.43547294755364,69,0.00248,0.01906,0.04416,"USA",90,"PGA Tour"
6729,"The Northern Trust","PGA Tour",102,41,"Wesley Bryan",21236,-0.465166944776719,2.484982427491,69,0.00248,0.01797,0.04186,"USA",83,"PGA Tour"
6729,"The Northern Trust","PGA Tour",79,72,"Sean O'Hair",7626,-0.694931111102038,2.27436268333789,71,0.0024,0.01805,0.04536,"USA",91,"PGA Tour"
6729,"The Northern Trust","PGA Tour",85,134,"Harris English",14577,-0.631680947162539,2.3068532252956,72,0.00229,0.01752,0.04216,"USA",86,"PGA Tour"
6729,"The Northern Trust","PGA Tour",95,64,"William McGirt",12477,-0.595440714772315,2.33945418190508,73,0.00222,0.01694,0.04213,"USA",88,"PGA Tour"
6729,"The Northern Trust","PGA Tour",94,154,"Luke List",7960,-0.599772733009084,2.32559066106227,74,0.00214,0.01554,0.03998,"USA",91,"PGA Tour"
6729,"The Northern Trust","PGA Tour",68,164,"Chad Campbell",6248,-0.820199947515808,2.13678437209919,75,0.00205,0.01729,0.04575,"USA",97,"PGA Tour"
6729,"The Northern Trust","PGA Tour",83,126,"Kevin Streelman",8480,-0.677145783843515,2.23582257855359,76,0.00198,0.016,0.04164,"USA",94,"PGA Tour"
6729,"The Northern Trust","PGA Tour",88,94,"Jim Herman",12846,-0.618481257449937,2.29210231790234,77,0.00191,0.01527,0.0385,"USA",81,"PGA Tour"
6729,"The Northern Trust","PGA Tour",96,133,"Robert Streb",14852,-0.590291548255415,2.32522555954143,78,0.00188,0.01565,0.03974,"USA",86,"PGA Tour"
6729,"The Northern Trust","PGA Tour",112,157,"Cameron Smith",15856,-0.404851292014181,2.38354023859196,79,0.00176,0.01172,0.03096,"AUS",92,"PGA Tour"
6729,"The Northern Trust","PGA Tour",133,35,"Siwoo Kim",14609,-0.316829353732468,2.46422141219133,80,0.00165,0.01172,0.02917,"KOR",75,"PGA Tour"
6729,"The Northern Trust","PGA Tour",125,127,"Scott Brown",11330,-0.356531071521716,2.38181182692999,81,0.00148,0.01057,0.02741,"USA",85,"PGA Tour"
6729,"The Northern Trust","PGA Tour",100,143,"Harold Varner III",16602,-0.486956764806991,2.29554174029341,82,0.00139,0.01203,0.03138,"USA",107,"PGA Tour"
6729,"The Northern Trust","PGA Tour",103,186,"Ben Martin",14007,-0.464854548703316,2.32463067900384,83,0.00138,0.01194,0.03136,"USA",86,"PGA Tour"
6729,"The Northern Trust","PGA Tour",109,305,"Nick Watney",7955,-0.448076761949491,2.28013278579037,84,0.00135,0.01041,0.02826,"USA",67,"PGA Tour"
6729,"The Northern Trust","PGA Tour",136,146,"J.J Spaun",17536,-0.298313413344631,2.44321222960186,84,0.00135,0.01086,0.02767,"USA",89,"PGA Tour"
6729,"The Northern Trust","PGA Tour",126,223,"Scott Stallings",12359,-0.341663640124921,2.38522176997701,86,0.00126,0.01063,0.02755,"USA",84,"PGA Tour"
6729,"The Northern Trust","PGA Tour",106,87,"Bryson DeChambeau",19841,-0.456274471559557,2.27750980787724,87,0.00111,0.01068,0.02807,"USA",88,"PGA Tour"
6729,"The Northern Trust","PGA Tour",118,185,"Kevin Tway",13127,-0.376399970116271,2.27225976844305,88,0.0011,0.00886,0.02426,"USA",88,"PGA Tour"
6729,"The Northern Trust","PGA Tour",189,331,"Rory Sabbatini",6283,-0.101445153034713,2.48909844571872,89,0.00105,0.00871,0.02128,"RSA",70,"PGA Tour"
6729,"The Northern Trust","PGA Tour",131,139,"Chris Kirk",12423,-0.319283452090366,2.32512638114232,90,0.00102,0.00897,0.02367,"USA",85,"PGA Tour"
6729,"The Northern Trust","PGA Tour",130,104,"Luke Donald",4163,-0.324468918886636,2.33073024176496,91,0.00098,0.00859,0.02365,"ENG",66,"PGA Tour"
6729,"The Northern Trust","PGA Tour",111,198,"Vaughn Taylor",6930,-0.416292570843666,2.19324105086072,92,0.00093,0.00764,0.02189,"USA",89,"PGA Tour"
6729,"The Northern Trust","PGA Tour",123,212,"Seungyul Noh",11117,-0.358883226984242,2.27828077042775,93,0.00092,0.00846,0.02394,"KOR",86,"PGA Tour"
6729,"The Northern Trust","PGA Tour",129,162,"C.T. Pan",15475,-0.324985412510909,2.23886316215233,94,9e-04,0.00725,0.0205,"TPE",92,"PGA Tour"
6729,"The Northern Trust","PGA Tour",108,180,"Robert Garrigus",6789,-0.450543222031169,2.23946115087969,95,0.00089,0.00912,0.02594,"USA",68,"PGA Tour"
6729,"The Northern Trust","PGA Tour",104,199,"Nick Taylor",13126,-0.463046390785295,2.21253734834172,96,0.00088,0.00887,0.02496,"CAN",89,"PGA Tour"
6729,"The Northern Trust","PGA Tour",152,230,"Brandon Hagy",18695,-0.229614861932353,2.32737338420049,97,0.00087,0.00749,0.02062,"USA",85,"PGA Tour"
6729,"The Northern Trust","PGA Tour",199,137,"Patrick Rodgers",16283,-0.0741941297026293,2.42581348216907,98,0.00086,0.00674,0.01809,"USA",74,"PGA Tour"
6729,"The Northern Trust","PGA Tour",116,240,"Michael Kim",17543,-0.392283452429308,2.17294924555771,99,0.00078,0.00681,0.02075,"USA",88,"PGA Tour"
6729,"The Northern Trust","PGA Tour",154,165,"Morgan Hoffmann",14082,-0.221647985556282,2.3519218852383,100,0.00077,0.00768,0.02083,"USA",80,"PGA Tour"
6729,"The Northern Trust","PGA Tour",134,225,"Martin Flores",10535,-0.316700209266329,2.27409584932337,101,0.00074,0.00715,0.02133,"USA",91,"PGA Tour"
6729,"The Northern Trust","PGA Tour",140,272,"John Huh",14606,-0.278916879724834,2.24539863925544,102,0.00072,0.00637,0.01826,"USA",94,"PGA Tour"
6729,"The Northern Trust","PGA Tour",143,151,"Chris Stroud",9604,-0.269768672412109,2.31028012406051,102,0.00072,0.00732,0.02086,"USA",64,"PGA Tour"
6729,"The Northern Trust","PGA Tour",163,210,"Brian Gay",5951,-0.186606740131016,2.28442261400408,102,0.00072,0.00597,0.01626,"USA",84,"PGA Tour"
6729,"The Northern Trust","PGA Tour",228,243,"Derek Fathauer",12689,0.0247512811920302,2.46465909260033,105,0.00071,0.00602,0.01576,"USA",78,"PGA Tour"
6729,"The Northern Trust","PGA Tour",155,232,"Geoff Ogilvy",5698,-0.217107752792303,2.30449799105734,106,0.00068,0.00649,0.01842,"AUS",72,"PGA Tour"
6729,"The Northern Trust","PGA Tour",149,362,"Camilo Villegas",9171,-0.245918553149737,2.2539449129268,107,0.00066,0.00588,0.01752,"COL",73,"PGA Tour"
6729,"The Northern Trust","PGA Tour",190,319,"Jonas Blixt",8182,-0.101331670923736,2.30814969611129,108,0.00064,0.00472,0.01493,"SWE",68,"PGA Tour"
6729,"The Northern Trust","PGA Tour",157,238,"Blayne Barber",15608,-0.214717981773528,2.27067407243516,109,0.00063,0.00578,0.0167,"USA",73,"PGA Tour"
6729,"The Northern Trust","PGA Tour",174,192,"Meenwhee Kim",11702,-0.145264825807888,2.28377009653108,110,0.00046,0.00489,0.01439,"KOR",76,"PGA Tour"
6729,"The Northern Trust","PGA Tour",142,298,"Ryan Blaum",9643,-0.271518294919769,2.13389314060869,111,0.00037,0.00484,0.01438,"USA",104,"PGA Tour"
6729,"The Northern Trust","PGA Tour",165,114,"Mackenzie Hughes",15556,-0.174538623001197,2.24068367733225,112,0.00034,0.00449,0.01438,"CAN",108,"PGA Tour"
6729,"The Northern Trust","PGA Tour",211,220,"Patton Kizzire",13470,-0.0449486576974935,2.29853601008548,113,0.00031,0.00435,0.01291,"USA",76,"PGA Tour"
6729,"The Northern Trust","PGA Tour",203,299,"Tyrone van Aswegen",9913,-0.06693969264497,2.23780654534486,114,0.00029,0.00366,0.01144,"RSA",101,"PGA Tour"
6729,"The Northern Trust","PGA Tour",257,224,"D.A. Points",6761,0.112419458896754,2.28691678747068,115,0.00026,0.00294,0.00882,"USA",76,"PGA Tour"
6729,"The Northern Trust","PGA Tour",268,197,"Rod Pampling",5668,0.170159430214381,2.35840673385427,115,0.00026,0.00282,0.0086,"AUS",83,"PGA Tour"
6729,"The Northern Trust","PGA Tour",253,170,"Kelly Kraft",15852,0.104611802428299,2.33713274021066,117,0.00024,0.00336,0.0102,"USA",73,"PGA Tour"
6729,"The Northern Trust","PGA Tour",208,404,"J.J. Henry",6222,-0.0532075688760825,2.15474619561932,118,0.00021,0.00261,0.00891,"USA",83,"PGA Tour"
6729,"The Northern Trust","PGA Tour",229,187,"Richy Werenski",19364,0.0270594124812293,2.25959552564258,119,2e-04,0.00286,0.00956,"USA",82,"PGA Tour"
6729,"The Northern Trust","PGA Tour",314,274,"Cody Gribble",17508,0.314045787423755,2.37916663575733,120,0.00014,0.00208,0.00694,"USA",81,"PGA Tour"
6730,"WinCo Foods Portland Open presented by Kraft-Heinz","Web.com Tour",135,236,"Ted Potter-jr",8769,-0.311269827270636,2.28139969118507,1,0.03082,0.12454,0.21711,"USA",79,"Web.com Tour"
6730,"WinCo Foods Portland Open presented by Kraft-Heinz","Web.com Tour",230,382,"Beau Hossler",15470,0.0315739336732131,2.62520120444057,2,0.02907,0.10235,0.17163,"USA",63,"PGA Tour"
6730,"WinCo Foods Portland Open presented by Kraft-Heinz","Web.com Tour",150,219,"Andrew Landry",14000,-0.243330917174718,2.30962677059543,3,0.02889,0.11759,0.20508,"USA",71,"Web.com Tour"
6730,"WinCo Foods Portland Open presented by Kraft-Heinz","Web.com Tour",153,228,"Kyle Thompson",7617,-0.222508251192106,2.27367122068824,4,0.026,0.11021,0.19401,"USA",69,"Web.com Tour"
6730,"WinCo Foods Portland Open presented by Kraft-Heinz","Web.com Tour",175,227,"Chesson Hadley",14967,-0.145103385843451,2.34556320837034,5,0.02581,0.10505,0.18578,"USA",74,"Web.com Tour"
6730,"WinCo Foods Portland Open presented by Kraft-Heinz","Web.com Tour",197,242,"Andrew Putnam",14704,-0.0831963903707875,2.41430090589639,6,0.02575,0.10255,0.17755,"USA",75,"Web.com Tour"
