"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.37504943404605,0.522076759791082,2.81536509403716,1,0,-2.36758624319676,-0.00746319084929103,64.6956124238437,69.4772133945654,284,-0.747587393863549,0.396194091903948,11.9028,1,"AUS",69,"PGA Tour","PGA Tour",-2.69815102283696,0.43390233432306,3.39209699098257e-22,2.79592715235134,2.76653510182121,2016-05-09
2,3,"Rory McIlroy","10091",-2.35035720769123,0.518192353689894,2.8473065100829,3,-1,-2.29779857032214,-0.0525586373690943,73.5635816288903,78.4678868770079,332,-0.588104575830313,0.381793604123826,9.0555,1,"NIR",78,"PGA Tour","PGA Tour",-2.64295826405737,0.447865710424861,1.99353891528599e-20,2.87753704184222,2.79975553342391,2016-05-09
3,2,"Jordan Spieth","14636",-2.32229932757701,0.501658706858144,2.85573451533435,2,1,-2.31649423253362,-0.00580509504339277,86.6808954701751,91.819095853282,352,-0.570839848848787,0.377984185378105,11.083,1,"USA",92,"PGA Tour","PGA Tour",-2.57443804187295,0.442785622167881,3.13583512219729e-20,2.89268930023449,2.81132676220771,2016-05-09
4,6,"Henrik Stenson","5994",-2.04672851068953,0.502478766109649,2.72673246264245,4,0,-2.09469630108797,0.0479677903984363,86.416738588756,91.5590120013183,391,-0.580202705534174,0.380082247810251,7.3432,1,"SWE",98,"PGA Tour","PGA Tour",-2.28292789808049,0.443150212666329,1.24359467099449e-17,2.58692720154614,2.68003451702345,2016-05-09
5,10,"Justin Rose","6093",-2.02177495795219,0.504801111661256,2.76788404028271,6,-1,-1.95004438521553,-0.0717305727366553,85.3772407569595,90.5352981235289,366,-0.632536759550741,0.388407344128018,6.033,1,"ENG",96,"PGA Tour","PGA Tour",-2.25737141532389,0.443387175921353,2.12759169839415e-17,2.68302343432666,2.72146245576111,2016-05-09
6,4,"Bubba Watson","7334",-1.96109295545653,0.515304862003206,2.70420344281183,5,1,-1.95378206902341,-0.00731088643312305,76.120450146624,81.0908972526609,325,-0.574388637197396,0.386347454121582,8.0964,1,"USA",86,"PGA Tour","PGA Tour",-2.22060434015493,0.446652454093412,7.28917243425328e-17,2.51060368022265,2.65465198459444,2016-05-09
7,8,"Dustin Johnson","12422",-1.92157190696199,0.528401820344538,2.87099889763616,7,0,-1.91368835550838,-0.0078835514536113,68.348876680625,73.1970482067665,304,-0.734208168766689,0.394497054411323,6.6869,1,"USA",82,"PGA Tour","PGA Tour",-2.19747776285424,0.450154649890628,1.93617216722694e-16,2.94302063852879,2.8219543204107,2016-05-09
8,5,"Rickie Fowler","12965",-1.90866794480245,0.507010508142937,2.78882851530946,8,0,-1.84354487559677,-0.0651230692056801,84.619655578663,89.8017181651683,352,-0.676515193249706,0.397558362771089,7.6874,1,"USA",93,"PGA Tour","PGA Tour",-2.13792751022956,0.443544851865584,2.13413517826759e-16,2.73196264491225,2.74235388533934,2016-05-09
9,14,"Hideki Matsuyama","13562",-1.79159506886674,0.506904373783934,2.73295978710243,10,-1,-1.74878124137885,-0.0428138274878851,82.1667844975684,87.2300844412601,327,-0.603522337016134,0.380518710389108,4.55,1,"JPN",92,"PGA Tour","PGA Tour",-2.0218688007342,0.444345517583469,2.04964649385611e-15,2.59531873315378,2.6855385221139,2016-05-09
10,7,"Adam Scott","6430",-1.75793178768517,0.52026079337186,2.78692917315539,11,-1,-1.73872978356617,-0.0192020041189955,73.7284885131882,78.687804941242,322,-0.44113795793899,0.395862293526531,6.9184,1,"AUS",82,"PGA Tour","PGA Tour",-2.0182396360645,0.44770282250441,3.52750647904851e-15,2.71912323658018,2.73793771351078,2016-05-09
11,15,"Sergio Garcia","5689",-1.70592933331062,0.513123941343376,2.77991167418956,12,-1,-1.70937656183702,0.00344722852639889,76.2086946104495,81.1304617973067,346,-0.371552836336437,0.373124666187946,4.1974,1,"ESP",83,"European Tour","PGA Tour",-1.95688258490461,0.446787251207437,9.22782751822726e-15,2.70519991558016,2.73214434778173,2016-05-09
12,25,"Jim Furyk","2881",-1.6912923478117,0.574347168706929,2.72589551632567,9,3,-1.79565913145628,0.104366783644585,41.7667788557058,45.7557795662951,286,-0.655770965849876,0.234157732047606,3.3206,1,"USA",40,"PGA Tour","PGA Tour",-2.10105226816315,0.471041415777408,1.91054161038719e-14,2.42984025323856,2.66470105184854,2016-05-09
13,30,"Matt Kuchar","6169",-1.59032538538253,0.497619862793285,2.63839294345629,13,0,-1.57902701154015,-0.011298373842382,92.0507772360615,97.3233085299855,401,-0.611270400465143,0.385120331874759,3.0979,1,"USA",100,"PGA Tour","PGA Tour",-1.78672789484515,0.441025911942604,8.33707657995564e-14,2.3924511328421,2.59104067822825,2016-05-09
14,17,"Phil Mickelson","1547",-1.58668298963732,0.525253611304625,2.82244002438662,15,-1,-1.48565457776662,-0.101028411870704,70.271207174881,75.1612043504684,315,-0.613841221880966,0.395609306135357,4.0803,1,"USA",80,"PGA Tour","PGA Tour",-1.83825053828423,0.448986695018044,9.52812654195125e-14,2.81099515025409,2.77313474881244,2016-05-09
15,12,"Patrick Reed","14838",-1.50096219634914,0.496658593879595,2.72739846709482,14,1,-1.49233908163278,-0.00862311471635957,100.670726354406,106.298402040605,366,-0.629522942594185,0.422699977093328,5.2121,1,"USA",120,"PGA Tour","PGA Tour",-1.67825764817108,0.438911329632519,4.0548669856536e-13,2.60388511635444,2.68179653207262,2016-05-09
16,9,"Danny Willett","12920",-1.46873678414669,0.512514833267169,2.82815056860257,17,-1,-1.47038260577409,0.00164582162739757,76.8049798444297,81.7337372442,333,-0.221638870499408,0.372048115282173,6.2166,1,"ENG",86,"European Tour","European Tour",-1.70933448254211,0.447002771996489,6.38788597725228e-13,2.82822583099281,2.78132417822306,2016-05-09
17,23,"Paul Casey","7108",-1.46110836316769,0.508634292170428,2.74041985664709,16,1,-1.47805844390764,0.0169500807399534,80.9546327444203,86.0039647012657,354,-0.588931631536446,0.38276548341261,3.4759,1,"ENG",88,"PGA Tour","PGA Tour",-1.67465151325429,0.444744450377277,8.64804063605849e-13,2.61155374034175,2.69280377070702,2016-05-09
18,11,"Branden Grace","11952",-1.39430308514413,0.501841588294312,2.80041639762646,18,0,-1.39486307328758,0.000559988143447265,88.1657759218793,93.3707385709976,384,-0.23160748857856,0.386762920484926,5.3727,1,"RSA",94,"PGA Tour","European Tour",-1.60299175365411,0.442638919365039,2.17788886617656e-12,2.761715025616,2.7550838499678,2016-05-09
19,18,"Zach Johnson","6986",-1.32130407991203,0.504919988402942,2.76267654266072,20,-1,-1.30927855381021,-0.0120255261018214,83.5486187418533,88.6294654685592,374,-0.712891014256602,0.378425580341525,3.9981,1,"USA",92,"PGA Tour","PGA Tour",-1.51473145546731,0.443717559924026,9.99252868957491e-12,2.66954278439992,2.71614386303063,2016-05-09
20,26,"Kevin Na","7452",-1.30662099868364,0.508232454732261,2.83795914897596,21,-1,-1.29534807887445,-0.0112729198091852,84.2866681854155,89.4889892475149,322,-0.644575131643318,0.403936019479304,3.1625,1,"USA",97,"PGA Tour","PGA Tour",-1.50132602391424,0.443426841550024,1.1947818111153e-11,2.8494940857874,2.7920802107413,2016-05-09
21,27,"Bill Haas","7900",-1.29098678214712,0.50531669439639,2.6026609636867,19,2,-1.31272690588474,0.0217401237376158,83.3138753526022,88.3944065838969,370,-0.709093437989719,0.379416087561784,3.1253,1,"USA",92,"PGA Tour","PGA Tour",-1.48327128934906,0.443773662993755,1.64091023575613e-11,2.28139822440075,2.55313515706922,2016-05-09
22,21,"Charl Schwartzel","7398",-1.27059703659201,0.498591885499818,2.75922906419992,23,-1,-1.26626095008588,-0.00433608650613015,85.4724827044475,90.4683917579547,400,-0.298519168302954,0.350032900923187,3.7076,1,"RSA",90,"PGA Tour","PGA Tour",-1.47305039734426,0.443319745042119,1.83355847800746e-11,2.66511186283125,2.71380750246574,2016-05-09
23,19,"J.B. Holmes","7959",-1.26964411650049,0.522627355394424,2.82713310809594,22,1,-1.28428118265659,0.0146370661560975,75.5750109847544,80.6840387152488,278,-0.698790906002946,0.425809459907048,3.8255,1,"USA",83,"PGA Tour","PGA Tour",-1.48088710586239,0.446737338153093,2.31175549181793e-11,2.82163154251624,2.77840642424496,2016-05-09
24,20,"Brooks Koepka","16243",-1.26468302598325,0.505797671678823,2.76341030480223,24,0,-1.2592365440353,-0.00544648194794517,82.1906132862796,87.228906583603,343,-0.49364084457733,0.374323352951605,3.7924,1,"USA",100,"PGA Tour","PGA Tour",-1.46695914069588,0.444236892705326,2.21476661857869e-11,2.67017170522778,2.71672693291236,2016-05-09
25,16,"Brandt Snedeker","8820",-1.23185570371729,0.5068786571342,2.8712485895899,25,0,-1.22151789192507,-0.0103378117922155,82.3837959782769,87.4620654570906,353,-0.575331685059021,0.383150463042474,4.1064,1,"USA",90,"PGA Tour","PGA Tour",-1.42845994149627,0.444001307954625,3.8966370193518e-11,2.93245612232103,2.82615330266491,2016-05-09
26,28,"Jimmy Walker","7293",-1.18526767667117,0.50376016028892,2.95635291493924,26,0,-1.17610946635698,-0.00915821031418673,84.4328433529315,89.5231884504217,384,-0.662778950455211,0.376712434246124,3.1062,1,"USA",92,"PGA Tour","PGA Tour",-1.37066728812612,0.443501640792638,8.86785851465064e-11,3.13528614889428,2.91311658856549,2016-05-09
