"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Total_Weight","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,1,"Jason Day","9771",-2.60638663482551,0.607077618803251,2.77399189327145,1,0,-2.62331249615867,0.016925861333164,75.0385417695959,80.1958905521522,290,-0.799568051493114,0.441732673229499,14.1754,1,"AUS",73,"PGA Tour","PGA Tour",-2.90646903471314,0.551852961950621,1.33777352069859e-15,2.6404637585676,2.70674856399406,2016-09-13
2,3,"Rory McIlroy","10091",-2.37628911951461,0.609337015370667,2.82756188518022,2,0,-2.47940048546956,0.103111365954951,81.146624587716,86.3503568317611,328,-0.647103014530477,0.419914507276512,10.3209,1,"NIR",90,"PGA Tour","PGA Tour",-2.64701973984385,0.564233982884642,1.89657116134978e-13,2.77689268001738,2.76112560674503,2016-09-13
3,2,"Dustin Johnson","12422",-2.3555198314063,0.611216132023106,2.92099656432177,5,-2,-2.21698579943211,-0.138534031974191,85.611180872483,91.1004539392042,308,-0.765771686838217,0.464722725804739,11.8663,1,"USA",92,"PGA Tour","PGA Tour",-2.61103808241241,0.562701738618752,2.6323985071836e-13,2.99916725663463,2.85633257320192,2016-09-13
4,5,"Henrik Stenson","5994",-2.31496235427034,0.600900431817827,2.84819908720546,3,1,-2.34279548584996,0.0278331315796247,85.1562676972369,90.2812271070382,385,-0.539709058426529,0.381641763722801,9.0254,1,"SWE",88,"European Tour","European Tour",-2.57222661987725,0.563080844111786,4.54922518090049e-13,2.83012695214808,2.78408992516391,2016-09-13
5,4,"Jordan Spieth","14636",-2.2963589766905,0.596375018107104,2.76859048749835,4,1,-2.29635229389136,-6.68279914028957e-06,95.480958538745,100.929045783265,380,-0.68298312512907,0.40805774770873,9.9953,1,"USA",96,"PGA Tour","PGA Tour",-2.52482638442342,0.560026623552295,6.34003070318716e-13,2.64770520223814,2.70359577696891,2016-09-13
6,6,"Adam Scott","6430",-1.94239391920635,0.610580084458015,2.75436321200503,7,-1,-1.91081036502952,-0.031583554176829,81.626514304983,86.8938484002187,316,-0.622537750850217,0.433029417042698,7.408,1,"AUS",88,"PGA Tour","PGA Tour",-2.18601488222291,0.56400224513968,6.08915630019758e-11,2.5954353173831,2.68583481698147,2016-09-13
7,10,"Justin Rose","6093",-1.89562593592283,0.601538802731961,2.84933662033178,6,1,-1.93336907254902,0.037743136626186,88.9208659130321,94.2485689591331,360,-0.731601311150051,0.411085300921059,5.7366,1,"ENG",90,"PGA Tour","PGA Tour",-2.11266137870337,0.561883134257155,1.22942632529813e-10,2.83053062146871,2.78511584045826,2016-09-13
8,17,"Matt Kuchar","6169",-1.79186048550476,0.592730116851047,2.66710466386543,10,-2,-1.76256529318403,-0.0292951923207252,109.234422993644,115.151669768555,409,-0.683670342069818,0.442579675648903,4.6792,1,"USA",112,"PGA Tour","PGA Tour",-1.97113492600299,0.557041972445765,4.44569097757367e-10,2.44291891246717,2.60040733282124,2016-09-13
9,12,"Sergio Garcia","5689",-1.76661250203041,0.606990114210226,2.75653193849159,8,1,-1.85556383294509,0.088951330914683,81.3350798382636,86.475744701608,340,-0.487171605318497,0.403433516413067,5.3622,1,"ESP",83,"PGA Tour","PGA Tour",-2.00400003898033,0.564186721903496,5.0746336653734e-10,2.60244228735212,2.68887175766627,2016-09-13
10,14,"Phil Mickelson","1547",-1.75537056751041,0.612579258756195,2.8336571934063,9,1,-1.78836717793591,0.0329966104254977,80.7685409258088,86.0564442719474,313,-0.679852024430923,0.442722705064326,5.1539,1,"USA",76,"PGA Tour","PGA Tour",-1.98698322170723,0.564113902718294,6.11584056374943e-10,2.79035992468352,2.76665135886056,2016-09-13
11,7,"Bubba Watson","7334",-1.68310715839748,0.605247405230811,2.65660887425365,11,0,-1.6977960072187,0.0146888488212211,88.8323481591224,94.2863151027658,337,-0.687973459793713,0.439922389565416,6.5122,1,"USA",92,"PGA Tour","PGA Tour",-1.89090743463599,0.561791182832924,1.52233456585237e-09,2.37539789981028,2.58674434168215,2016-09-13
12,8,"Patrick Reed","14838",-1.66645099471949,0.590877314449303,2.68640561665847,12,0,-1.66390910310178,-0.0025418916177069,118.354232882731,124.581831453099,408,-0.677567260566764,0.460921169261518,6.2917,1,"USA",126,"PGA Tour","PGA Tour",-1.82846228365174,0.555573588675299,2.00747559863671e-09,2.49490293016412,2.62061808291161,2016-09-13
13,16,"Paul Casey","7108",-1.66494317287718,0.603539972557568,2.75685279413032,15,-2,-1.52774752660899,-0.13719564626819,85.7632581904725,91.0128208242734,364,-0.704941024849356,0.407998173277269,4.8537,1,"ENG",86,"PGA Tour","PGA Tour",-1.87595431358895,0.562634731914836,1.89751815983195e-09,2.60949237413985,2.68997710585599,2016-09-13
14,18,"Hideki Matsuyama","13562",-1.62188368142184,0.602442873679625,2.81995300813699,14,0,-1.64263250669002,0.020748825268182,85.0508670492764,90.2295635995532,351,-0.693002635654984,0.394751190321005,4.4904,1,"JPN",82,"PGA Tour","PGA Tour",-1.83175687425444,0.562859884247789,3.1150073948684e-09,2.76140742596815,2.75484982386581,2016-09-13
15,9,"Rickie Fowler","12965",-1.56709197269857,0.600720819686527,2.81222378110815,13,2,-1.65768648494161,0.0905945122430383,95.4723290076982,101.081888916635,356,-0.736640877431156,0.441920696994076,6.0611,1,"USA",97,"PGA Tour","PGA Tour",-1.75315034868162,0.560114775244829,6.0953669891184e-09,2.74407976668201,2.74731452364402,2016-09-13
16,24,"Jim Furyk","2881",-1.49793887500309,0.624408826895374,2.81921852563982,16,0,-1.51623754940092,0.0182986743978348,70.9577497418769,76.0490301635172,290,-0.728643955495105,0.448514905680915,3.8522,1,"USA",52,"PGA Tour","PGA Tour",-1.73765422896058,0.567739496542427,1.13814143799762e-08,2.74790634798431,2.74920110435848,2016-09-13
17,22,"Brooks Koepka","16243",-1.4676837845743,0.600965357640757,2.77779459333923,17,0,-1.49468518195278,0.0270013973784815,87.718767909632,92.9767665686469,357,-0.60455762718021,0.400826117582039,4.2308,1,"USA",86,"PGA Tour","PGA Tour",-1.66655972680004,0.561978494884583,1.69304543218981e-08,2.66219850374063,2.71200727169017,2016-09-13
18,25,"Charl Schwartzel","7398",-1.38165773408368,0.595273968031392,2.82612725239499,21,-3,-1.33584944699713,-0.0458082870865542,96.0513087530674,101.479792499418,402,-0.459950906068554,0.401552830749722,3.7875,1,"RSA",97,"PGA Tour","PGA Tour",-1.56586549890832,0.559972525328737,4.225859072667e-08,2.77795824876143,2.76272404516156,2016-09-13
