"Player_Name","Player_ID","Country","WGR_Rank","Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Ali Altuntas(Am)",18051,"TUR","1877","Turkish Airlines Open",6439,2016-11-06,"European Tour",NA,NA,2016-11-02
"Mutlu Guner(Am)",18430,"TUR","1877","Turkish Airlines Open",6439,2016-11-06,"European Tour",NA,NA,2016-11-02
"Leon Acikalin(Am)",21644,"TUR","1877","Turkish Airlines Open",6439,2016-11-06,"European Tour",NA,NA,2016-11-02
"Alexander Knappe",12318,"GER","111","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Jordan L Smith",18586,"ENG","112","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Dylan Frittelli",11955,"RSA","147","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Ryan Fox",11889,"NZL","153","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Sam Walker",7157,"ENG","163","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Romain Langasque",16652,"FRA","179","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Alexander Bjork",14775,"SWE","189","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Bernd Ritthammer",12521,"GER","195","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Clement Sordet",17718,"FRA","212","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Jose-Filipe Lima",7868,"POR","264","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Matthieu Pavon",19960,"FRA","267","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Damien Perrier",12661,"FRA","269","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Pep Angles Ros",19634,"ESP","271","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Thomas Detry",14181,"BEL","293","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Joel Stalter",17722,"FRA","302","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Marcus Armitage",17813,"ENG","307","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Duncan Stewart",12472,"SCO","312","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Espen Kofstad",13349,"NOR","317","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"James Heath",9365,"ENG","333","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Nick Cullen",14247,"AUS","338","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Johan Edfors",6852,"SWE","339","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Aaron Rai",18554,"ENG","346","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Darius Van Driel",13374,"NED","366","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Sebastian Soderberg",18517,"SWE","371","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Adrien Saddier",14792,"FRA","378","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Scott Henry",12468,"SCO","390","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Ben Stow",16401,"ENG","409","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Simon Forsstrom",19806,"SWE","416","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Max Orrin",17903,"ENG","421","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Oscar Stark",18131,"SWE","459","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Daan Huizing",12650,"NED","493","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Jens Dantorp",14018,"SWE","499","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Gary King",17835,"ENG","501","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Garrick Porteous",16400,"ENG","510","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Jurrian Van der Vaart",13489,"NED","513","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Julien Guerrier",10201,"FRA","538","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Steven Tiley",9311,"ENG","544","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Anton Karlsson",20405,"SWE","552","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Lorenzo Gagli",10073,"ITA","594","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Alvaro Velasco",9603,"ESP","600","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Oliver Farr",13318,"WAL","652","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Reinier Saxton",11564,"NED","714","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Sebastian Heisele",16499,"GER","717","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Jordi Garcia Pinto",12990,"ESP","743","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Moritz Lampert",13438,"GER","756","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Ricardo Santos",8816,"POR","845","NBO Golf Classic Grand Final",6440,2016-11-06,"European Challenge Tour",NA,NA,2016-11-02
"Andrew Marshall",7177,"ENG","691","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Craig Hinton",15580,"ENG","773","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Rayhan Thomas(AM)",21234,"IND","790","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Antonio Costa",17305,"CHI","930","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Luke Joy",19314,"ENG","1061","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Zane Scotland",7265,"ENG","1114","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Joe Heraty",19998,"ENG","1139","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Aaron Leitmannstetter",20374,"GER","1139","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Younes El Hassani",7297,"MAR","1147","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Fredrik Lindblom",21609,"SWE","1234","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Ahmed Marjane",15970,"MAR","1343","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Daniel Owen",17121,"ENG","1343","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Scott Campbell",17814,"ENG","1343","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Adam Sagar",21633,"ENG","1343","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Lee Corfield",9390,"ENG","1522","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Per Barth",11314,"SWE","1522","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Max Williams",13741,"ENG","1522","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Sixto Casabona-Navarro",18627,"ESP","1522","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Fredrik From",21621,"SWE","1522","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Jordan  Garnish ",21622,"ENG","1522","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Tiago Lobo(Am)",21626,"BRA","1522","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Faycal Serghini",9304,"MAR","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Paul Doherty",10175,"SCO","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Jonathan Fransson",11248,"SWE","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Jean-Luc Burnier",11347,"SUI","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Othman Al Mulla(Am)",11985,"KSA","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Michael Dreyer",12851,"RSA","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Mehdi Saissi",14718,"MAR","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Stuart Archibald",14842,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Khaled Attieh(Am)",15221,"KSA","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Jake Shepherd",15972,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Mustapha El Maouas",16069,"MAR","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Ryan Laird",17166,"AUS","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Clarke Lutton",17182,"SCO","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Daniel Suchan",17522,"CZE","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Ediz Kemaloglu",18052,"TUR","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Matt Killen",18219,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Adam Ward",18231,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Joshua Seale",18647,"RSA","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Tyler Hogarty",19312,"RSA","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Andi Dill",19348,"RSA","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Anton Guedra",19606,"SWE","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Liam Crawford",19976,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Jesper Alm",20155,"SWE","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Oscar Hertzberg",20191,"SWE","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Edward Barry-Walsh",20268,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Max Helgesson",20399,"SWE","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Borja Cabello",20667,"ESP","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Louis  Campbell ",21616,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Benjamin David(Am)",21618,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Kevin Esteve",21620,"AND","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Jonny McAllister",21627,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Mariano Ochoa",21629,"ESP","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Elliott Oxlade",21630,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Rocco Sanjust",21634,"ITA","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Josh Taylor",21636,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Todd Clements(Am)",22608,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Rafa Culla",22610,"ESP","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Sam Hobday(Am)",22614,"BRN","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
"Edward Holland(Am)",22615,"ENG","1877","Tour Championship",6443,2016-11-06,"MGT Logo 2",NA,NA,2016-11-02
