"Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Open De Saint-Omer",3769,2007-06-17,"European Challenge Tour","European Tour",NA,2016-01-28
"Times Colonist Open",3770,2007-06-17,"PGA Tour Canada",NA,NA,2016-01-28
"Travelers Championship",3771,2007-06-24,"PGA Tour",NA,NA,2016-01-28
"Knoxville Open Presented by Food City",3772,2007-06-24,"Web.com Tour",NA,NA,2016-01-28
"BMW International Open",3773,2007-06-24,"European Tour",NA,NA,2016-01-28
"Credit Suisse Challenge",3774,2007-06-24,"European Challenge Tour",NA,NA,2016-01-28
"Mizuno Open Yomiuri Classic",3775,2007-06-24,"Japan Golf Tour",NA,NA,2016-01-28
"Greater Vancouver Charity Classic",3776,2007-06-24,"PGA Tour Canada",NA,NA,2016-01-28
"Buick Open",3777,2007-07-01,"PGA Tour",NA,NA,2016-01-28
"Peek'n Peak Classic",3778,2007-07-01,"Web.com Tour",NA,NA,2016-01-28
"Open de France ALSTOM",3779,2007-07-01,"European Tour",NA,NA,2016-01-28
"Estoril Challenge de Portugal",3781,2007-07-01,"European Challenge Tour",NA,NA,2016-01-28
"UBS Japan Golf Tour Championship",3782,2007-07-01,"Japan Golf Tour",NA,NA,2016-01-28
"ATB Financial Classic",3783,2007-07-01,"PGA Tour Canada",NA,NA,2016-01-28
"AT&T National",3784,2007-07-08,"PGA Tour",NA,NA,2016-01-28
"Legend Financial Group Classic",3785,2007-07-08,"Web.com Tour",NA,NA,2016-01-28
"Smurfit Kappa European Open",3786,2007-07-08,"European Tour",NA,NA,2016-01-28
"AGF-Allianz Open des Volcans",3787,2007-07-08,"European Challenge Tour",NA,NA,2016-01-28
"Woodone Open Hiroshima",3788,2007-07-08,"Japan Golf Tour",NA,NA,2016-01-28
"TELUS Edmonton Open",3789,2007-07-08,"PGA Tour Canada",NA,NA,2016-01-28
"John Deere Classic",3790,2007-07-15,"PGA Tour",NA,NA,2016-01-28
"The Barclays Scottish Open",3791,2007-07-15,"European Tour",NA,NA,2016-01-28
"Nationwide Children's Hospital Invitational",3792,2007-07-15,"Web.com Tour",NA,NA,2016-01-28
"Nagashima Shigeo Invitational Sega Sammy Cup ",3793,2007-07-15,"Japan Golf Tour",NA,NA,2016-01-28
"Free Press Manitoba Classic",3794,2007-07-15,"PGA Tour Canada",NA,NA,2016-01-28
"136th OPEN CHAMPIONSHIP",3795,2007-07-22,"Major Championship",NA,NA,2016-01-28
"U.S. Bank Championship in Milwaukee",3796,2007-07-22,"PGA Tour",NA,NA,2016-01-28
"Price Cutter Charity Championship",3797,2007-07-22,"Web.com Tour",NA,NA,2016-01-28
"MAN NO Open",3798,2007-07-22,"European Challenge Tour",NA,NA,2016-01-28
"Canadian Open presented by Franklin Templeton Investments",3799,2007-07-29,"PGA Tour",NA,NA,2016-01-28
"Cox Classic Presented by Chevrolet",3800,2007-07-29,"Web.com Tour",NA,NA,2016-01-28
"The Deutsche Bank Players' Championship of Europe",3801,2007-07-29,"European Tour",NA,NA,2016-01-28
"FIRSTPLUS Wales Challenge",3802,2007-07-29,"European Challenge Tour",NA,NA,2016-01-28
"WGC-Bridgestone Invitational",3803,2007-08-05,"WGC",NA,NA,2016-01-28
"Reno-Tahoe Open",3804,2007-08-05,"PGA Tour",NA,NA,2016-01-28
"Preferred Health Systems Wichita Open",3805,2007-08-05,"Web.com Tour",NA,NA,2016-01-28
"The Russian Open Golf Championship",3806,2007-08-05,"European Tour",NA,NA,2016-01-28
"Challenge of Ireland presented by Glasson",3807,2007-08-05,"European Challenge Tour",NA,NA,2016-01-28
"Sun Chlorella Classic",3808,2007-08-05,"Japan Golf Tour",NA,NA,2016-01-28
"89th PGA CHAMPIONSHIP",3809,2007-08-12,"Major Championship",NA,NA,2016-01-28
"Northeast Pennsylvania Classic",3810,2007-08-12,"Web.com Tour",NA,NA,2016-01-28
"Scottish Challenge",3811,2007-08-12,"European Challenge Tour",NA,NA,2016-01-28
"Wyndham Championship",3812,2007-08-19,"PGA Tour",NA,NA,2016-01-28
"Xerox Classic",3813,2007-08-19,"Web.com Tour",NA,NA,2016-01-28
"Scandinavian Masters",3814,2007-08-19,"European Tour",NA,NA,2016-01-28
"Rolex Trophy",3815,2007-08-19,"European Challenge Tour",NA,NA,2016-01-28
"Lexus Open",3816,2007-08-19,"European Challenge Tour",NA,NA,2016-01-28
"Desjardins Montreal Open",3817,2007-08-19,"PGA Tour Canada",NA,NA,2016-01-28
"The Barclays",3818,2007-08-26,"PGA Tour",NA,NA,2016-01-28
"National Mining Association Pete Dye",3819,2007-08-26,"Web.com Tour",NA,NA,2016-01-28
"The KLM Open",3820,2007-08-26,"European Tour",NA,NA,2016-01-28
"POSTBANK Challenge",3821,2007-08-26,"European Challenge Tour",NA,NA,2016-01-28
"KBC Augusta",3822,2007-08-26,"Japan Golf Tour",NA,NA,2016-01-28
"Iskandar Johor Open",3823,2007-08-26,"Asian Tour",NA,NA,2016-01-28
"Jane Rogers Championship of Mississauga",3824,2007-08-26,"PGA Tour Canada",NA,NA,2016-01-28
"Johnnie Walker Championship at Gleneagles",3825,2007-09-02,"European Tour",NA,NA,2016-01-28
"Omega European Masters",3826,2007-09-09,"European Tour",NA,NA,2016-01-28
"Mercedes-Benz Championship",3827,2007-09-16,"European Tour",NA,NA,2016-01-28
"The Quinn Direct British Masters",3828,2007-09-23,"European Tour",NA,NA,2016-01-28
"Alfred Dunhill Links Championship",3829,2007-10-07,"European Tour",NA,NA,2016-01-28
"HSBC World Match Play Championship",3831,2007-10-14,"European Tour",NA,NA,2016-01-28
"Open de Madrid",3832,2007-10-14,"European Tour",NA,NA,2016-01-28
"Portugal Masters",3833,2007-10-21,"European Tour",NA,NA,2016-01-28
"Mallorca Classic",3834,2007-10-28,"European Tour",NA,NA,2016-01-28
"Volvo Masters",3835,2007-11-04,"European Tour",NA,NA,2016-01-28
"Deutsche Bank Championship",3836,2007-09-02,"PGA Tour",NA,NA,2016-01-28
"BMW Championship",3837,2007-09-09,"PGA Tour",NA,NA,2016-01-28
"THE TOUR Championship presented by Coca-Cola",3838,2007-09-16,"PGA Tour",NA,NA,2016-01-28
"Turning Stone Resort Championship",3839,2007-09-23,"PGA Tour",NA,NA,2016-01-28
"Viking Classic",3840,2007-09-30,"PGA Tour",NA,NA,2016-01-28
"Valero Texas Open",3841,2007-10-07,"PGA Tour",NA,NA,2016-01-28
"Frys.com Open",3843,2007-10-14,"PGA Tour",NA,NA,2016-01-28
"Fry's Electronics Open",3844,2007-10-21,"PGA Tour",NA,NA,2016-01-28
"Ginn sur Mer Classic at Tesoro",3845,2007-10-28,"PGA Tour",NA,NA,2016-01-28
"Children's Miracle Network Classic presented by Wal-Mart",3846,2007-11-04,"PGA Tour",NA,NA,2016-01-28
"Utah EnergySolutions Championship",3847,2007-09-09,"Web.com Tour",NA,NA,2016-01-28
"Oregon Classic Pres'd by Kendall Automotive Group",3848,2007-09-16,"Web.com Tour",NA,NA,2016-01-28
"Albertsons Boise Open Pres'd by First Health",3849,2007-09-23,"Web.com Tour",NA,NA,2016-01-28
"Mark Christopher Charity Classic Pres'd by County of San Bernardino",3850,2007-10-07,"Web.com Tour",NA,NA,2016-01-28
"WNB Golf Classic",3851,2007-10-14,"Web.com Tour",NA,NA,2016-01-28
"Chattanooga Classic",3852,2007-10-21,"Web.com Tour",NA,NA,2016-01-28
"Miccosukee Championship",3853,2007-10-28,"Web.com Tour",NA,NA,2016-01-28
"Nationwide Tour Championship at Barona Creek",3854,2007-11-04,"Web.com Tour",NA,NA,2016-01-28
"ECCO Tour Championship",3855,2007-09-02,"European Challenge Tour",NA,NA,2016-01-28
"Telia Challenge Waxholm",3856,2007-09-09,"European Challenge Tour",NA,NA,2016-01-28
"OKI Mahou Challenge de España",3857,2007-09-16,"European Challenge Tour",NA,NA,2016-01-28
"Kazakhstan Open",3858,2007-09-23,"European Challenge Tour",NA,NA,2016-01-28
"The Dutch Futures",3859,2007-09-30,"European Challenge Tour",NA,NA,2016-01-28
"Open AGF-Allianz Côtes d’Armor Bretagne",3860,2007-10-07,"European Challenge Tour",NA,NA,2016-01-28
"doc Salbe PGA European Challenge",3861,2007-10-14,"European Challenge Tour",NA,NA,2016-01-28
"Toscana Open Italian Federation Cup",3862,2007-10-21,"European Challenge Tour",NA,NA,2016-01-28
"Apulia San Domenico Grand Final",3863,2007-10-28,"European Challenge Tour",NA,NA,2016-01-28
"Fujisankei Classic",3864,2007-09-02,"Japan Golf Tour",NA,NA,2016-01-28
"Suntory Open",3865,2007-09-09,"Japan Golf Tour",NA,NA,2016-01-28
"ANA Open",3866,2007-09-16,"Japan Golf Tour",NA,NA,2016-01-28
"Coca-Cola Tokai Classic",3867,2007-09-30,"Japan Golf Tour",NA,NA,2016-01-28
"Japan Open Golf Championship",3868,2007-10-14,"Japan Golf Tour",NA,NA,2016-01-28
"Bridgestone Open",3869,2007-10-21,"Japan Golf Tour",NA,NA,2016-01-28
"ABC Championship",3870,2007-10-28,"Japan Golf Tour",NA,NA,2016-01-28
"Mitsui Sumitomo VISA Taiheiyo Masters",3871,2007-11-11,"Japan Golf Tour",NA,NA,2016-01-28
"Dunlop Phoenix",3872,2007-11-18,"Japan Golf Tour",NA,NA,2016-01-28
"Casio World Open",3873,2007-11-25,"Japan Golf Tour",NA,NA,2016-01-28
"Golf Nippon Series JT Cup",3874,2007-12-02,"Japan Golf Tour",NA,NA,2016-01-28
"Mastercard Masters",3875,2007-11-25,"PGA Tour Australasia","European Tour",NA,2016-01-28
"Michael Hill New Zealand Open",3876,2007-12-02,"PGA Tour Australasia","European Tour",NA,2016-01-28
"Cadbury Schweppes Australian PGA Championship",3877,2007-12-09,"PGA Tour Australasia",NA,NA,2016-01-28
"MFS Australian Open Championship",3878,2007-12-16,"PGA Tour Australasia",NA,NA,2016-01-28
"Nedbank Golf Challenge",3879,2007-12-02,"Sunshine Tour",NA,NA,2016-01-28
"Alfred Dunhill Championship",3880,2007-12-09,"Sunshine Tour",NA,NA,2016-01-28
"South African Airways Open",3881,2007-12-16,"Sunshine Tour","European Tour",NA,2016-01-28
"Brunei Open",3882,2007-09-02,"Asian Tour",NA,NA,2016-01-28
"Midea China Classic",3883,2007-09-16,"Asian Tour",NA,NA,2016-01-28
"Mercuries Taiwan Masters",3884,2007-09-23,"Asian Tour",NA,NA,2016-01-28
"Kolon-Hana Bank Korea Open",3886,2007-10-07,"Asian Tour",NA,NA,2016-01-28
"Hero Honda Indian Open",3887,2007-10-14,"Asian Tour",NA,NA,2016-01-28
"Pertamina Indonesia President Invitational",3888,2007-10-28,"Asian Tour",NA,NA,2016-01-28
"Barclays Singapore Open",3889,2007-11-04,"Asian Tour","European Tour",NA,2016-01-28
"HSBC Champions",3890,2007-11-11,"Sunshine Tour","PGA Tour Australasia","Asian Tour",2016-01-28
"UBS Hong Kong Open",3891,2007-11-18,"Asian Tour","European Tour",NA,2016-01-28
"Johnnie Walker Cambodian Open",3892,2007-12-02,"Asian Tour",NA,NA,2016-01-28
"Volvo Masters of Asia",3893,2007-12-09,"Asian Tour",NA,NA,2016-01-28
"Canadian Tour Championship",3894,2007-09-02,"PGA Tour Canada",NA,NA,2016-01-28
"Abu Dhabi Championship",3895,2008-01-20,"European Tour",NA,NA,2016-01-28
"Commercial Bank Qatar Masters",3896,2008-01-27,"European Tour",NA,NA,2016-01-28
"Dubai Desert Classic",3897,2008-02-03,"European Tour",NA,NA,2016-01-28
"Emaar-MGF Indian Masters",3898,2008-02-10,"Asian Tour","European Tour",NA,2016-01-28
"Ballantines Championship",3904,2008-03-16,"Asian Tour","European Tour",NA,2016-01-28
"Madeira Island Open BPI",3906,2008-03-23,"European Tour",NA,NA,2016-01-28
"Open de Andalucia",3907,2008-03-30,"European Tour",NA,NA,2016-01-28
"Estoril Open de Portugal",3908,2008-04-06,"European Tour",NA,NA,2016-01-28
"MASTERS TOURNAMENT",3909,2008-04-13,"Major Championship",NA,NA,2016-01-28
"Open de Espana",3912,2008-05-04,"European Tour",NA,NA,2016-01-28
"Italian Open",3913,2008-05-11,"European Tour",NA,NA,2016-01-28
"Irish Open",3914,2008-05-18,"European Tour",NA,NA,2016-01-28
"BMW PGA Championship",3915,2008-05-25,"European Tour",NA,NA,2016-01-28
"The Celtic Manor Wales Open",3916,2008-06-01,"European Tour",NA,NA,2016-01-28
"BA-CA Golf Open presented by Telekom Austria",3917,2008-06-08,"European Tour",NA,NA,2016-01-28
"Open de Saint Omer",3919,2008-06-15,"European Challenge Tour","European Tour",NA,2016-01-28
"BMW International Open",3920,2008-06-22,"European Tour",NA,NA,2016-01-28
"Open de France ALSTOM",3921,2008-06-29,"European Tour",NA,NA,2016-01-28
"European Open",3922,2008-07-06,"European Tour",NA,NA,2016-01-28
"The Barclays Scottish Open",3923,2008-07-13,"European Tour",NA,NA,2016-01-28
"137th OPEN CHAMPIONSHIP",3924,2008-07-20,"Major Championship",NA,NA,2016-01-28
"SAS Masters",3928,2008-08-17,"European Tour",NA,NA,2016-01-28
"The KLM Open",3929,2008-08-24,"European Tour",NA,NA,2016-01-28
"Johnnie Walker Championship at Gleneagles",3930,2008-08-31,"European Tour",NA,NA,2016-01-28
"Omega European Masters",3931,2008-09-07,"European Tour",NA,NA,2016-01-28
"Mercedes-Benz Championship",3932,2008-09-14,"European Tour",NA,NA,2016-01-28
"The Quinn Direct British Masters",3933,2008-09-28,"European Tour",NA,NA,2016-01-28
"Alfred Dunhill Links Championship",3934,2008-10-05,"European Tour",NA,NA,2016-01-28
"Madrid Masters",3935,2008-10-12,"European Tour",NA,NA,2016-01-28
"Portugal Masters",3936,2008-10-19,"European Tour",NA,NA,2016-01-28
"CASTELLÓ MASTERS Costa Azahar",3937,2008-10-26,"European Tour",NA,NA,2016-01-28
"Volvo Masters",3938,2008-11-02,"European Tour",NA,NA,2016-01-28
"Mercedes-Benz Championship",3951,2008-01-06,"PGA Tour",NA,NA,2016-01-28
"Sony Open in Hawaii",3952,2008-01-13,"PGA Tour",NA,NA,2016-01-28
"Bob Hope Chrysler Classic",3953,2008-01-20,"PGA Tour",NA,NA,2016-01-28
"Buick Invitational",3954,2008-01-27,"PGA Tour",NA,NA,2016-01-28
"FBR Open",3955,2008-02-03,"PGA Tour",NA,NA,2016-01-28
"AT&T Pebble Beach National Pro-Am",3956,2008-02-10,"PGA Tour",NA,NA,2016-01-28
"Northern Trust Open",3957,2008-02-17,"PGA Tour",NA,NA,2016-01-28
"WGC - Accenture Matchplay Championship",3958,2008-02-24,"WGC",NA,NA,2016-01-28
"Mayakoba Golf Classic",3960,2008-02-24,"PGA Tour",NA,NA,2016-01-28
"The Honda Classic",3961,2008-03-02,"PGA Tour",NA,NA,2016-01-28
"PODS Championship",3962,2008-03-09,"PGA Tour",NA,NA,2016-01-28
"Arnold Palmer Invitational",3963,2008-03-16,"PGA Tour",NA,NA,2016-01-28
"WGC - CA Championship",3964,2008-03-23,"WGC",NA,NA,2016-01-28
"Puerto Rico Open",3965,2008-03-23,"PGA Tour",NA,NA,2016-01-28
"Zurich Classic of New Orleans",3966,2008-03-30,"PGA Tour",NA,NA,2016-01-28
"Shell Houston Open",3967,2008-04-06,"PGA Tour",NA,NA,2016-01-28
"Verizon Heritage",3969,2008-04-20,"PGA Tour",NA,NA,2016-01-28
"EDS Byron Nelson Championship",3970,2008-04-27,"PGA Tour",NA,NA,2016-01-28
"Wachovia Championship",3971,2008-05-04,"PGA Tour",NA,NA,2016-01-28
"The PLAYERS Championship",3972,2008-05-11,"PGA Tour",NA,NA,2016-01-28
"AT&T Classic",3973,2008-05-18,"PGA Tour",NA,NA,2016-01-28
"Crowne Plaza Invitational",3974,2008-05-25,"PGA Tour",NA,NA,2016-01-28
"The Memorial Tournament",3975,2008-06-01,"PGA Tour",NA,NA,2016-01-28
"Stanford St. Jude Championship",3976,2008-06-08,"PGA Tour",NA,NA,2016-01-28
"US OPEN",3977,2008-06-15,"Major Championship",NA,NA,2016-01-28
"Travelers Championship",3978,2008-06-22,"PGA Tour",NA,NA,2016-01-28
"Buick Open",3979,2008-06-29,"PGA Tour",NA,NA,2016-01-28
"AT&T National",3980,2008-07-06,"PGA Tour",NA,NA,2016-01-28
"John Deere Classic",3981,2008-07-13,"PGA Tour",NA,NA,2016-01-28
"US Bank Championship",3982,2008-07-20,"PGA Tour",NA,NA,2016-01-28
"RBC Canadian Open",3983,2008-07-27,"PGA Tour",NA,NA,2016-01-28
"WGC - Bridgestone Invitational",3984,2008-08-03,"WGC",NA,NA,2016-01-28
"Legends Reno-Tahoe Open",3985,2008-08-03,"PGA Tour",NA,NA,2016-01-28
"90th PGA CHAMPIONSHIP",3986,2008-08-10,"Major Championship",NA,NA,2016-01-28
"Wyndham Championship",3987,2008-08-17,"PGA Tour",NA,NA,2016-01-28
"The Barclays",3988,2008-08-24,"PGA Tour",NA,NA,2016-01-28
"Deutsche Bank Championship",3989,2008-08-31,"PGA Tour",NA,NA,2016-01-28
"BMW Championship",3990,2008-09-07,"PGA Tour",NA,NA,2016-01-28
"Viking Classic",3991,2008-09-21,"PGA Tour",NA,NA,2016-01-28
"THE TOUR Championship",3992,2008-09-28,"PGA Tour",NA,NA,2016-01-28
"Turning Stone Resort Championship",3993,2008-10-05,"PGA Tour",NA,NA,2016-01-28
"Valero Texas Open",3994,2008-10-12,"PGA Tour",NA,NA,2016-01-28
"Justin Timberlake Shriners Hospitals for Children Open",3995,2008-10-19,"PGA Tour",NA,NA,2016-01-28
"Frys.com Open",3996,2008-10-26,"PGA Tour",NA,NA,2016-01-28
"Ginn sur Mer Classic",3997,2008-11-02,"PGA Tour",NA,NA,2016-01-28
"Children's Miracle Network Classic",3998,2008-11-09,"PGA Tour",NA,NA,2016-01-28
"Sail Open Presented by Jaypee Greens",4002,2008-02-24,"Asian Tour",NA,NA,2016-01-28
"Johnnie Walker Classic",4003,2008-03-02,"PGA Tour Australasia","Asian Tour","European Tour",2016-01-28
"Maybank Malaysian Open",4004,2008-03-09,"Asian Tour","European Tour",NA,2016-01-28
"Philippine Open",4005,2008-04-06,"Asian Tour",NA,NA,2016-01-28
"Volvo China Open",4006,2008-04-20,"Asian Tour","European Tour",NA,2016-01-28
"BMW Asian Open",4007,2008-04-27,"Asian Tour","European Tour",NA,2016-01-28
"GS Caltex Maekyung Open",4008,2008-05-04,"Asian Tour",NA,NA,2016-01-28
"Pine Valley Beijing Open",4009,2008-05-11,"Asian Tour","Japan Golf Tour",NA,2016-01-28
"Bangkok Airways Open",4011,2008-06-08,"Asian Tour",NA,NA,2016-01-28
"Brunei Open",4012,2008-08-24,"Asian Tour",NA,NA,2016-01-28
"Pertamina Indonesia President Invitational",4013,2008-08-31,"Asian Tour",NA,NA,2016-01-28
"Mercuries Taiwan Masters",4014,2008-09-21,"Asian Tour",NA,NA,2016-01-28
"Hero Honda Indian Open",4017,2008-10-12,"Asian Tour",NA,NA,2016-01-28
"Midea China Classic",4018,2008-10-19,"Asian Tour",NA,NA,2016-01-28
"Macau Open",4019,2008-10-26,"Asian Tour",NA,NA,2016-01-28
"Iskandar Johor Open",4020,2008-11-02,"Asian Tour",NA,NA,2016-01-28
"Johnnie Walker Cambodian Open",4024,2008-12-14,"Asian Tour",NA,NA,2016-01-28
"Volvo Masters of Asia",4025,2008-12-21,"Asian Tour",NA,NA,2016-01-28
"Hana Bank Vietnam Masters",4026,2007-11-25,"Asian Tour",NA,NA,2016-01-28
"Abierto del Litoral Personal",4027,2007-12-02,"European Challenge Tour",NA,NA,2016-01-28
"102nd Abierto Visa de la Republica",4028,2007-12-09,"European Challenge Tour",NA,NA,2016-01-28
"Joburg Open",4029,2008-01-13,"Sunshine Tour","European Tour",NA,2016-01-28
"Movistar Panama Championship",4030,2008-01-27,"Web.com Tour",NA,NA,2016-01-28
"Dimension Data Pro-Am ",4031,2008-01-27,"Sunshine Tour",NA,NA,2016-01-28
"Mexico Open",4032,2008-02-03,"Web.com Tour",NA,NA,2016-01-28
"Nashua Masters",4033,2008-02-03,"Sunshine Tour",NA,NA,2016-01-28
"Africa Open Golf Challenge",4034,2008-02-10,"Sunshine Tour",NA,NA,2016-01-28
"Enjoy Jakarta Astro Indonesia Open",4035,2008-02-17,"Asian Tour","European Tour",NA,2016-01-28
"HSBC NZ PGA Championship",4036,2008-02-17,"PGA Tour Australasia","Web.com Tour",NA,2016-01-28
"Vodacom Championship",4037,2008-02-17,"Sunshine Tour",NA,NA,2016-01-28
"The Moonah Classic",4038,2008-02-24,"PGA Tour Australasia","Web.com Tour",NA,2016-01-28
"Telkom PGA Championship",4039,2008-02-24,"Sunshine Tour",NA,NA,2016-01-28
"Tusker Kenya Open",4040,2008-03-09,"European Challenge Tour",NA,NA,2016-01-28
"Asian Tour International",4041,2008-03-23,"Asian Tour",NA,NA,2016-01-28
"Chitimacha Louisiana Open",4042,2008-03-30,"Web.com Tour",NA,NA,2016-01-28
"Abierto del Centro",4043,2008-03-30,"European Challenge Tour",NA,NA,2016-01-28
"103 Abierto VISA de la Republica",4044,2008-04-06,"European Challenge Tour",NA,NA,2016-01-28
"ll Club Colombia Masters",4045,2008-04-13,"European Challenge Tour",NA,NA,2016-01-28
"Athens Regional Foundation Classic",4046,2008-04-20,"Web.com Tour",NA,NA,2016-01-28
"Token Homemate Cup",4047,2008-04-20,"Japan Golf Tour",NA,NA,2016-01-28
"Livermore Valley Wine Country Championship",4048,2008-04-06,"Web.com Tour",NA,NA,2016-01-28
"Henrico County Open",4049,2008-04-27,"Web.com Tour",NA,NA,2016-01-28
"AGF-Allianz Open Côtes d'Armour Bretagne",4050,2008-04-27,"European Challenge Tour",NA,NA,2016-01-28
"Tsuruya Open",4051,2008-04-27,"Japan Golf Tour",NA,NA,2016-01-28
"Corona Mazatlan Mexican PGA Championship",4052,2008-04-27,"PGA Tour Canada",NA,NA,2016-01-28
"South Georgia Classic",4055,2008-05-04,"Web.com Tour",NA,NA,2016-01-28
"Banque Populaire Moroccan Classic",4056,2008-05-04,"European Challenge Tour",NA,NA,2016-01-28
"The Crowns",4057,2008-05-04,"Japan Golf Tour",NA,NA,2016-01-28
"Fort Smith Classic",4059,2008-05-11,"Web.com Tour",NA,NA,2016-01-28
"BMW Charity Pro-Am",4060,2008-05-18,"Web.com Tour",NA,NA,2016-01-28
"Japan PGA Championship",4061,2008-05-18,"Japan Golf Tour",NA,NA,2016-01-28
"Melwood Prince George's County Open",4062,2008-05-25,"Web.com Tour",NA,NA,2016-01-28
"DHL Wroclaw Open",4063,2008-05-25,"European Challenge Tour",NA,NA,2016-01-28
"Munsingwear Open KSB Cup",4064,2008-05-25,"Japan Golf Tour",NA,NA,2016-01-28
"Bank of America Open",4065,2008-06-01,"Web.com Tour",NA,NA,2016-01-28
"Oceânico Group Pro-Am Challenge",4066,2008-06-01,"European Challenge Tour",NA,NA,2016-01-28
"Mitsubishi Diamond Cup Golf",4067,2008-06-01,"Japan Golf Tour",NA,NA,2016-01-28
"The Rex Hospital Open",4068,2008-06-08,"Web.com Tour",NA,NA,2016-01-28
"Challenge de España",4069,2008-06-08,"European Challenge Tour",NA,NA,2016-01-28
"Times Colonist Open",4070,2008-06-15,"PGA Tour Canada",NA,NA,2016-01-28
"Knoxville Open",4071,2008-06-22,"Web.com Tour",NA,NA,2016-01-28
"Telenet Trophy",4072,2008-06-22,"European Challenge Tour",NA,NA,2016-01-28
"SK Golf Challenge",4073,2008-06-15,"European Challenge Tour",NA,NA,2016-01-28
"Gate Way To The Open Mizuno Open Yomiuri Classic ",4074,2008-06-22,"Japan Golf Tour",NA,NA,2016-01-28
"Greater Vancouver Charity Classic",4075,2008-06-22,"PGA Tour Canada",NA,NA,2016-01-28
"Ford Wayne Gretzky Classic",4076,2008-06-29,"Web.com Tour",NA,NA,2016-01-28
"Scottish Challenge",4077,2008-06-29,"European Challenge Tour",NA,NA,2016-01-28
"ATB Financial Classic",4078,2008-06-29,"PGA Tour Canada",NA,NA,2016-01-28
"AGF-Allianz EurOpen de Lyon",4079,2008-07-06,"European Challenge Tour",NA,NA,2016-01-28
"Saskatchewan Open",4080,2008-07-06,"PGA Tour Canada",NA,NA,2016-01-28
"Nationwide Tour Players Cup",4081,2008-07-13,"Web.com Tour",NA,NA,2016-01-28
"Credit Suisse Challenge",4082,2008-07-13,"European Challenge Tour",NA,NA,2016-01-28
"TELUS Edmonton Open",4083,2008-07-13,"PGA Tour Canada",NA,NA,2016-01-28
"Price Cutter Charity Championship",4084,2008-07-20,"Web.com Tour",NA,NA,2016-01-28
"MAN NÖ Open",4085,2008-07-20,"European Challenge Tour",NA,NA,2016-01-28
"Canadian Tour Players Cup",4086,2008-07-20,"PGA Tour Canada",NA,NA,2016-01-28
"Nationwide Children's Hospital Invitational",4087,2008-07-27,"Web.com Tour",NA,NA,2016-01-28
"SWALEC Wales Challenge",4088,2008-07-27,"European Challenge Tour",NA,NA,2016-01-28
"Nagashima Shigeo INVITATIONAL SEGA SAMMY Cup",4089,2008-07-27,"Japan Golf Tour",NA,NA,2016-01-28
"UBS Japan Golf Tour Championship Shishido Hills",4090,2008-07-06,"Japan Golf Tour",NA,NA,2016-01-28
