"Rank","Player","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev"
1,"Tiger Woods","5321",-2.54151053465985,0.589790776350477,2.79356732992427,61.9821787957278,244,-0.888868246889964,0.419797698621178,1,"USA",76,"PGA Tour","PGA Tour",-2.88463554938373,0.514633598448538,2.81977592392533e-27,2.69459998292954,2.73059796875192
2,"Luke Donald","4163",-2.14342482736052,0.55802462672733,2.72887593520955,79.2182886704417,360,-0.69071996777477,0.372486873737333,1,"ENG",84,"PGA Tour","PGA Tour",-2.39922246625682,0.507371273168084,1.29092892838393e-23,2.55683610979269,2.6712117822688
3,"Justin Rose","6093",-2.1288125842637,0.555624039827048,2.68736601100411,85.887270498702,369,-0.647674937022021,0.401249186127545,1,"ENG",90,"PGA Tour","PGA Tour",-2.36991533381458,0.505303367988503,1.5330240419763e-23,2.46768677715805,2.62929990747849
4,"Adam Scott","6430",-2.08323183348797,0.570943593347298,2.81270205951565,70.7507737942231,313,-0.648142076997882,0.390623330719109,1,"AUS",80,"PGA Tour","PGA Tour",-2.36560470384997,0.510450146356902,4.59355873423317e-23,2.76088314846868,2.75414529188627
5,"Steve Stricker","4818",-2.07247650957787,0.588017890951005,2.74114443704515,56.4764395107749,282,-0.967352177604662,0.338567464597645,1,"USA",63,"PGA Tour","PGA Tour",-2.39784266931176,0.517917680245807,1.0217915273348e-22,2.52936262800975,2.6773322141014
6,"Rory McIlroy","10091",-1.98996131061477,0.562762321569445,2.89462301731633,77.5746466028522,342,-0.575492098317183,0.392393617565055,1,"NIR",84,"PGA Tour","European Tour",-2.24734808571991,0.507967529999805,2.85169817962295e-22,2.97190795399565,2.83939095261629
7,"Charl Schwartzel","7398",-1.97959274456349,0.551314657421745,2.8421090938126,89.996198138996,391,-0.397138974716433,0.395303526684058,1,"RSA",101,"PGA Tour","European Tour",-2.2123709194117,0.50424411890972,2.78801918750532e-22,2.8368403888926,2.78812414530706
8,"Matt Kuchar","6169",-1.96912646217621,0.552796198411534,2.63927164276865,90.0903431630336,371,-0.789780343302097,0.407442682395128,1,"USA",93,"PGA Tour","PGA Tour",-2.18531915909987,0.504027057634661,4.52476933110381e-22,2.36465914317859,2.58073074289909
9,"Phil Mickelson","1547",-1.95505411398697,0.558572414094543,2.83847048753446,80.8169828565915,343,-0.730129536223573,0.389012271529713,1,"USA",88,"PGA Tour","PGA Tour",-2.19396352964652,0.506630428889138,6.21464717348486e-22,2.82988071205176,2.78296812177515
10,"Sergio Garcia","5689",-1.93790462768736,0.558707941572202,2.8269865457579,83.66995501921,347,-0.459034459117936,0.40777802840823,1,"ESP",83,"PGA Tour","PGA Tour",-2.18156985708666,0.506042197056445,7.07253833960104e-22,2.80040209881506,2.77122687016425
11,"Lee Westwood","4052",-1.82413238044133,0.555712550242318,2.8269454933608,89.750298363168,350,-0.539964117397688,0.424700545391114,1,"ENG",98,"PGA Tour","European Tour",-2.04420927805309,0.504317896618869,7.04207332100981e-21,2.79970389562753,2.77178721837304
12,"Brandt Snedeker","8820",-1.76553699867088,0.558730025913593,2.80640475702929,81.0816198188388,359,-0.766308631461377,0.392043504862839,1,"USA",93,"PGA Tour","PGA Tour",-1.99043275160629,0.506530549205743,2.80907225447171e-20,2.75054010781935,2.75022333973429
13,"Bubba Watson","7334",-1.70935615722394,0.564379092192235,2.85012897418089,77.7903719301156,317,-0.801786510236359,0.405211914590882,1,"USA",81,"PGA Tour","PGA Tour",-1.93829933876778,0.507836047657669,9.06381910730427e-20,2.85828169549658,2.79369135907345
14,"Webb Simpson","11049",-1.67011677852949,0.556059110621336,2.80660374760154,83.3317813926769,366,-0.776234372357887,0.388711480262919,1,"USA",80,"PGA Tour","PGA Tour",-1.88300881716049,0.505878978924868,1.78811906404815e-19,2.75230296706854,2.75096762277313
15,"Jason Day","9771",-1.66333613596239,0.558050482432802,2.7318417037717,78.1558682876878,308,-0.772013132976603,0.435412112826951,1,"AUS",82,"PGA Tour","PGA Tour",-1.89101240919174,0.494311406122218,2.18398657000796e-20,2.56275570284455,2.67423610654011
16,"Jim Furyk","2881",-1.63376413599158,0.557290009957378,2.70789950637594,84.7753137332792,352,-0.828387781817046,0.406173429684462,1,"USA",90,"PGA Tour","PGA Tour",-1.8395787024074,0.505543420442709,3.69858834556232e-19,2.51419060534011,2.64993350509645
17,"Louis Oosthuizen","7672",-1.58907288912016,0.560026163887493,2.81509879168088,75.4309424786934,339,-0.385157130811882,0.356373258043447,1,"RSA",88,"European Tour","European Tour",-1.83313185982568,0.508821405873376,6.97313860331331e-19,2.77229606973408,2.75883161912514
18,"Bill Haas","7900",-1.58559954946761,0.55356609953118,2.78041734863403,85.6082511966315,375,-0.778436104583187,0.386225976880737,1,"USA",90,"PGA Tour","PGA Tour",-1.78799983032227,0.505180346732753,8.7557010078611e-19,2.69084069334991,2.72475415515509
19,"Jason Dufner","7301",-1.56689541062033,0.553858965375796,2.8262118740787,92.0308093445602,366,-0.715554667307507,0.425482874468119,1,"USA",101,"PGA Tour","PGA Tour",-1.75943793962809,0.503584235607732,1.13153966276877e-18,2.79816370931808,2.77141007497199
20,"Dustin Johnson","12422",-1.55866176827065,0.564436077039277,2.82756883199459,76.1111919014621,330,-0.725374438659776,0.392731342809052,1,"USA",90,"PGA Tour","PGA Tour",-1.78530343423547,0.508405790629902,1.51567142133167e-18,2.80187643360915,2.77066010448841
21,"Keegan Bradley","13872",-1.50205029671392,0.551725111397009,2.8171241673303,90.5986787004954,348,-0.733955168865238,0.402508778985667,1,"USA",95,"PGA Tour","PGA Tour",-1.69178554580982,0.503942981348664,3.93136916487234e-18,2.77852346503231,2.76256908974426
22,"Bo Van Pelt","6457",-1.47687275729516,0.549550384503229,2.86841065968618,94.9986355842751,398,-0.776376330414103,0.411359035415506,1,"USA",101,"PGA Tour","PGA Tour",-1.65566502116078,0.502787290894382,6.19602075868129e-18,2.89429353925277,2.81527513530981
23,"Rickie Fowler","12965",-1.4432839794548,0.554567298409596,2.88436969336119,89.1520729423813,364,-0.799483715796964,0.414070130985352,1,"USA",84,"PGA Tour","PGA Tour",-1.62994063319934,0.504334452863607,1.21610796781812e-17,2.93446619302393,2.83055535885014
24,"Hunter Mahan","7636",-1.32064391514238,0.551474251306419,2.85534825455434,94.6072173100033,374,-0.784682332216323,0.422320538753621,1,"USA",99,"PGA Tour","PGA Tour",-1.49107060406218,0.50299464565057,1.05802566118882e-16,2.86429371941766,2.80158701541332
25,"Ian Poulter","1435",-1.29674122732926,0.563306626925974,2.76411832716564,76.1358718108387,334,-0.58678252744581,0.385007850273663,1,"ENG",81,"PGA Tour","PGA Tour",-1.51221885390812,0.508455687308306,1.57662700832589e-16,2.63981807832869,2.70611082009482
26,"Ernie Els","874",-1.29395825734961,0.545709160323403,2.66109419862716,102.18017948512,411,-0.433907341841134,0.416813779507453,1,"RSA",111,"PGA Tour","PGA Tour",-1.46515116699722,0.501482866034971,1.32377915814565e-16,2.44082822378376,2.60453908519459
