"Rank","Player","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev"
1,"Tiger Woods","5321",-3.4224483032557,0.591020815612656,2.73481485598771,53.7597776805976,158,-0.805868682688229,0.498020050404999,1,"USA",70,"PGA Tour","PGA Tour",-3.90365517624976,0.475424559680584,6.01728258726435e-22,2.49946010799058,2.67018851245444
2,"Jim Furyk","2881",-2.09730679155291,0.528262947459639,2.74641200623139,77.6654295174063,263,-0.862168226689987,0.412175830026489,1,"USA",87,"PGA Tour","PGA Tour",-2.34958362398015,0.460005447661456,4.91031225493457e-11,2.61387949169671,2.69512841369631
3,"Steve Stricker","4818",-2.05777406900226,0.542044492779875,2.86475069790281,67.6695442291596,234,-0.895130165758622,0.403864424257415,1,"USA",82,"PGA Tour","PGA Tour",-2.33856009436529,0.465101673245467,9.30079476202204e-11,2.92007176760444,2.81300272466658
4,"Lee Westwood","4052",-1.91396703768259,0.521661077328305,2.84515926908137,87.3005258814041,285,-0.330475417151742,0.435606921418557,1,"ENG",94,"European Tour","European Tour",-2.15507487785832,0.457148784525691,6.0460534632801e-10,2.85874355114362,2.7969270614087
5,"Phil Mickelson","1547",-1.83674268729019,0.539545120098247,2.83566974180698,67.7204498684204,243,-0.739767580030412,0.389293685672322,1,"USA",71,"PGA Tour","PGA Tour",-2.10837481452768,0.465152975244956,2.19973100821105e-09,2.84137776576088,2.78386672597268
6,"Sergio Garcia","5689",-1.81834237546491,0.523254714765652,2.74172360740307,82.1124312133007,276,-0.615670962046119,0.41397124342561,1,"ESP",90,"PGA Tour","PGA Tour",-2.05188713331302,0.458365557855925,2.71978627430241e-09,2.60915963530373,2.69132919630186
7,"Padraig Harrington","5716",-1.73868545480218,0.523237152882204,2.72202145764744,87.5757993681116,275,-0.645477635273544,0.450071702717801,1,"IRL",97,"PGA Tour","PGA Tour",-1.95505692430381,0.456416896015987,8.36591387326586e-09,2.56785999038302,2.67125882267833
8,"Zach Johnson","6986",-1.67194945840842,0.52828751353648,2.72627865356826,79.3986438366867,254,-0.773884889483532,0.426198711928484,1,"USA",96,"PGA Tour","PGA Tour",-1.89643138582549,0.459166539815833,2.15917083778869e-08,2.56540185658628,2.67460419500594
9,"Hunter Mahan","7636",-1.6402189203804,0.52736612361114,2.77070657374152,76.0830646817291,267,-0.792504251273723,0.394310340219112,1,"USA",92,"PGA Tour","PGA Tour",-1.86927573044946,0.460624363660901,3.35038093125471e-08,2.67479327317399,2.72005512617701
10,"Ian Poulter","1435",-1.57214766164485,0.525549077250159,2.76195689707653,83.4718288990187,270,-0.604075635046935,0.436972257178295,1,"ENG",88,"PGA Tour","PGA Tour",-1.78850665387716,0.457966416663079,7.54226282366889e-08,2.65844579665028,2.7114948033714
11,"Kenny Perry","604",-1.55003798810685,0.525150664145812,2.80201911556781,78.1486503559937,268,-0.806807325987991,0.397207970801526,1,"USA",95,"PGA Tour","PGA Tour",-1.7671250304809,0.459740767823386,1.09333072403438e-07,2.75585187627804,2.75236769054475
12,"Rory McIlroy","10091",-1.52404915249727,0.52953689375578,2.72624658830055,82.6369194231943,226,-0.21106029259331,0.452402959949317,1,"NIR",94,"European Tour","European Tour",-1.75840406653748,0.458919653152748,1.15179674898341e-07,2.56901204305258,2.67432442653689
13,"Retief Goosen","4884",-1.51940282476162,0.51555179492883,2.80500473121801,92.5225955573122,292,-0.442720326803161,0.432567814432028,1,"RSA",112,"PGA Tour","PGA Tour",-1.720294665869,0.454647791124189,1.38693143939844e-07,2.76619229970368,2.75721923120036
14,"Ernie Els","874",-1.51252084045636,0.519060732018257,2.8610880934506,89.6071762342543,287,-0.503093361676508,0.437414336228824,1,"RSA",104,"PGA Tour","PGA Tour",-1.7163648391358,0.455598218959386,1.54296033597005e-07,2.89524568075026,2.81360996496698
15,"Paul Casey","7108",-1.49805295098948,0.558885746892364,2.85574399835878,54.1747872429659,223,-0.590257522331052,0.32714315919523,1,"ENG",58,"PGA Tour","European Tour",-1.80939905909179,0.475297049981914,1.73573826301898e-07,2.90776636030175,2.80052147038417
16,"Robert Allenby","4949",-1.48834069470542,0.513345561693126,2.77879469814953,90.4037783889448,306,-0.548477343857906,0.407556758626907,1,"AUS",92,"PGA Tour","PGA Tour",-1.68571834698738,0.455059447948757,2.14600269808501e-07,2.70675382827449,2.73096618594114
17,"Camilo Villegas","9171",-1.44160431129328,0.526231906165432,2.72322939978508,79.4635930134611,266,-0.725121844646533,0.413170752228637,1,"COL",90,"PGA Tour","PGA Tour",-1.65266386128027,0.459356122834827,4.06783306186381e-07,2.55887739686608,2.67190163456429
18,"Martin Kaymer","8117",-1.40603119266039,0.527354917019196,2.73966347687471,77.7902104585114,263,-0.388482601659752,0.403398223262169,1,"GER",82,"European Tour","European Tour",-1.63408944857285,0.460851244879021,5.47088824817665e-07,2.59740747470737,2.68842942217513
19,"Luke Donald","4163",-1.39681389439697,0.545023481530829,2.73833562311698,71.3417586534624,225,-0.68494017383716,0.456612133648352,1,"ENG",96,"PGA Tour","PGA Tour",-1.63059634056193,0.463165548586375,6.47623024576089e-07,2.57643083142342,2.68354828341348
20,"Geoff Ogilvy","5698",-1.36926704701891,0.527473360989393,2.85390027250812,85.6301271450353,260,-0.573822116602253,0.464683561393645,1,"AUS",98,"PGA Tour","PGA Tour",-1.57045049710545,0.456817145221469,8.92635822238517e-07,2.87823502840871,2.80473147001072
21,"David Toms","4340",-1.32324803639699,0.534057441602746,2.68241354683785,76.1066301403922,241,-0.64700871626959,0.435183890750226,1,"USA",97,"PGA Tour","PGA Tour",-1.53948696075137,0.460539320663222,1.53217831576303e-06,2.44544043040112,2.62871167786198
22,"Nick Watney","7955",-1.31993841700047,0.52236223170925,2.72629661149821,80.1813226129771,275,-0.678262567637463,0.396162265240711,1,"USA",93,"PGA Tour","PGA Tour",-1.5230080909157,0.45875907246222,1.67009429009594e-06,2.56934471652475,2.67578603642936
23,"Tim Clark","3849",-1.30976844619126,0.525916639748109,2.8052342131473,76.1896070364094,254,-0.56721434491222,0.386375942067515,1,"RSA",79,"PGA Tour","PGA Tour",-1.52689412290264,0.460558479162168,1.75775487472393e-06,2.76378819209762,2.75549463411712
24,"Justin Leonard","5603",-1.30669526513357,0.521677190700037,2.70046441455887,82.1896685270227,283,-0.704557054997104,0.406061209230578,1,"USA",94,"PGA Tour","PGA Tour",-1.50342447366458,0.458063283742349,1.99186273397436e-06,2.50911136498011,2.64959637737563
25,"Mike Weir","5513",-1.27185380111325,0.529610519911364,2.76892174201654,76.3205778595308,260,-0.801334358470933,0.409546553657436,1,"CAN",87,"PGA Tour","PGA Tour",-1.47604731388487,0.460598305318898,3.03194737565743e-06,2.66928257591386,2.71780063849635
26,"Anthony Kim","11641",-1.25745841695929,0.525728861584275,2.81724742344702,78.9331223511613,272,-0.685446642741362,0.406597028317658,1,"USA",90,"PGA Tour","PGA Tour",-1.45950436700207,0.45946076172867,3.4140126032393e-06,2.79363364503817,2.76775942036445
27,"Sean O'Hair","7626",-1.24650947540755,0.531855662203422,2.84522306960327,73.1446606189483,262,-0.798617142438451,0.396380726840887,1,"USA",83,"PGA Tour","PGA Tour",-1.45725403097961,0.462017459407057,3.95702913925441e-06,2.86593374567837,2.79507135336199
28,"Stephen Ames","4102",-1.24340298186137,0.5424294614108,2.73834134021611,66.49558560028,233,-0.667403379663636,0.39432190018846,1,"CAN",74,"PGA Tour","PGA Tour",-1.48059554411213,0.465678522716034,3.70143743233346e-06,2.57007448812578,2.6840796513759
29,"Francesco Molinari","7655",-1.20009876469056,0.517663982532866,2.64649905129658,90.6349551156176,288,-0.0323426593764338,0.429827220507773,1,"ITA",99,"European Tour","European Tour",-1.40322454233721,0.456280428739985,5.28301963246678e-06,2.39918705908918,2.59537689550129
30,"Matt Kuchar","6169",-1.17685111317255,0.532014469602551,2.73953479280345,72.563534290823,259,-0.548323295867726,0.39289890403495,1,"USA",85,"PGA Tour","PGA Tour",-1.39622166955777,0.462138036857826,7.45180480706267e-06,2.58813879891883,2.68738004106493
31,"Stewart Cink","5665",-1.17533455675956,0.536231158245952,2.70198103424259,71.0834653014004,249,-0.866974716942621,0.40281435457534,1,"USA",81,"PGA Tour","PGA Tour",-1.38383862452762,0.463276981267017,8.88726396830513e-06,2.48360237587153,2.64823670662818
32,"Soren Hansen","6319",-1.17373543628417,0.519845248001974,2.75840937990333,89.6008578762361,281,-0.133846253325357,0.437978734838109,1,"DEN",100,"European Tour","European Tour",-1.37329618338421,0.45648199620771,7.26921643972778e-06,2.6563365277074,2.70898195366238
33,"Vijay Singh","653",-1.15765188137362,0.536618303092103,2.73035635563754,65.774379971889,271,-0.665129319953857,0.351544590671289,1,"FIJ",73,"PGA Tour","PGA Tour",-1.3901275616794,0.466207499950597,9.50326408204458e-06,2.54965296153094,2.67710414918001
34,"Scott Verplank","220",-1.15448078720057,0.531714453160102,2.71881581703594,72.765609242136,250,-0.654926023659681,0.391621002392117,1,"USA",88,"PGA Tour","PGA Tour",-1.36670480352572,0.462316900843084,1.01113333817495e-05,2.53405950760868,2.66631565784425
