"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
1,2,"Rory McIlroy","10091",-2.33318861393402,0.489211322135556,2.81537106519641,1,0,-2.35903611764095,0.0258475037069257,73.4803499211432,328,-0.549552087605054,0.380412254836975,9.6502,1,"NIR",74,"PGA Tour","PGA Tour",-2.62659957393059,0.409305858793906,6.75649937774531e-24,2.80782001360494,2.77254152665736,2016-03-14
2,1,"Jordan Spieth","14636",-2.28970168862123,0.470015873938269,2.86701122593444,2,0,-2.32438300401494,0.0346813153937098,93.3656851738748,348,-0.553454208445407,0.408714609406947,11.2543,1,"USA",104,"PGA Tour","PGA Tour",-2.52768848923044,0.401746420075869,1.19920799490283e-23,2.92456879538323,2.82822178194712,2016-03-14
3,3,"Jason Day","9771",-2.22169936331929,0.4984599771228,2.81037113102042,3,0,-2.24511998192931,0.0234206186100154,59.873836081192,277,-0.765505742060894,0.367011133488939,9.4833,1,"AUS",66,"PGA Tour","PGA Tour",-2.55314434919751,0.396042038881256,1.4201968128343e-24,2.79618616741477,2.76581336052883,2016-03-14
4,4,"Bubba Watson","7334",-2.05851796374847,0.483803651268779,2.70764885941005,4,0,-2.08104917302846,0.0225312092799852,80.813246424645,329,-0.62546831881792,0.408636661722642,8.8795,1,"USA",86,"PGA Tour","PGA Tour",-2.30996281152324,0.405998698832545,6.44578367601148e-21,2.5418011496118,2.66407514400092,2016-03-14
5,7,"Henrik Stenson","5994",-1.99503636879184,0.471962829353305,2.72894970237116,5,0,-2.0097714086404,0.0147350398485573,86.8104177235184,393,-0.555052477180132,0.380131295216855,7.022,1,"SWE",96,"PGA Tour","PGA Tour",-2.22828544141538,0.4041525069146,2.88327894472765e-20,2.6054663727372,2.68782766668186,2016-03-14
6,8,"Justin Rose","6093",-1.97486404508171,0.474545431177692,2.77430934606451,6,0,-1.99964074867248,0.0247767035907707,85.1820410729147,368,-0.619396108375816,0.38525952001078,6.0996,1,"ENG",96,"PGA Tour","PGA Tour",-2.20845042413872,0.404570879315003,4.9708935135324e-20,2.71104222860198,2.73342257644318,2016-03-14
7,5,"Rickie Fowler","12965",-1.92204312858894,0.476628915908923,2.76258892859812,7,0,-1.94390499887703,0.0218618702880939,85.1824745451432,357,-0.698117516835424,0.397600754334459,8.0611,1,"USA",94,"PGA Tour","PGA Tour",-2.14983117250441,0.404475204901297,1.84873286344372e-19,2.68222938976194,2.72116196962482,2016-03-14
8,15,"Jim Furyk","2881",-1.87024169788318,0.52943378558951,2.70135616399524,8,0,-1.89594613228546,0.0257044344022785,47.0608405374171,304,-0.674424693255026,0.251093265893929,4.2473,1,"USA",52,"PGA Tour","PGA Tour",-2.2506752921129,0.427363068231136,1.71389092858581e-18,2.40207742408026,2.64896677809131,2016-03-14
9,6,"Adam Scott","6430",-1.82517132057403,0.491863910522827,2.816918435562,9,0,-1.8483086984804,0.0231373779063713,73.6728051255445,318,-0.386533276584,0.397142722642258,7.3884,1,"AUS",80,"PGA Tour","PGA Tour",-2.09283672456346,0.409099805692043,1.62625195798001e-18,2.81055046918223,2.77364369848296,2016-03-14
10,9,"Dustin Johnson","12422",-1.77469529274503,0.498990393033603,2.90368762274958,10,0,-1.79634732421791,0.0216520314728796,71.7517325426033,296,-0.725127103601434,0.419385086356019,5.903,1,"USA",86,"PGA Tour","PGA Tour",-2.03030360096526,0.409925989715044,7.28430676717123e-18,3.03758105747586,2.86049128615511,2016-03-14
11,13,"Sergio Garcia","5689",-1.76773231676651,0.482544736771475,2.73808260575844,11,0,-1.78834522524384,0.0206129084773312,77.8121192861196,347,-0.369883305107912,0.378526512388742,4.583,1,"ESP",80,"PGA Tour","PGA Tour",-2.01841184370526,0.407387742372694,5.88305765416678e-18,2.61427619149668,2.69522669417084,2016-03-14
12,14,"Hideki Matsuyama","13562",-1.66559190457296,0.476752220762515,2.76512915510715,12,0,-1.68777907189804,0.0221871673250786,83.5237427313481,319,-0.575185657143573,0.387590211035335,4.453,1,"JPN",88,"PGA Tour","PGA Tour",-1.88641756452393,0.40500636781799,6.28975425854898e-17,2.68753449907309,2.72371925212963,2016-03-14
13,28,"Matt Kuchar","6169",-1.64174816239945,0.466538990673937,2.6647497283072,14,-1,-1.63918563940564,-0.00256252299381177,93.1343336420194,403,-0.609561134994847,0.387915707798388,3.2048,1,"USA",106,"PGA Tour","PGA Tour",-1.83922155603771,0.401646288826849,9.40296184385999e-17,2.46750542582427,2.62359152397896,2016-03-14
14,18,"Phil Mickelson","1547",-1.63246985041328,0.496884588300813,2.79007618481057,13,1,-1.65515321519179,0.0226833647785083,69.4761332531331,319,-0.62762550897602,0.388035316326442,3.9663,1,"USA",80,"PGA Tour","PGA Tour",-1.88885837217609,0.41081303244876,1.61817724922262e-16,2.7379839768594,2.74547460796057,2016-03-14
