"Rank","Player","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev"
1,"Jason Day","9771",-2.51427193919755,0.494584492837016,2.83249696161099,1,0,-2.53963893773751,0.0253669985399636,59.1175733596833,276,-0.873035329697182,0.354687532819232,1,"AUS",72,"PGA Tour","PGA Tour",-2.86568310607751,0.391678918594047,9.21851427638686e-28,2.86481519104934,2.7889828283768
2,"Rory McIlroy","10091",-2.41543858224871,0.470101616880161,2.83422965541653,2,0,-2.4543773807047,0.0389387984559861,71.1959091876688,326,-0.68323716504369,0.361168061404186,1,"NIR",70,"PGA Tour","PGA Tour",-2.71481849514185,0.383853069996742,5.93145977345881e-27,2.86761059913513,2.79497087810395
3,"Jordan Spieth","14636",-2.41202554978576,0.452011657001372,2.82424921341315,3,0,-2.3902093822213,-0.0218161675644568,86.8588058597435,324,-0.697490318620267,0.386138676196612,1,"USA",96,"PGA Tour","PGA Tour",-2.66441614032997,0.376276865992638,2.41699999434749e-27,2.83794687434366,2.78784308765749
4,"Henrik Stenson","5994",-2.11147687849506,0.449380749711382,2.77177335935657,5,-1,-2.06863493574427,-0.04284194275079,89.9489728573794,393,-0.696590652256201,0.389149310634063,1,"SWE",94,"PGA Tour","PGA Tour",-2.3390869482442,0.375541106561992,1.73163405167041e-23,2.71605551192862,2.73510228280912
5,"Justin Rose","6093",-2.07340025101166,0.451883685050419,2.78984242946504,4,1,-2.12494858922849,0.0515483382168296,90.2417766692116,370,-0.723051318867085,0.404932250458817,1,"ENG",98,"PGA Tour","PGA Tour",-2.29810779119267,0.375352920014897,4.92478882681955e-23,2.756828398394,2.75300234588143
6,"Jim Furyk","2881",-2.04547444737387,0.486284887258552,2.67577908608451,6,0,-2.0645512631008,0.0190768157269283,58.944726069806,314,-0.786203131143565,0.310930857438759,1,"USA",64,"PGA Tour","PGA Tour",-2.36341186184183,0.391518367708257,5.31924422909263e-22,2.3994837012411,2.63122038718751
7,"Bubba Watson","7334",-2.01297526078445,0.464758790033575,2.691039462839,8,-1,-1.93941707044347,-0.0735581903409774,79.5253554667798,330,-0.688164991434411,0.403313315264662,1,"USA",83,"PGA Tour","PGA Tour",-2.26187270172046,0.379468528796228,3.64945891182764e-22,2.50686535491561,2.65060231978382
8,"Sergio Garcia","5689",-1.81899143425007,0.460112122801648,2.7030281588412,10,-2,-1.81527393099342,-0.00371750325664566,80.9639241279202,348,-0.440825237374116,0.388536539645404,1,"ESP",84,"PGA Tour","PGA Tour",-2.06172298389037,0.379000422325685,4.98454493394525e-20,2.54083010680781,2.66357993346162
9,"Dustin Johnson","12422",-1.81574247491306,0.484144435317166,2.91441620816493,7,2,-2.02865681342902,0.212914338515957,67.1537026240764,296,-0.827945418303866,0.395123264054768,1,"USA",82,"PGA Tour","PGA Tour",-2.0839289931772,0.386072305067339,1.37822498957273e-19,3.08613631992038,2.87392171086234
10,"Rickie Fowler","12965",-1.74902562860423,0.45719849725076,2.79159710894752,12,-2,-1.72350115548099,-0.0255244731232405,81.8538128170145,358,-0.80741111524685,0.379848331081452,1,"USA",92,"PGA Tour","PGA Tour",-1.96857072227026,0.378467275969435,4.21672702181611e-19,2.75938746440518,2.75390340295294
11,"Hideki Matsuyama","13562",-1.72361645648667,0.455308758960766,2.65295639853462,9,2,-1.86321083985565,0.139594383368977,88.0152347514886,307,-0.650746878932562,0.410654251196142,1,"JPN",95,"PGA Tour","PGA Tour",-1.93573933147442,0.376001480036784,5.46596053124383e-19,2.43536612705444,2.61359361541526
12,"Matt Kuchar","6169",-1.71446005355034,0.44482349511611,2.61390074754484,11,1,-1.7469508569434,0.0324908033930615,93.4043780552269,399,-0.694181525824788,0.386177505361005,1,"USA",106,"PGA Tour","PGA Tour",-1.91201346602541,0.373796081418809,6.03243209856294e-19,2.36126486799713,2.57577351026991
13,"Zach Johnson","6986",-1.59365322871725,0.453984891247615,2.69868444258053,13,0,-1.58929584101712,-0.00435738770013261,80.9284766149889,379,-0.840264608666335,0.356507816831178,1,"USA",92,"PGA Tour","PGA Tour",-1.80351856227277,0.378653962504967,2.05154816889966e-17,2.5326532876008,2.66022469711584
14,"Patrick Reed","14838",-1.56310307545206,0.447788283772108,2.71959418767588,14,0,-1.53647508174005,-0.0266279937120117,100.470415067352,344,-0.730166296446704,0.438471003639201,1,"USA",120,"PGA Tour","PGA Tour",-1.74071965545457,0.37173280367036,2.25215557369503e-17,2.60518726221142,2.68247613196405
15,"Adam Scott","6430",-1.5439252816867,0.472874786712062,2.80344466367593,21,-6,-1.32098040998674,-0.222944871699963,73.5043617911883,310,-0.385646035355587,0.396648773235079,1,"AUS",68,"PGA Tour","PGA Tour",-1.79317514346944,0.382569095278538,5.43370148498434e-17,2.78404542518002,2.76327548724066
16,"Kevin Na","7452",-1.51902748077477,0.45887406765944,2.71354355895304,15,1,-1.45468544214687,-0.0643420386279041,84.9895250200331,330,-0.734004540055211,0.41161048037012,1,"USA",103,"PGA Tour","PGA Tour",-1.72166061067168,0.376865177710451,9.25832120947002e-17,2.57225368158081,2.67446316788345
17,"Paul Casey","7108",-1.47376075427449,0.456955381684561,2.69896832216711,16,1,-1.44815821374281,-0.0256025405316771,83.3949413498956,342,-0.630255675899071,0.389595457536383,1,"ENG",91,"PGA Tour","European Tour",-1.68082292439264,0.377756756277619,2.69598017944335e-16,2.53590149369433,2.66000409458539
18,"Justin Thomas","14139",-1.40435612351041,0.464481680685108,2.72920584956807,19,-1,-1.41680376574323,0.0124476422328188,86.1106385471863,233,-0.421468887514828,0.449500854442226,1,"USA",106,"PGA Tour","PGA Tour",-1.61309374547219,0.376162224575795,8.92172413931926e-16,2.60844707917576,2.68939051415455
19,"Danny Willett","12920",-1.38343321189279,0.45899733470571,2.76111390979666,17,2,-1.43813569462476,0.0547024827319667,84.5878674232646,347,-0.302008813476076,0.405277078388845,1,"ENG",84,"European Tour","European Tour",-1.59731308588799,0.378133032675742,1.75963780396566e-15,2.68557442661847,2.72269562558977
20,"Branden Grace","11952",-1.3456531443448,0.4494929921854,2.79009522973339,20,0,-1.37957156269396,0.0339184183491563,91.0886690086168,395,-0.313507991147967,0.39606041123386,1,"RSA",100,"European Tour","European Tour",-1.54265443353329,0.375244307598706,3.46780335746055e-15,2.75825778509946,2.75364983993194
