"Rank","Player","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev"
21,"Phil Mickelson","1547",-1.30308716114471,0.483512431791941,2.75153280763419,22,-1,-1.32026537087583,0.0171782097311173,61.7723719685387,319,-0.744794121971763,0.332560193119696,1,"USA",74,"PGA Tour","PGA Tour",-1.55635035808213,0.389402365791349,2.50293018658567e-14,2.63186191239621,2.70871713543329
22,"Keegan Bradley","13872",-1.28683095618284,0.45451092702304,2.73937246111284,23,-1,-1.2801409860897,-0.00668997009313799,81.9005946435727,381,-0.735446238567541,0.36680852521483,1,"USA",94,"PGA Tour","PGA Tour",-1.48049556155909,0.3781414945929,2.03962331879624e-14,2.63316734222477,2.70140357923803
23,"Brooks Koepka","16243",-1.2793073242302,0.455249861195355,2.81685814346097,26,-3,-1.24068320813651,-0.0386241160936949,86.7794218250606,315,-0.52669530518425,0.403161603951553,1,"USA",92,"PGA Tour","PGA Tour",-1.4722186596927,0.376320701231375,1.81475891422339e-14,2.81935338094738,2.77982685868455
24,"Russell Knox","13831",-1.27592202898283,0.44626705448046,2.72197803088909,18,6,-1.4338676667351,0.157945637752269,92.5212307695598,390,-0.538048424648342,0.389904158035912,1,"SCO",103,"PGA Tour","PGA Tour",-1.45664323161854,0.373928345242296,1.71340644390623e-14,2.60453565379722,2.68514620025208
25,"Bill Haas","7900",-1.27064985338888,0.454375617474128,2.63027296904701,30,-5,-1.21387400162623,-0.0567758517626515,81.4942130320763,372,-0.81972804258479,0.363043520253494,1,"USA",86,"PGA Tour","PGA Tour",-1.46053899082212,0.37834081777904,3.16642538205728e-14,2.36597572236834,2.59072937412312
26,"Francesco Molinari","7655",-1.24519361323367,0.451663808969162,2.68386400651301,25,1,-1.26374485436372,0.0185512411300475,81.2265776997669,381,-0.356216096281565,0.343979730313607,1,"ITA",84,"PGA Tour","European Tour",-1.45310167353852,0.378994203472402,4.07377378342088e-14,2.49775765559487,2.64558609935937
27,"Ryan Palmer","7820",-1.2179975311075,0.463098160281099,2.75449013701521,27,0,-1.23099552092333,0.0129979898158281,73.5429880155912,348,-0.637807434254614,0.347815029431037,1,"USA",83,"PGA Tour","PGA Tour",-1.43187816585249,0.381878342536092,9.624641306195e-14,2.66099291564175,2.71528193911025
28,"Louis Oosthuizen","7672",-1.21003041531024,0.478273918695756,2.73777772877548,29,-1,-1.2202742119129,0.0102437966026607,71.6754399615553,309,-0.631574083593639,0.408329049618959,1,"RSA",74,"PGA Tour","PGA Tour",-1.43072591601949,0.383557982565694,1.25972993784337e-13,2.60852132662016,2.69567819868663
29,"Ryan Moore","7489",-1.16254676001843,0.469387650333171,2.81662265117997,31,-2,-1.17308192861785,0.0105351685994219,71.2084533194662,336,-0.723590080093558,0.359417220224693,1,"USA",78,"PGA Tour","PGA Tour",-1.37577223613567,0.383343002870252,3.56452749989148e-13,2.82122084577268,2.77723574671917
30,"Charl Schwartzel","7398",-1.16225179655404,0.441748263941632,2.74182305546054,40,-10,-1.05376794548262,-0.108483851071415,98.7930759991151,408,-0.385651412665208,0.395865347804022,1,"RSA",104,"PGA Tour","PGA Tour",-1.33245777521253,0.372479367370123,1.7460661130636e-13,2.65478828894334,2.70600298203079
31,"Kevin Kisner","11328",-1.16078959403791,0.453853703642773,2.81817281120027,24,7,-1.2642297153976,0.103440121359687,87.996618478485,346,-0.564672929536787,0.404624568562099,1,"USA",107,"PGA Tour","PGA Tour",-1.34255421621209,0.375519927073439,2.23110403435134e-13,2.82240616188874,2.78138720955537
32,"J.B. Holmes","7959",-1.15142634219396,0.481409228596158,2.86771929019339,34,-2,-1.10868745210508,-0.0427388900888817,67.4307101776908,281,-0.810133341181015,0.384647548941746,1,"USA",81,"PGA Tour","PGA Tour",-1.37168699618882,0.385703834435611,5.3520191483418e-13,2.95838223156132,2.82702300697566
33,"Robert Streb","14852",-1.14782323587914,0.450541786865131,2.73849684764994,36,-3,-1.10113494433827,-0.0466882915408684,92.218053621139,368,-0.645685261501123,0.411399700831222,1,"USA",108,"PGA Tour","PGA Tour",-1.31783905982653,0.374088579319678,2.96100889958873e-13,2.64030083128929,2.70118068312303
34,"Jason Bohn","6462",-1.12229961483803,0.459712281078861,2.78837278301868,33,1,-1.13154406721691,0.00924445237888394,81.1864715068064,338,-0.532414474753081,0.391104277822487,1,"USA",93,"PGA Tour","PGA Tour",-1.31691002414021,0.378110928952495,5.35058388846106e-13,2.75052167632454,2.7502158816545
35,"Bernd Wiesberger","9531",-1.11250098316463,0.447929763147262,2.85271916472645,28,7,-1.22268973161489,0.110188748450255,93.4948599785254,394,-0.185403916644288,0.399182917273773,1,"AUT",100,"European Tour","European Tour",-1.29703498462986,0.374898939513499,5.01490348665541e-13,2.9001536717323,2.81733305806829
36,"Marc Leishman","7649",-1.09956951014397,0.467345439752265,2.81136927213226,39,-3,-1.06448103071272,-0.0350884794312507,71.2633068312843,353,-0.550964692403802,0.348868183212952,1,"AUS",72,"PGA Tour","PGA Tour",-1.3160697194532,0.383371250751997,1.1201100419666e-12,2.80816281655845,2.77225277062396
37,"Brendan Steele","11019",-1.09464110393118,0.46196089694019,2.81172930337199,35,2,-1.10569195227313,0.011050848341952,75.6618849415363,346,-0.563896567731666,0.360052135829163,1,"USA",86,"PGA Tour","PGA Tour",-1.29852690188675,0.380740633156254,1.09534743030187e-12,2.80926879388464,2.77352011082288
38,"Jimmy Walker","7293",-1.09346309214389,0.452754791805637,2.87959977031133,38,0,-1.06540281787975,-0.0280602742641447,81.7288911175065,393,-0.761849068520274,0.355229893252369,1,"USA",88,"PGA Tour","PGA Tour",-1.27436365791582,0.378393704983283,1.26344286195784e-12,2.97574684745858,2.84378408738675
39,"Jamie Donaldson","7084",-1.08526787148853,0.457577291956481,2.76189107052379,54,-15,-0.964854440408507,-0.120413431080028,84.6796606575572,350,-0.312076264599473,0.39941720511334,1,"WAL",92,"European Tour","European Tour",-1.27990551017142,0.377800865639904,1.04793704442436e-12,2.68803655161025,2.72372269280939
40,"Ian Poulter","1435",-1.06753670617217,0.461819459456802,2.78018634418279,37,3,-1.0879979596517,0.0204612534795314,81.9648485132427,340,-0.572140085570312,0.405058019175808,1,"ENG",91,"PGA Tour","PGA Tour",-1.25559865992777,0.378513626272717,1.83568993356561e-12,2.72972169619449,2.74156139731495
41,"Emiliano Grillo","12808",-1.05573197912271,0.449339073634613,2.74602564780526,45,-4,-1.04142659068558,-0.0143053884371289,94.8899908652314,361,-0.015211381874682,0.416162266564323,1,"ARG",108,"European Tour","European Tour",-1.24246535176113,0.374046469124158,1.28912070259279e-12,2.65933956357225,2.70901296698807
42,"Luke Donald","4163",-1.03695637343604,0.454254290128755,2.69435665998926,43,-1,-1.042450323582,0.00549395014596121,86.2316569051164,358,-0.57805211260315,0.394431655555378,1,"ENG",98,"PGA Tour","PGA Tour",-1.21384810412511,0.376489322615124,3.09325614959781e-12,2.53014569657385,2.65578817888929
43,"Graeme McDowell","7548",-1.02502048178028,0.462720841587931,2.72752075777625,46,-3,-1.02075987218401,-0.00426060959626984,80.3458520210675,336,-0.425722044990551,0.398087555097228,1,"NIR",86,"European Tour","PGA Tour",-1.22035783587369,0.379235750653544,3.91865118347399e-12,2.59922015848182,2.68798417161643
44,"Tony Finau","11676",-1.01152320332705,0.463841942760307,2.77886284826008,47,-3,-1.01721571475064,0.00569251142358573,85.6464224733601,238,-0.296970376839276,0.443179135267573,1,"USA",104,"PGA Tour","PGA Tour",-1.20186967217908,0.37634166504953,3.80265502828876e-12,2.72628600301409,2.73987762164234
45,"Harris English","14577",-1.00302243697332,0.448215407768961,2.66891699610913,44,1,-1.04160860367624,0.0385861667029177,89.3654132111004,401,-0.639134590688904,0.382505573261061,1,"USA",104,"PGA Tour","PGA Tour",-1.16924159846723,0.374951390569487,5.8581382794515e-12,2.47789071664713,2.63101137974709
46,"Byeong Hun An","14459",-0.999931454784678,0.452536680023005,2.82072951683083,55,-9,-0.947700700939434,-0.0522307538452437,94.7448206719651,346,0.294002821938458,0.430246051171292,1,"KOR",104,"European Tour","European Challenge Tour",-1.19756796508792,0.374722516116309,3.33446318707342e-12,2.82569397953952,2.78419208395441
47,"Steve Stricker","4818",-0.995224026459131,0.604603024020509,2.72332506165441,41,6,-1.05297145560274,0.0577474291436086,32.9924030880349,201,-0.762259569062801,0.29042361889988,1,"USA",32,"PGA Tour","PGA Tour",-1.42169722228866,0.42705052945125,3.25599942201569e-11,2.32549307019661,2.65536336021649
48,"Brandt Snedeker","8820",-0.98846189926524,0.456829469234783,2.9135167717808,32,16,-1.14386204937927,0.15540015011403,80.7030155279778,355,-0.660992192000227,0.371212292564597,1,"USA",93,"PGA Tour","PGA Tour",-1.16972090485095,0.378537467447743,9.16017885224952e-12,3.05913433461346,2.87747924675169
49,"Lee Westwood","4052",-0.986342747076946,0.45022432699723,2.74433393072963,42,7,-1.04826865077607,0.0619259036991241,93.1111699591267,384,-0.371556240436728,0.411746122689549,1,"ENG",97,"European Tour","PGA Tour",-1.15697293475912,0.374514449675864,6.96706714955953e-12,2.65422903904818,2.70715104468403
50,"Daniel Summerhays","12424",-0.974264341494865,0.449221908092698,2.72678140776047,53,-3,-0.966494382980238,-0.00776995851462647,86.5469659166686,379,-0.582470593845846,0.371009216512711,1,"USA",97,"PGA Tour","PGA Tour",-1.14612482517835,0.375861651488546,1.0113021373591e-11,2.6091647901456,2.68952347507838
51,"Patton Kizzire","13470",-0.967652470935135,0.544067978991403,2.81975426717828,52,-1,-0.967952967345312,0.000300496410177042,61.0067188591542,104,0.344486233669804,0.615619975519241,0,"USA",96,"Web.com Tour","Web.com Tour",-1.27154937215177,0.390534678401933,6.40332950434403e-12,2.79837579814826,2.76676781850345
52,"Chris Wood","12451",-0.96515189499211,0.473898398827481,2.73653058275448,69,-17,-0.862799299657194,-0.102352595334916,76.1087950040637,319,-0.0644275643278022,0.42022313461916,1,"ENG",78,"European Tour","European Tour",-1.18443739600391,0.382233934890866,1.10840823869428e-11,2.61235876895922,2.69518458327799
53,"Shane Lowry","13900",-0.964568619083667,0.464137585913752,2.78700690747224,59,-6,-0.915160340176652,-0.0494082789070148,79.5120867890111,332,-0.36455068223304,0.397199117894875,1,"IRL",78,"European Tour","European Tour",-1.16069453752349,0.380184995028039,1.32552259536929e-11,2.74532091971632,2.74808729913009
54,"Martin Kaymer","8117",-0.958467715885779,0.449228092877549,2.84503334894575,50,4,-0.984201065096693,0.0257333492109142,92.9163856934987,380,-0.396042071150139,0.40494063081669,1,"GER",92,"European Tour","European Tour",-1.12658266591803,0.374645104213437,1.24561497387216e-11,2.88279047664602,2.80934313980743
55,"Webb Simpson","11049",-0.955082229833477,0.462901111645466,2.73937193555732,51,4,-0.972637147345843,0.017554917512366,75.4163725217319,348,-0.743765065169652,0.362067124428842,1,"USA",80,"PGA Tour","PGA Tour",-1.14262462014051,0.381113917037674,2.05698629388961e-11,2.62370104369491,2.69997799290225
56,"Victor Dubuisson","10198",-0.949169253924378,0.47509322887846,2.91181951755025,61,-5,-0.890763839262473,-0.0584054146619045,75.3945207745577,290,-0.269676661186275,0.421966067214116,1,"FRA",78,"European Tour","European Tour",-1.15957719037326,0.382207313360884,1.73075494809344e-11,3.0601078155303,2.87279991065518
57,"Danny Lee","11826",-0.932362728815501,0.446967363861246,2.75913815690112,63,-6,-0.886685351834091,-0.0456773769814104,92.7341143102476,379,-0.492646163290932,0.395212038229772,1,"NZL",111,"PGA Tour","PGA Tour",-1.09501861862664,0.373798806968654,2.00419913010999e-11,2.68883208559713,2.72269417021277
58,"Billy Horschel","11276",-0.926831297791468,0.453878307776342,2.77923975112426,49,9,-0.985984497185992,0.0591531993945236,78.5633058232977,373,-0.753747396130023,0.338339954568493,1,"USA",90,"PGA Tour","PGA Tour",-1.10460453015025,0.379639289225838,3.40716848239385e-11,2.73011181998835,2.74192780283495
59,"Kevin Chappell","13305",-0.914705862390113,0.4566240657889,2.90183293640277,57,2,-0.923940087572873,0.00923422518275985,81.6148711614354,361,-0.584827557710876,0.377305126161616,1,"USA",90,"PGA Tour","PGA Tour",-1.09285629044705,0.377996592548369,3.46011299582796e-11,3.0286826444363,2.86568121976858
60,"Russell Henley","14578",-0.911553401682776,0.460595359826296,2.82850150051427,58,2,-0.919393129813146,0.00783972813036993,76.3582435420925,351,-0.695743042299375,0.357764423889655,1,"USA",88,"PGA Tour","PGA Tour",-1.0961271736216,0.380573429063943,4.42022025836517e-11,2.85211609729991,2.79074768707563
61,"Thongchai Jaidee","5973",-0.897888340459884,0.44109401257576,2.65401895581295,48,13,-0.986426136314957,0.0885377958550729,107.233465389634,421,0.025394898607187,0.427860588768151,1,"THA",110,"European Tour","European Tour",-1.05932540326011,0.370924613995735,2.71139037409274e-11,2.47459047888002,2.61710769550745
62,"Charley Hoffman","5768",-0.884900957969658,0.457646921237681,2.93752892550037,60,2,-0.893294720124244,0.00839376215458576,76.7284395170957,364,-0.652327169962353,0.345577655743312,1,"USA",90,"PGA Tour","PGA Tour",-1.06867689785252,0.380203197780013,6.86954082186346e-11,3.1289688872022,2.90166081471165
63,"Cameron Tringale","14013",-0.879622466010095,0.446918159907927,2.70198640495004,62,1,-0.886936944970201,0.00731447896010617,86.3494666680136,395,-0.638003976663353,0.356433058347443,1,"USA",100,"PGA Tour","PGA Tour",-1.04377513024754,0.376065030633105,6.6190375271997e-11,2.55125895062216,2.66476916277552
64,"Charles Howell-III","6892",-0.867047366513826,0.442319568100908,2.71225941194742,66,-2,-0.873294456845448,0.00624709033162207,93.948161229716,414,-0.524907726631108,0.376831474795226,1,"USA",108,"PGA Tour","PGA Tour",-1.02235091043043,0.373232141341533,6.97473098727384e-11,2.58530531285355,2.67594927406563
65,"Matt Jones","8605",-0.857104475967724,0.459901799709374,2.90408791063359,77,-12,-0.782877435387119,-0.0742270405806048,78.4505034537024,337,-0.525695851175324,0.370906395213425,1,"AUS",90,"PGA Tour","PGA Tour",-1.0410502291961,0.379523892198164,1.03081464983616e-10,3.0395964608707,2.86744083239956
66,"Will Wilcox","14696",-0.854786523338104,0.488998057576896,2.72748083758008,68,-2,-0.865648799549362,0.0108622762112578,63.6763225439913,271,-0.0648374891994803,0.383773020357805,1,"USA",70,"PGA Tour","Web.com Tour",-1.10334495927587,0.387881521281113,8.94880005362326e-11,2.56280456099494,2.68328765119444
67,"Jason Dufner","7301",-0.853973714724808,0.469020522663834,2.73924390413315,67,0,-0.86766515515553,0.0136914404307217,72.5052795978255,346,-0.569714305336913,0.369416784160712,1,"USA",81,"PGA Tour","PGA Tour",-1.05023761652725,0.382612460628148,1.24119159972693e-10,2.61757078813652,2.69879175107135
68,"Scott Piercy","7899",-0.851320571565919,0.473984073785364,2.81857987732606,65,3,-0.873789473633673,0.0224689020677544,75.9210852529533,326,-0.602912288380608,0.425076017782236,1,"USA",93,"PGA Tour","PGA Tour",-1.03802274884701,0.380704440955645,1.23986751526977e-10,2.82152020380233,2.77844050191204
69,"Anirban Lahiri","12669",-0.841265339201655,0.458967623813213,2.76683944798103,56,13,-0.932819284440001,0.0915539452383459,87.0778208303401,323,0.0925981678564369,0.422362567441184,1,"IND",94,"European Tour","Asian Tour",-1.03473510798702,0.376879954945149,8.53019961577e-11,2.70012159331474,2.7285067804928
70,"Graham Delaet","10252",-0.837934724978853,0.482857002711454,2.80455568790639,70,0,-0.84984086674504,0.0119061417661872,60.7470808949766,327,-0.551788017734459,0.317486224854735,1,"CAN",70,"PGA Tour","PGA Tour",-1.07012912402471,0.389870675450556,1.94727107611277e-10,2.78667446527101,2.76267655028608
71,"Brendon Todd","12425",-0.830948536442477,0.450754411009101,2.79154512531499,71,0,-0.83791458151793,0.00696604507545295,85.7630110929243,362,-0.604211604650848,0.373435129649052,1,"USA",98,"PGA Tour","PGA Tour",-0.994923434024044,0.376386802525739,1.61948516668609e-10,2.76150044279114,2.7549128203313
72,"Hunter Mahan","7636",-0.803927465483408,0.456655846036164,2.74244680208607,64,8,-0.884797650987259,0.0808701855038513,79.1909722451737,365,-0.737661206846246,0.358559962787681,1,"USA",88,"PGA Tour","PGA Tour",-0.973549126909434,0.379307656950513,3.21402071270806e-10,2.63759116898159,2.7041597402064
73,"William McGirt","12477",-0.782300898662494,0.450814652900443,2.81980719374035,76,-3,-0.789299873457458,0.00699897479496414,84.1466795846936,383,-0.507295881101323,0.364111206514342,1,"USA",98,"PGA Tour","PGA Tour",-0.95039727440363,0.376749154812629,3.62587229808898e-10,2.82937094038887,2.78353709488487
74,"Nick Watney","7955",-0.772571387411026,0.460230111708029,2.74463449243796,78,-4,-0.780509058421357,0.00793767101033138,77.5105912296132,367,-0.582082543087353,0.366085538510822,1,"USA",92,"PGA Tour","PGA Tour",-0.950741820934866,0.379764156686066,4.9566246785948e-10,2.64015444534028,2.70577285472328
75,"Gary Woodland","12577",-0.771367623816124,0.467916683994078,2.76502884794605,73,2,-0.830591422258914,0.0592237984427905,69.6393217309517,333,-0.721582035787463,0.336648158826254,1,"USA",74,"PGA Tour","PGA Tour",-0.962566802976126,0.384235485915306,6.4566228191242e-10,2.68411160433472,2.72514926321731
76,"Brendon de Jonge","8767",-0.767583878580915,0.429577154232038,2.70750756954752,79,-3,-0.773903084664511,0.00631920608359615,103.20088685578,490,-0.472351966476227,0.350711658814458,1,"ZIM",108,"PGA Tour","PGA Tour",-0.905917158848814,0.370458831611359,3.95680600774514e-10,2.58764404404023,2.67321168404581
77,"John Senden","5207",-0.754770889553835,0.448812228714754,2.62490700244209,72,5,-0.835203014902696,0.0804321253488613,88.745960521348,388,-0.292000798685141,0.380782396824961,1,"AUS",93,"PGA Tour","PGA Tour",-0.921985415024066,0.37547673302209,5.13526119202299e-10,2.37406403095407,2.58625295646532
78,"Andy Sullivan","15326",-0.739422356283403,0.454742760447319,2.88826004882906,84,-6,-0.684196156623149,-0.0552261996602542,89.3290227855709,351,-0.0347288412358676,0.411484439420002,1,"ENG",99,"European Tour","European Tour",-0.916449472066257,0.376558587911519,6.31512772704266e-10,2.98385410445789,2.85223686454734
79,"Matthew Fitzpatrick","17646",-0.735297797950068,0.485401499512188,2.85591633810537,75,4,-0.802594967358598,0.0672971694085297,87.2211433482615,180,0.247868294387945,0.556420090777098,1,"ENG",109,"European Tour","European Tour",-0.935421405779581,0.377509352211467,5.06611836757974e-10,2.89922664047706,2.81436378503712
80,"Daniel Berger","17606",-0.714708107194786,0.479077557413824,2.8635658020245,74,6,-0.811463779203775,0.096755672008989,75.7780525788873,198,-0.428791065014194,0.449817811118169,1,"USA",97,"PGA Tour","PGA Tour",-0.901189399885977,0.380830533524043,1.25591880040341e-09,2.93430342743805,2.82320629719236
81,"Chris Kirk","12423",-0.696111616151762,0.455334337953239,2.88591631641098,120,-39,-0.434993149134856,-0.261118467016906,77.1179249656983,381,-0.748217747590949,0.334633504958888,1,"USA",80,"PGA Tour","PGA Tour",-0.863034183070265,0.380378304505715,2.23345540872499e-09,2.99854691635838,2.84976904783665
82,"Brian Harman","8825",-0.67153225476823,0.446735107627687,2.78473543128201,85,-3,-0.680690489969389,0.00915823520115933,87.787593604359,407,-0.564156195708999,0.365229716553729,1,"USA",100,"PGA Tour","PGA Tour",-0.824107213660815,0.375372101307476,2.58649158501697e-09,2.74692453167754,2.74866861695809
83,"David Hearn","7340",-0.664939458734299,0.447073806489515,2.76734044067901,86,-3,-0.673795548233979,0.00885608949967998,88.1556621007231,399,-0.534548009111467,0.369339366852797,1,"CAN",99,"PGA Tour","PGA Tour",-0.817742634962582,0.375253471198919,2.83601370068634e-09,2.70618777007048,2.73098848883852
84,"Jerry Kelly","5151",-0.660012996393584,0.471505377581531,2.73305550181227,87,-3,-0.671909068582958,0.0118960721893744,69.9447680480297,329,-0.50107935781857,0.360104307307579,1,"USA",75,"PGA Tour","PGA Tour",-0.853137421600136,0.383665071338794,3.57329170512517e-09,2.59684091495713,2.69207634640959
85,"Stewart Cink","5665",-0.658850457492923,0.463465578358385,2.69974200793772,88,-3,-0.669136811820933,0.01028635432801,77.4246468067803,327,-0.483202307112728,0.382700730178518,1,"USA",87,"PGA Tour","PGA Tour",-0.834502519213095,0.379805732697619,3.3442278859254e-09,2.52548375624882,2.65966286718835
86,"George McNeill","6419",-0.649282401765039,0.464289731095004,2.76668065584101,80,6,-0.766213015374418,0.116930613609379,77.8711810461878,334,-0.407853291710151,0.390324607193037,1,"USA",97,"PGA Tour","PGA Tour",-0.826802428912597,0.379664067737784,3.73171576138222e-09,2.69413612614294,2.7274451226385
87,"Joost Luiten","10158",-0.638850286589177,0.455720344336201,2.69723101117631,92,-5,-0.628686282528813,-0.0101640040603636,87.3922905124039,364,-0.198244834758372,0.406254757270602,1,"NED",87,"European Tour","European Tour",-0.806160684047792,0.376924822813674,4.0107592581441e-09,2.53798655358893,2.6584533276718
