"Rank","Player","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev"
1,"Lee Westwood","4052",-2.38544930659957,0.466723621637089,2.79534251768962,84.0658822187313,336,-0.401427184150471,0.43391618100727,1,"ENG",88,"European Tour","European Tour",-2.6610049846146,0.38067327179718,4.46379427695405e-28,2.76445394289509,2.75610392623524
2,"Luke Donald","4163",-2.37878154750569,0.459089368762221,2.72752968571996,85.673527462222,328,-0.728303979211377,0.404854009069857,1,"ENG",94,"PGA Tour","PGA Tour",-2.63243622000083,0.37975124645283,7.6340644304071e-28,2.60621957942991,2.68861584053452
3,"Tiger Woods","5321",-2.29042983178525,0.532457739985215,2.86467723518401,52.1027785595758,196,-0.790072053215223,0.433692513930523,1,"USA",52,"PGA Tour","PGA Tour",-2.67681053865509,0.399151152387568,7.21320901704369e-26,2.9576913363879,2.81475832300241
4,"Matt Kuchar","6169",-2.10850300682257,0.455649390336787,2.64208582672624,91.1774983815817,351,-0.812357574607753,0.420180828488223,1,"USA",92,"PGA Tour","PGA Tour",-2.33046434050785,0.377684402230866,2.02939488994091e-24,2.41645955839924,2.60249901995628
5,"Rory McIlroy","10091",-2.07282356546725,0.463406865452162,2.9102945634927,77.818697453224,360,-0.509012548470688,0.371999997906346,1,"NIR",80,"European Tour","European Tour",-2.33626103663442,0.383084985672885,7.56611657678692e-24,3.05517378574165,2.87316350445758
6,"Justin Rose","6093",-1.96574324243504,0.458191351303514,2.76170570198628,87.0096710128444,357,-0.763011069881902,0.408805929776201,1,"ENG",95,"PGA Tour","PGA Tour",-2.18977744837672,0.379180810805017,1.28714960739384e-22,2.68831609405492,2.72343148802649
7,"Steve Stricker","4818",-1.93079513742247,0.484876684115893,2.74530844735898,65.4361223104811,299,-0.945832027282791,0.373312049941304,1,"USA",65,"PGA Tour","PGA Tour",-2.20692943158967,0.389231976417184,9.91180965385699e-22,2.6180557480541,2.70214971316198
8,"Phil Mickelson","1547",-1.87480752955955,0.463427741525828,2.78397058970785,81.9143395135905,333,-0.803933137034315,0.403852000735651,1,"USA",85,"PGA Tour","PGA Tour",-2.1034030896418,0.380967596095898,1.83745026240311e-21,2.73828783755462,2.74512786090968
9,"Jim Furyk","2881",-1.83774411940284,0.461979517001592,2.66596906440885,84.8418427622171,341,-0.864224908138118,0.41562758103872,1,"USA",91,"PGA Tour","PGA Tour",-2.05485510390896,0.379903213025765,4.83514283871156e-21,2.45706587418077,2.62563629969118
10,"Zach Johnson","6986",-1.7653848105351,0.456522195638153,2.71745353082977,90.9203150598401,365,-0.831739174067103,0.423538940841748,1,"USA",90,"PGA Tour","PGA Tour",-1.96680320099051,0.377744346072039,2.62164455681047e-20,2.58881571774598,2.67883205466653
