"Rank","Player","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev"
29,"Kevin Kisner","11328",-1.19325320376732,0.453542653968006,2.81475067725895,31,-2,-1.16078959403791,-0.0324636097294118,88.511952386737,350,-0.595674717315806,0.405560237519436,1,"USA",111,"PGA Tour","PGA Tour",-1.37467049209539,0.375469423687628,1.29335175031538e-13,2.81431157900804,2.77797056070819
30,"Charl Schwartzel","7398",-1.16399851898705,0.442714419154416,2.74322473296628,30,0,-1.16225179655404,-0.00174672243300877,94.8808701895501,408,-0.393149984858732,0.380189080030983,1,"RSA",100,"PGA Tour","PGA Tour",-1.33977708301056,0.373861720252696,2.05193104569853e-13,2.65546906209725,2.70726538755082
31,"Ryan Moore","7489",-1.1600292968429,0.471715822706965,2.81641177679096,29,2,-1.16254676001843,0.0025174631755287,68.3885985680153,336,-0.728796481519736,0.345184298303795,1,"USA",74,"PGA Tour","PGA Tour",-1.38099461035081,0.384768717885276,4.34765193940752e-13,2.82140303744619,2.77662735689445
32,"Robert Streb","14852",-1.14775586040621,0.451579749878512,2.73967489945883,33,-1,-1.14782323587914,6.73754729316745e-05,88.5662186977419,368,-0.651512969482424,0.395108272678306,1,"USA",104,"PGA Tour","PGA Tour",-1.32369627280848,0.375480004220285,3.57144594606618e-13,2.64013746252651,2.70220174750599
33,"Jason Bohn","6462",-1.12125023719194,0.461308454724,2.78840809847417,34,-1,-1.12229961483803,0.00104937764608604,77.9714872351368,338,-0.538225783117681,0.375616548420717,1,"USA",93,"PGA Tour","PGA Tour",-1.32262753271429,0.379517871502862,6.44557924648771e-13,2.7499614064357,2.74998440599879
34,"Jimmy Walker","7293",-1.11901870187704,0.452561174169604,2.88285829945144,38,-4,-1.09346309214389,-0.0255556097331493,82.4924270292532,397,-0.784531074298566,0.359424782673797,1,"USA",88,"PGA Tour","PGA Tour",-1.29895495523331,0.378117563447687,8.38363629919402e-13,2.98249839494016,2.84711439151122
35,"Bernd Wiesberger","9531",-1.11231227777214,0.449018698441442,2.85145549469423,35,0,-1.11250098316463,0.00018870539248983,89.7924635233758,394,-0.191334600854959,0.383375273749731,1,"AUT",100,"European Tour","European Tour",-1.30270264641252,0.376285400290773,6.04209234787151e-13,2.90025475570152,2.81588008385866
36,"Marc Leishman","7649",-1.097741156904,0.469744859476824,2.81103884394567,36,0,-1.09956951014397,0.00182835323996811,68.4412798807655,353,-0.557325318893469,0.335053003157719,1,"AUS",72,"PGA Tour","PGA Tour",-1.32197818970791,0.384797117867819,1.33755821298217e-12,2.80765820708565,2.77151206909991
37,"Brendan Steele","11019",-1.09577047332568,0.46430325141972,2.81092944866419,37,0,-1.09464110393118,-0.00112936939450026,72.6070186533595,342,-0.569390553943101,0.346678072244028,1,"USA",86,"PGA Tour","PGA Tour",-1.30730509018787,0.3821867283575,1.24392940610034e-12,2.80766667602787,2.77231795724961
38,"J.B. Holmes","7959",-1.09541137896391,0.480021451223224,2.89415641487592,32,6,-1.15142634219396,0.0560149632300462,68.7604540546543,285,-0.832702140084753,0.391447975865917,1,"USA",81,"PGA Tour","PGA Tour",-1.30660968598289,0.384740858089691,1.77050442168837e-12,3.02812669309648,2.85407091014449
39,"Brandt Snedeker","8820",-1.08914096714684,0.456490139498695,2.91796431911001,48,-9,-0.98846189926524,-0.100679067881603,81.5071761130699,359,-0.689108888257154,0.375021907722412,1,"USA",97,"PGA Tour","PGA Tour",-1.27372795552369,0.378239864436263,1.38320135491042e-12,3.06832848762964,2.88203617606365
40,"Jamie Donaldson","7084",-1.08386845970605,0.458966594712602,2.76211668580672,39,1,-1.08526787148853,0.00139941178247915,81.326346095518,350,-0.317642435212899,0.383600283790852,1,"WAL",92,"European Tour","European Tour",-1.2849526825619,0.379200387138731,1.27147928950933e-12,2.68655312124062,2.72371772600426
41,"Ian Poulter","1435",-1.06609628367896,0.463276981507722,2.78067291989916,40,1,-1.06753670617217,0.00144042249320631,78.7190405121183,340,-0.577220945389995,0.389017721616446,1,"ENG",91,"PGA Tour","PGA Tour",-1.26078157156731,0.37991903262312,2.21346583298837e-12,2.7298427156988,2.74180895137966
42,"Emiliano Grillo","12808",-1.05146168003743,0.449281573050357,2.74098718503975,41,1,-1.05573197912271,0.00427029908527587,95.0736915824763,361,-0.0682364860018902,0.416252987303322,1,"ARG",112,"European Tour","European Tour",-1.23541567531498,0.374129581576341,1.6511252527481e-12,2.64817133528348,2.70391509050664
43,"Luke Donald","4163",-1.03527516915615,0.455623835498521,2.69666928696857,42,1,-1.03695637343604,0.00168120427988927,82.8168832916738,358,-0.582582799032356,0.378812161995385,1,"ENG",98,"PGA Tour","PGA Tour",-1.21843095946505,0.377887946726291,3.75815037121136e-12,2.53000930017318,2.65789995368622
44,"Tony Finau","11676",-1.01220231558803,0.464857662148158,2.77910939615446,44,0,-1.01152320332705,-0.000679112260977721,82.254824143415,238,-0.303858065022807,0.425629241510977,1,"USA",104,"PGA Tour","PGA Tour",-1.20884671696286,0.377742014728575,4.41238513682068e-12,2.72591245032102,2.73995554521166
45,"Byeong Hun An","14459",-1.00492632161413,0.453348458135128,2.81942598985757,46,-1,-0.999931454784678,-0.00499486682945371,90.9929257733553,346,0.283406761077179,0.413208307544909,1,"KOR",104,"European Tour","European Challenge Tour",-1.20830542373539,0.376105911424276,3.60196927400611e-12,2.82411638818498,2.78273931366034
46,"Harris English","14577",-1.00280767649947,0.44956318010997,2.67173016028831,45,1,-1.00302243697332,0.000214760473851161,85.8265428479408,401,-0.645055574584504,0.367358352559923,1,"USA",104,"PGA Tour","PGA Tour",-1.17505853586179,0.376346203240616,6.92476880784465e-12,2.47771690778833,2.63363531956944
47,"Lee Westwood","4052",-0.987204555389711,0.451231060065853,2.74573330077392,49,-2,-0.986342747076946,-0.000861808312765056,89.4239676287453,384,-0.377491307074454,0.395440976231043,1,"ENG",97,"European Tour","PGA Tour",-1.16364790414875,0.375903482707334,8.091261097256e-12,2.65490681950561,2.70840209153122
48,"Steve Stricker","4818",-0.979272047015817,0.613653064101176,2.72763893592259,47,1,-0.995224026459131,0.0159519794433136,31.6272482812568,197,-0.767148268911104,0.280450708753664,1,"USA",32,"PGA Tour","PGA Tour",-1.42152459993162,0.428778735007572,4.24562300208809e-11,2.32215272901068,2.65771407071569
49,"Daniel Summerhays","12424",-0.973540982314562,0.450752627749973,2.72847123461949,50,-1,-0.974264341494865,0.00072335918030253,83.1197060663685,379,-0.588063685037659,0.356317251538807,1,"USA",97,"PGA Tour","PGA Tour",-1.15162269770106,0.377260115187379,1.19792595891499e-11,2.60932483568985,2.6909807406822
50,"Patton Kizzire","13470",-0.970223169871922,0.545015214428157,2.81959070359473,51,-1,-0.967652470935135,-0.00257069893678685,58.5908527923317,104,0.333122406793577,0.591241424488679,0,"USA",96,"Web.com Tour","Web.com Tour",-1.28289156178349,0.391985005092742,6.85545022611261e-12,2.79863280232737,2.76641467459953
51,"Chris Wood","12451",-0.966225013948743,0.475810195612334,2.73791074514627,52,-1,-0.96515189499211,-0.00107311895663298,73.0362310774108,315,-0.0723051306679029,0.404658179276434,1,"ENG",78,"European Tour","European Tour",-1.1929365256523,0.383675656665626,1.24610645832212e-11,2.61161536262944,2.69624922923285
52,"Shane Lowry","13900",-0.962624277323851,0.465758851655399,2.78715605598484,53,-1,-0.964568619083667,0.00194434175981595,76.3634081521663,332,-0.369430688746288,0.381470032826238,1,"IRL",78,"European Tour","European Tour",-1.16552669962977,0.381592748523006,1.58482174409896e-11,2.74489852255396,2.74796425968709
53,"Martin Kaymer","8117",-0.958351658842617,0.450292326020546,2.84378516207565,54,-1,-0.958467715885779,0.000116057043162088,89.2368968200361,380,-0.402299519276556,0.388904981836349,1,"GER",92,"European Tour","European Tour",-1.13220925278049,0.376033852352138,1.46884234344574e-11,2.88253574609234,2.80790862906339
54,"Danny Lee","11826",-0.953234137100272,0.446864103685299,2.75553454049346,57,-3,-0.932362728815501,-0.020871408284771,93.0618433835618,383,-0.525643680273563,0.395699658374906,1,"NZL",115,"PGA Tour","PGA Tour",-1.11519442777947,0.373878629110867,1.53710524010269e-11,2.68082455541239,2.7190592264035
55,"Webb Simpson","11049",-0.951342464020814,0.465244265102598,2.74102529552104,55,0,-0.955082229833477,0.00373976581266278,72.3712285253794,344,-0.748746363722832,0.348622691322877,1,"USA",80,"PGA Tour","PGA Tour",-1.14600246526167,0.382561192174702,2.52659151552546e-11,2.62379243446207,2.70125293974395
56,"Victor Dubuisson","10198",-0.947373519956646,0.476723730256328,2.90906196984797,56,0,-0.949169253924378,0.00179573396773192,72.4088977518852,290,-0.275085736166835,0.405256210952437,1,"FRA",78,"European Tour","European Tour",-1.16491614526109,0.383622019000181,2.04647695791013e-11,3.05989711270478,2.86973448761837
57,"Graeme McDowell","7548",-0.925926449736336,0.462127891420337,2.72906128035909,43,14,-1.02502048178028,0.099094032043944,81.1641562810332,340,-0.464202321663166,0.400875717406141,1,"NIR",90,"European Tour","PGA Tour",-1.11151930872631,0.378883279792788,3.02051601218504e-11,2.60413947050886,2.68964928641758
58,"Billy Horschel","11276",-0.925419081452845,0.455967895864828,2.77984539990052,58,0,-0.926831297791468,0.00141221633862332,75.4521989126952,373,-0.759096419906399,0.32494169236758,1,"USA",86,"PGA Tour","PGA Tour",-1.10996857743748,0.38105038121372,4.01012377824258e-11,2.73029919917744,2.74219505602513
59,"Kevin Chappell","13305",-0.913479880198855,0.458303617269046,2.89937031453156,59,0,-0.914705862390113,0.0012259821912578,78.3829222634425,361,-0.590235989413833,0.362363843165616,1,"USA",90,"PGA Tour","PGA Tour",-1.09815996367578,0.379403025417904,4.07700036983397e-11,3.02858917582282,2.86291914227157
60,"Russell Henley","14578",-0.909795373341905,0.462656337458039,2.82787521824351,60,0,-0.911553401682776,0.0017580283408708,73.3344570978256,351,-0.700904551420407,0.343596952703625,1,"USA",84,"PGA Tour","PGA Tour",-1.10132404270225,0.381988834958762,5.20856057961625e-11,2.85214056503939,2.78977191959588
61,"Thongchai Jaidee","5973",-0.898341315211335,0.441612480039979,2.65722789343593,61,0,-0.897888340459884,-0.000452974751450785,102.987020160205,421,0.0188778600324145,0.410917309452932,1,"THA",110,"European Tour","European Tour",-1.06460253001768,0.372296776117427,3.19876239526282e-11,2.47541711095975,2.62027450759016
62,"Charley Hoffman","5768",-0.88327374229573,0.459774948577975,2.93405895630913,62,0,-0.884900957969658,0.0016272156739281,73.6899933122187,364,-0.657716920451925,0.331892780575876,1,"USA",86,"PGA Tour","PGA Tour",-1.07396243391895,0.381617270199011,8.05649801040117e-11,3.12848379678058,2.8978110628124
63,"Cameron Tringale","14013",-0.878776441925543,0.448560204759595,2.70436997812049,63,0,-0.879622466010095,0.000846024084551922,82.9300277879603,395,-0.643413577516618,0.342318309236885,1,"USA",100,"PGA Tour","PGA Tour",-1.04907627556449,0.377464023159773,7.7627965399616e-11,2.55168895817259,2.66691033243817
64,"Charles Howell-III","6892",-0.866783873820917,0.443563214439092,2.71415270766284,64,0,-0.867047366513826,0.00026349269290904,90.2278140450193,414,-0.530367085679241,0.361908948393335,1,"USA",108,"PGA Tour","PGA Tour",-1.02773514468329,0.37462093514077,8.16503271795229e-11,2.58546468325836,2.67766252453702
65,"Matt Jones","8605",-0.856275041666402,0.461768177646483,2.90167412498927,65,0,-0.857104475967724,0.000829434301321652,75.3438635169358,337,-0.531582007677705,0.356218501962973,1,"AUS",86,"PGA Tour","PGA Tour",-1.04699420311121,0.380935625097378,1.19176784543717e-10,3.0397604258823,2.86469594856859
66,"Will Wilcox","14696",-0.854006992123374,0.491655346948277,2.72964199154916,66,0,-0.854786523338104,0.000779531214729623,61.1547401712493,271,-0.0725133487080044,0.368575608751636,1,"USA",70,"PGA Tour","Web.com Tour",-1.11113745749473,0.389324746927142,1.00394347130548e-10,2.56276662678101,2.68499914745716
67,"Jason Dufner","7301",-0.852433455809291,0.471202406837343,2.74109903450904,67,0,-0.853973714724808,0.00154025891551746,69.6340705257517,346,-0.57540858397435,0.354787879507948,1,"USA",81,"PGA Tour","PGA Tour",-1.05599615556518,0.384035498647959,1.4378112119204e-10,2.61820723775702,2.70029483737926
68,"Anirban Lahiri","12669",-0.843633877385745,0.460092950376218,2.76762072181321,69,-1,-0.841265339201655,-0.00236853818408989,83.6295391254587,323,0.0842576469101931,0.405637009770513,1,"IND",94,"European Tour","Asian Tour",-1.04326534977733,0.378276876732021,9.43192560545485e-11,2.70038283762609,2.72910955016906
69,"Graham Delaet","10252",-0.835035737734729,0.486221649636062,2.80445109352513,70,-1,-0.837934724978853,0.00289898724412352,58.3414964915355,327,-0.557722947671151,0.304913770350487,1,"CAN",70,"PGA Tour","PGA Tour",-1.07592494413844,0.391321234833738,2.24775686026739e-10,2.78559490613909,2.76198016709018
70,"Brendon Todd","12425",-0.830098093292632,0.452296775193543,2.79171461551201,71,-1,-0.830948536442477,0.00085044314984517,82.3667958536445,362,-0.609595799257988,0.35864709851495,1,"USA",94,"PGA Tour","PGA Tour",-1.00021324979804,0.377786926264631,1.88749406834564e-10,2.76157787441047,2.75483177737097
71,"Scott Piercy","7899",-0.817371882592241,0.473243552356193,2.79792752862548,68,3,-0.851320571565919,0.0339486889736779,76.8559546324444,326,-0.634974733445831,0.428816221028986,1,"USA",97,"PGA Tour","PGA Tour",-0.998118007738822,0.380236232775143,2.55403164067743e-10,2.76900869201323,2.75761472936188
72,"Hunter Mahan","7636",-0.802478477862431,0.458575886959022,2.74386091051393,72,0,-0.803927465483408,0.00144898762097667,76.0550097442649,365,-0.742909988757952,0.344360988261289,1,"USA",84,"PGA Tour","PGA Tour",-0.978678057657848,0.380717778064853,3.73730366165869e-10,2.63763311746998,2.70526909052428
73,"William McGirt","12477",-0.781693546577191,0.452485988028158,2.81949134464167,73,0,-0.782300898662494,0.000607352085303048,80.8144710731398,383,-0.513020543110164,0.349692402736374,1,"USA",98,"PGA Tour","PGA Tour",-0.956037619718189,0.378151052251492,4.17682423755838e-10,2.82982832250119,2.78294589835079
74,"Nick Watney","7955",-0.771084771718689,0.462432493524199,2.74641748755581,74,0,-0.772571387411026,0.00148661569233677,74.3825161724286,363,-0.587516727895671,0.35247050306286,1,"USA",92,"PGA Tour","PGA Tour",-0.956133624923721,0.381205297303166,5.73777593441735e-10,2.64104422533453,2.7072061622428
75,"Gary Woodland","12577",-0.77083296144672,0.470779542459055,2.76624999501009,75,0,-0.771367623816124,0.000534662369404471,66.822948945914,329,-0.726944630838823,0.324195947451775,1,"USA",74,"PGA Tour","PGA Tour",-0.96974015663365,0.385699227391474,7.24977407999204e-10,2.68441217415361,2.72589538634471
76,"Brendon de Jonge","8767",-0.768049745103661,0.430762676269345,2.70938264270687,76,0,-0.767583878580915,-0.000465866522745939,99.1141317362907,490,-0.478420562285764,0.336823477125406,1,"ZIM",108,"PGA Tour","PGA Tour",-0.911468057718319,0.371837249380313,4.56162191848579e-10,2.58780661633811,2.67492015232877
77,"John Senden","5207",-0.755572780190742,0.450194050543724,2.62878924049903,77,0,-0.754770889553835,-0.000801890636907499,85.2316204847026,388,-0.299350073424959,0.365703413910692,1,"AUS",89,"PGA Tour","PGA Tour",-0.928710590539626,0.376873030360464,5.79353685383443e-10,2.37400801052834,2.58995331769097
78,"Matthew Fitzpatrick","17646",-0.740205861962017,0.485400674602494,2.85433767798896,79,-1,-0.735297797950068,-0.00490806401194865,83.7671860716703,180,0.236668685599729,0.534385855182325,1,"ENG",105,"European Tour","European Tour",-0.946139704059211,0.378901775107325,5.34002660304786e-10,2.89892484744325,2.8127619460386
79,"Daniel Berger","17606",-0.714669611234536,0.480472983191383,2.86209842790456,80,-1,-0.714708107194786,3.84959602496293e-05,72.7772416967634,198,-0.435567740492144,0.432005025797889,1,"USA",97,"PGA Tour","PGA Tour",-0.907984964270482,0.382247270931942,1.40754134264754e-09,2.93443185184628,2.82148066153871
80,"Andy Sullivan","15326",-0.69959825641671,0.455214744127886,2.88555862541542,78,2,-0.739422356283403,0.0398240998666934,87.7622656610163,351,-0.0191583819290208,0.404084278805811,1,"ENG",97,"European Tour","European Tour",-0.877542740293076,0.377224593132136,1.40827963955546e-09,2.97970950229765,2.84942592769806
81,"Brian Harman","8825",-0.670876572738353,0.448262670539348,2.78501048581228,82,-1,-0.67153225476823,0.000655682029876981,84.3112048976264,407,-0.569464785131112,0.350766619778201,1,"USA",96,"PGA Tour","PGA Tour",-0.829326375600474,0.376768711177129,2.95853102931982e-09,2.74692349383927,2.74869859829798
82,"Chris Kirk","12423",-0.669425843084419,0.455275797547967,2.86205553700017,81,1,-0.696111616151762,0.0266857730673428,78.0053994925647,381,-0.772056376589744,0.341435719478119,1,"USA",80,"PGA Tour","PGA Tour",-0.831750574095615,0.379949267072852,3.84817929185961e-09,2.93708468345035,2.82561247255182
83,"David Hearn","7340",-0.664544595277725,0.44855901510045,2.76797662139854,83,0,-0.664939458734299,0.000394863456573691,84.6646978815345,399,-0.540089359187089,0.354713527925426,1,"CAN",99,"PGA Tour","PGA Tour",-0.823201129842848,0.376649736355188,3.22932237067469e-09,2.70611121011107,2.73138964385914
84,"Jerry Kelly","5151",-0.658157189937843,0.473905168395052,2.73501873745665,84,0,-0.660012996393584,0.00185580645574135,67.1749552333278,329,-0.506665399847394,0.345844176738199,1,"USA",75,"PGA Tour","PGA Tour",-0.85862167390903,0.385092668148045,4.06092241186299e-09,2.59717725678409,2.69364834111794
85,"Stewart Cink","5665",-0.658045305359917,0.465294615825573,2.7022596404462,85,0,-0.658850457492923,0.00080515213300647,74.3586307932318,327,-0.489131142359613,0.367545781263449,1,"USA",87,"PGA Tour","PGA Tour",-0.840347198780631,0.381218750066838,3.78043146768151e-09,2.5256464773765,2.66189933785412
86,"George McNeill","6419",-0.648872394062596,0.466041307918891,2.76732264800132,86,0,-0.649282401765039,0.000410007702443038,74.7874822767588,334,-0.414122841568378,0.374867752748193,1,"USA",97,"PGA Tour","PGA Tour",-0.833019156835657,0.38107671930966,4.19052615994874e-09,2.69365736256765,2.72779767164911
87,"Joost Luiten","10158",-0.639316219940741,0.456956650502514,2.69949499562386,87,0,-0.638850286589177,-0.000465933351563863,83.9315558081127,364,-0.205344569459581,0.390167068882686,1,"NED",87,"European Tour","European Tour",-0.812522686974243,0.37831969376316,4.48755983952794e-09,2.53796100849239,2.66053826338953
