"Rank","Player","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev"
11,"Phil Mickelson","1547",-1.75081284179761,0.420006741792798,2.75280619672129,75.1313357996019,334,-0.872503539979488,0.365585053281576,1,"USA",87,"PGA Tour","PGA Tour",-1.98492367022176,0.318200121532752,1.21540641438907e-20,2.67553924077152,2.72057646346426
12,"Adam Scott","6430",-1.72172422114822,0.426334221531924,2.88650382118734,74.6502882679526,310,-0.702389347595075,0.391093495110769,1,"AUS",71,"PGA Tour","PGA Tour",-1.96431193142041,0.318535300060789,2.44548561456755e-20,3.01636199405852,2.85484560725793
13,"Jason Day","9771",-1.71386584659949,0.415586012760947,2.75515349874168,75.8626536100476,309,-0.821878054316815,0.408006324024237,1,"AUS",85,"PGA Tour","PGA Tour",-1.94764668011844,0.298837725823863,1.19257409849484e-22,2.68365518063358,2.72362975964539
14,"Webb Simpson","11049",-1.69515532447306,0.406858371003838,2.75343779728335,89.066810357138,333,-0.748085228107054,0.402231967585721,1,"USA",101,"PGA Tour","PGA Tour",-1.89874785196778,0.311451307121817,2.45298035702229e-20,2.68862525445007,2.72321243560848
15,"Bo Van Pelt","6457",-1.66650027616827,0.398256705438702,2.72000319091633,93.0689935897447,404,-0.86560636525533,0.383526261167903,1,"USA",102,"PGA Tour","PGA Tour",-1.85486494055764,0.310001325837526,6.12026383564504e-20,2.61740249999234,2.69068930855425
16,"Nick Watney","7955",-1.66211929731361,0.408915472881887,2.9050316209914,85.5041838046642,374,-0.890180406604889,0.388931003683562,1,"USA",89,"PGA Tour","PGA Tour",-1.86468958274667,0.313205557527792,1.08549810693771e-19,3.04571849582268,2.87610793521344
17,"Zach Johnson","6986",-1.65355318346135,0.413758322553271,2.66329113375792,77.3891994537412,357,-0.946492566816712,0.354225554532745,1,"USA",82,"PGA Tour","PGA Tour",-1.87145945419229,0.316969689178579,2.39360988043024e-19,2.45405443354184,2.63095490529037
18,"K.J. Choi","1804",-1.61456888537887,0.409582687661836,2.7430417007552,86.5541005461457,349,-0.681331666532148,0.398649386098174,1,"KOR",94,"PGA Tour","PGA Tour",-1.82135727539261,0.312821369570567,3.47030908398278e-19,2.66218783503815,2.71229050694236
19,"Rickie Fowler","12965",-1.61230048602404,0.423408847571708,2.8487025061645,82.9490883187031,241,-0.735553175418621,0.440664266550657,1,"USA",93,"PGA Tour","PGA Tour",-1.82658035027486,0.314177573084748,4.23572103985944e-19,2.91003312633696,2.81706068738781
20,"Paul Casey","7108",-1.53669651492483,0.431418926919827,2.84592485194412,73.139246999734,304,-0.748094828169551,0.401033886015834,1,"ENG",76,"PGA Tour","PGA Tour",-1.76966014424832,0.319658698105157,8.01079910296591e-18,2.91214768359161,2.813035010875
21,"Charles Howell-III","6892",-1.494866557619,0.396131999785728,2.54149336931793,92.0278442714939,407,-0.677428659020154,0.367770301126708,1,"USA",107,"PGA Tour","PGA Tour",-1.68242380693112,0.310244814106257,9.5545303945032e-18,2.21106222860251,2.51043183238119
22,"Justin Rose","6093",-1.49209562266121,0.412262772918453,2.7846795627416,83.8015977441754,343,-0.757154543697705,0.393717655500258,1,"ENG",95,"PGA Tour","PGA Tour",-1.69400661887828,0.313926532656171,1.65918772765461e-17,2.75947350956601,2.75399340471548
23,"Peter Hanson","6850",-1.47754886491282,0.411843066410675,2.76919380293809,87.0962397621744,361,-0.395074010555741,0.41024940824307,1,"SWE",93,"European Tour","European Tour",-1.68783553508301,0.313391087612904,1.73445210950618e-17,2.72307727446817,2.73839726973282
24,"Freddie Jacobson","3846",-1.46694183178483,0.413004828383243,2.70753227393456,81.6923566064905,342,-0.755333969873467,0.383540995496001,1,"SWE",99,"PGA Tour","PGA Tour",-1.6718379460475,0.314622477228695,3.57161139253023e-17,2.57146069271937,2.67584716045767
25,"Jim Furyk","2881",-1.40919588339754,0.414486334167548,2.73535690202658,82.1649115567014,353,-0.940963589460374,0.39315845828681,1,"USA",94,"PGA Tour","PGA Tour",-1.60157171553305,0.314634550628185,2.35397916243249e-16,2.6390681447444,2.70377115530379
26,"David Toms","4340",-1.39700870491681,0.418075146224332,2.78974877752686,78.0578348256888,334,-0.747295300605166,0.380916974817821,1,"USA",85,"PGA Tour","PGA Tour",-1.60660783538137,0.316333262869707,2.9735777032964e-16,2.77039025997595,2.75824426290025
27,"John Senden","5207",-1.39284363687452,0.387725456483182,2.65064889339569,107.90430698012,438,-0.515496799283237,0.40357152310289,1,"AUS",114,"PGA Tour","PGA Tour",-1.55738067337445,0.305169392436157,9.40051970469655e-17,2.48586823558588,2.62213815929952
28,"Brandt Snedeker","8820",-1.35861787028997,0.413103841427272,2.78748905021345,81.6924226904582,353,-0.720263323520062,0.384045920130711,1,"USA",94,"PGA Tour","PGA Tour",-1.55834277378897,0.31461203608123,7.28151151768806e-16,2.76615160291824,2.75670825827796
29,"Francesco Molinari","7655",-1.35422124341162,0.40703976136777,2.66131337321583,86.1963246683356,384,-0.350604042332577,0.381272766017033,1,"ITA",83,"European Tour","European Tour",-1.55942402592883,0.313858056405312,6.03915404296159e-16,2.46990369593102,2.63000142644887
30,"Ian Poulter","1435",-1.34643211171659,0.419835192486416,2.74136495289924,78.3207170876207,337,-0.634996184637549,0.3893778401233,1,"ENG",83,"PGA Tour","PGA Tour",-1.55745329036472,0.316792065807816,1.17167222550352e-15,2.64886223823523,2.70902569499334
31,"Dustin Johnson","12422",-1.33663165143272,0.415137013283848,2.86091189333385,79.0693910431228,351,-0.769393163599251,0.373575920533572,1,"USA",90,"PGA Tour","PGA Tour",-1.5386970865168,0.316178829411554,1.67104403798102e-15,2.94790494874935,2.83063210637145
32,"Bill Haas","7900",-1.32230620340333,0.40281052965961,2.69310359223814,91.0941309337931,385,-0.845231215857849,0.394298467501735,1,"USA",103,"PGA Tour","PGA Tour",-1.49569163095436,0.310784194006348,1.67299000087386e-15,2.55273594907055,2.66280878692431
33,"Robert Allenby","4949",-1.31445775184207,0.400925754015632,2.61916822635797,91.861377609538,403,-0.604325737117944,0.389247743798654,1,"AUS",97,"PGA Tour","PGA Tour",-1.49583489551648,0.31059055370815,1.60115560424433e-15,2.38587165932711,2.58830074329281
34,"Robert Karlsson","4331",-1.30911461116279,0.424046308947029,2.8647188528026,78.4477529933288,313,-0.631626550007099,0.410143299827488,1,"SWE",85,"PGA Tour","European Tour",-1.51827995042772,0.316710805310534,3.12632531049833e-15,2.95506930290743,2.83316057318873
35,"Bubba Watson","7334",-1.30601620010341,0.417900035632389,2.80241151154016,82.3349946557232,344,-0.801687823657437,0.410204976760833,1,"USA",96,"PGA Tour","PGA Tour",-1.49815012944091,0.314634789131733,3.43998410033151e-15,2.80051684868031,2.77107737896856
36,"Graeme McDowell","7548",-1.27774638429944,0.407179049733384,2.94951135262131,87.9590405901764,377,-0.495395866624257,0.394332188767677,1,"NIR",86,"European Tour","European Tour",-1.46917770338312,0.312725714384888,4.90855681902288e-15,3.14519456518583,2.9212706893919
37,"Ryan Moore","7489",-1.25874773475559,0.428924787454521,2.83660217363925,68.2572096788193,320,-0.884785855407306,0.345596406748423,1,"USA",74,"PGA Tour","PGA Tour",-1.47963462886091,0.322099585047566,2.27847991206688e-14,2.89494082200314,2.80398563088365
38,"Retief Goosen","4884",-1.23914920591792,0.406085137080117,2.79023253755393,84.0784747606523,381,-0.488305511400111,0.365309689361502,1,"RSA",82,"European Tour","PGA Tour",-1.43555509329245,0.314001111038255,1.46727982870109e-14,2.7749182896787,2.76052394937398
39,"Geoff Ogilvy","5698",-1.2093498189158,0.419794012759624,2.81183798274339,79.8875052731611,335,-0.574380305286784,0.401702577280548,1,"AUS",81,"PGA Tour","PGA Tour",-1.41091831909355,0.315770162481324,3.75387323920607e-14,2.82397801197111,2.7803247702471
40,"Louis Oosthuizen","7672",-1.17558780633824,0.420628029921138,2.82436411898916,79.6414296375976,344,-0.275531062012453,0.402093700621774,1,"RSA",82,"European Tour","European Tour",-1.3891027495666,0.316438794285733,7.1921476912548e-14,2.85476516327485,2.79286675963571
41,"Aaron Baddeley","6252",-1.16411933547016,0.413553336603813,2.81145727504205,81.668669948139,338,-0.65600485946157,0.385871346567434,1,"AUS",89,"PGA Tour","PGA Tour",-1.35468242133466,0.314667826392923,1.19757278815275e-13,2.82435092306327,2.78087497870197
42,"K.T. Kim","7880",-1.1397820683386,0.396942854749822,2.77103822507311,107.009191523592,378,0.35451003612709,0.436754035612684,0,"KOR",104,"Japan Golf Tour","Japan Golf Tour",-1.32845904863722,0.307796865884608,6.50838938475573e-14,2.73435785166217,2.74246043086849
43,"Spencer Levin","8199",-1.13774412187312,0.390756159950529,2.64628647297165,100.295462578745,416,-0.555138352349465,0.385017992499502,1,"USA",116,"PGA Tour","PGA Tour",-1.29723997188298,0.307260797543255,1.27350685554353e-13,2.46509634910287,2.61727753982902
44,"Tim Clark","3849",-1.13278623013586,0.540061600997275,2.72364698944682,33.4290777952403,290,-0.704867336836542,0.166407646465453,1,"RSA",10,"None","PGA Tour",-1.57174657901111,0.365722973785058,3.05552236487645e-12,2.39286661047034,2.66956670458915
45,"Gary Woodland","12577",-1.13246032794677,0.432702186209423,2.8129711191189,80.3914393018648,232,-0.630110596460031,0.465980359362343,1,"USA",101,"PGA Tour","PGA Tour",-1.32706204213347,0.315219938809191,2.54641717494603e-13,2.82168012920801,2.77949192030605
46,"Y.E. Yang","6629",-1.12970142968001,0.407608524511394,2.79916804758461,84.6105243358568,380,-0.570057376804916,0.37655935822195,1,"KOR",82,"PGA Tour","PGA Tour",-1.3153211041452,0.313664028950812,2.56810809357819e-13,2.79560631451149,2.76933151669574
47,"Martin Laird","9586",-1.12258470398318,0.398377692156555,2.74409142157868,77.6289627168986,363,-0.822491108151331,0.34826993037351,1,"SCO",82,"PGA Tour","PGA Tour",-1.31181469955689,0.296334281923173,1.0648146007084e-14,2.66320012335169,2.71501987918574
48,"Stewart Cink","5665",-1.10881900626093,0.430717073181727,2.76350825544372,66.5227731509381,319,-0.821480765010337,0.336082111888405,1,"USA",74,"PGA Tour","PGA Tour",-1.32767800738751,0.323309553177254,9.65934573189013e-13,2.6947060141321,2.72973637569186
49,"Anders Hansen","5724",-1.10717440287741,0.423352333421596,2.70861849388437,74.5785952910111,324,-0.28700779325382,0.373371629369089,1,"DEN",74,"European Tour","European Tour",-1.32765312768194,0.319582804833447,5.26011608793001e-13,2.56018731457127,2.67532931565423
50,"J.B. Holmes","7959",-1.09141538780552,0.446282448840497,2.79206314442116,55.4671915776922,316,-0.699153624006426,0.270872053664629,1,"USA",52,"PGA Tour","PGA Tour",-1.35673121273596,0.332137885958916,2.02007610960085e-12,2.7689485924565,2.75616555712677
51,"Kevin Na","7452",-1.08683724108812,0.413380598371549,2.73366289109682,74.9307624489527,365,-0.680861628268953,0.333575662496955,1,"USA",83,"PGA Tour","PGA Tour",-1.28634911336626,0.31791036484166,1.02987011210247e-12,2.62890668790241,2.70222672680325
52,"Jason Dufner","7301",-1.07159550238993,0.421974570185912,2.86948318409936,71.2828818088642,333,-0.758101960578172,0.342129097769178,1,"USA",81,"PGA Tour","PGA Tour",-1.2766468860703,0.320113609523975,1.826890893274e-12,2.98071871392213,2.83828666733038
53,"Ben Crane","6674",-1.0609085868619,0.418874257945991,2.70071222007292,77.1544185041796,342,-0.722988852877133,0.377357770097163,1,"USA",81,"PGA Tour","PGA Tour",-1.25220192085861,0.316888483323921,1.89938356885637e-12,2.54585545234228,2.6680312688725
54,"Simon Dyson","6436",-1.05693974816194,0.400178023338984,2.86306156015915,97.9585623888429,399,-0.101289145149853,0.413638489138509,1,"ENG",104,"European Tour","European Tour",-1.23490103477306,0.309763809849057,8.81879140101998e-13,2.9346927882624,2.8349566216959
55,"Ernie Els","874",-1.04413902361581,0.40108698978153,2.75060750205678,94.6026163716624,381,-0.621499998886341,0.404488983387559,1,"RSA",97,"PGA Tour","PGA Tour",-1.20502374769369,0.309780249106454,1.77686150448394e-12,2.6862072583573,2.72120761005092
56,"Bryce Molder","7292",-1.0038850175352,0.42061314769597,2.70180885025986,73.0167106143169,343,-0.52083664662797,0.35195878173367,1,"USA",81,"PGA Tour","PGA Tour",-1.21058584076101,0.31888288873589,6.55058938605141e-12,2.54108620012535,2.6688678579742
57,"Carl Pettersson","7048",-1.00117145781134,0.400673682624798,2.68070065534881,87.614360397621,399,-0.665102040502276,0.363678726930573,1,"SWE",99,"PGA Tour","PGA Tour",-1.1690584685305,0.31198171193207,5.74125344171001e-12,2.52010270764101,2.65058797319376
58,"Scott Verplank","220",-0.992599791203901,0.484926561701064,2.77637484224019,45.3922771015853,284,-0.711205947583184,0.267233248059993,1,"USA",42,"PGA Tour","PGA Tour",-1.30592087201514,0.34359665228179,2.91775245649924e-11,2.69239654725547,2.7336977693924
59,"Chad Campbell","6248",-0.956625386108961,0.406601344903115,2.6454905387386,83.7752954826413,371,-0.629865633948542,0.367856667863088,1,"USA",98,"PGA Tour","PGA Tour",-1.13080501963949,0.313502116016126,1.69067072247755e-11,2.42744606119567,2.61405729410785
60,"Vijay Singh","653",-0.954098022704585,0.431786700700647,2.81171994021621,68.8163140051596,312,-0.808389240078832,0.364602955902355,1,"FIJ",81,"PGA Tour","PGA Tour",-1.15616291195205,0.321709735985357,3.18783860736794e-11,2.82577445262943,2.778368094279
61,"Jerry Kelly","5151",-0.948551878928529,0.409251709119979,2.74716267323645,82.2698535485582,365,-0.648418643622397,0.370200131705955,1,"USA",87,"PGA Tour","PGA Tour",-1.12455975078573,0.314193082799683,2.14446132475888e-11,2.66969161451858,2.71650801430919
62,"Kevin Streelman","8480",-0.937073920918302,0.407583848776364,2.6924014722962,79.3054556861372,392,-0.677731177640925,0.340653502193429,1,"USA",89,"PGA Tour","PGA Tour",-1.11706926031102,0.315584587359492,3.08251622907495e-11,2.53285355649216,2.66137203228699
63,"Alvaro Quiros","7886",-0.935382886961954,0.41775768503839,2.96634762267374,78.4686263746716,348,-0.392755067380955,0.378480416021745,1,"ESP",78,"European Tour","European Tour",-1.13029009346268,0.317413405031309,3.01259679941744e-11,3.2105245355468,2.9367833994242
64,"Lucas Glover","7399",-0.923785634501719,0.423539847087453,2.79753020248312,74.4550028246665,344,-0.809832181593879,0.377207696320753,1,"USA",82,"PGA Tour","PGA Tour",-1.1087779650613,0.318371570811753,5.43943472635305e-11,2.78888807977513,2.76528284841432
65,"Brandt Jobe","1391",-0.916156680199443,0.414968713061488,2.71915264264173,80.9843234179643,320,-0.347101707939267,0.388571748727646,1,"USA",99,"PGA Tour","PGA Tour",-1.10641204904529,0.314718475884706,3.42596413482141e-11,2.59826909962049,2.68730200408618
66,"Padraig Harrington","5716",-0.914220136356956,0.40963636990244,2.73013456176675,86.6563896753343,358,-0.444478391540121,0.399434548390003,1,"IRL",91,"PGA Tour","PGA Tour",-1.08874604676455,0.312814790083333,3.82126669798671e-11,2.63184989152736,2.69922818038907
67,"Camilo Villegas","9171",-0.898436716939766,0.416581958942681,2.80530361430286,76.5590093835183,352,-0.714230258577841,0.361158727014168,1,"COL",76,"PGA Tour","PGA Tour",-1.08091991667097,0.317384036913302,8.52597833900328e-11,2.81055203713181,2.77420039649341
68,"Trevor Immelman","5935",-0.895899277869057,0.444054543370102,2.75022439235465,67.5821541751876,276,-0.655805843888886,0.409219705530793,1,"RSA",83,"PGA Tour","PGA Tour",-1.10536339674144,0.322395955563168,1.00680861842277e-10,2.65311638304539,2.7141388635836
69,"Pat Perez","6762",-0.888880224572072,0.431595233628129,2.75033679281667,64.8720808414502,328,-0.602079584381212,0.323106915728269,1,"USA",73,"PGA Tour","PGA Tour",-1.10788811464445,0.324246000196381,1.22003166751241e-10,2.6564533659886,2.71626177461425
70,"Jamie Donaldson","7084",-0.888761186439096,0.411626379471778,2.67922812039039,85.3862731361846,353,0.0314915215463587,0.395968041406037,1,"WAL",90,"European Tour","European Tour",-1.08468665094858,0.314842366701314,5.55003168812471e-11,2.50926064556897,2.64741894017807
71,"Alexander Noren","10419",-0.887899465394304,0.410581933688534,2.86098996711099,89.3170119070489,357,-0.10816402950818,0.416373766029732,1,"SWE",95,"European Tour","European Tour",-1.07085687673038,0.312927822225684,5.70412982218252e-11,2.93614995057555,2.83137529614821
72,"Brendon de Jonge","8767",-0.878225045863542,0.391703960538723,2.7557281235608,94.3944812104422,421,-0.56889981092291,0.359845277433608,1,"ZIM",108,"PGA Tour","PGA Tour",-1.03142613008534,0.309157248454232,7.83936117613692e-11,2.70063709069413,2.72774733035928
73,"Mark Wilson","4107",-0.876951988706595,0.407513852579485,2.79493592169167,83.1823309941255,387,-0.753614851960931,0.368007538256981,1,"USA",94,"PGA Tour","PGA Tour",-1.04226209984365,0.313828604839054,1.18398141827173e-10,2.78589882128761,2.76506767843362
74,"Joost Luiten","10158",-0.873141863580455,0.430794080997746,2.71137132664865,83.1934750325078,241,0.0774347140614272,0.471015192148696,1,"NED",92,"European Tour","European Tour",-1.07836591113728,0.315845574442155,7.29096361374818e-11,2.57592241566457,2.67692938471484
75,"Brian Gay","5951",-0.87245362348908,0.407876821517024,2.64608783960487,78.3562060569886,385,-0.618765555100342,0.334877118212318,1,"USA",89,"PGA Tour","PGA Tour",-1.05302504508387,0.316038476418839,1.27279265397336e-10,2.41554150390276,2.61446310996617
76,"Bud Cauley","14502",-0.870626892861002,0.722501714422367,2.79955458741654,27.6402195953064,42,-0.246324709633306,0.686764665551933,1,"USA",38,"PGA Tour","PGA Tour",-1.41863556684898,0.381786386248122,3.37196516750444e-10,2.51631534992886,2.70471757501254
77,"Steve Marino","7741",-0.868327796423998,0.420428125510678,2.8376158995694,68.1412783809607,384,-0.73603625856158,0.304594925788724,1,"USA",75,"PGA Tour","PGA Tour",-1.06944470918041,0.322028064336105,1.99438015478105e-10,2.90130840330502,2.80629723742312
78,"Nick O'Hern","6100",-0.861925837293007,0.428769370439775,2.74966598069117,76.0382727374447,319,-0.346678785550249,0.415050890133287,1,"AUS",96,"PGA Tour","PGA Tour",-1.0609892272581,0.317368911379749,1.28848093703203e-10,2.66465430179068,2.71603016042588
79,"Anthony Kim","11641",-0.855451274024508,0.434714828350704,2.8811954535995,67.7160956283987,320,-0.55954121765466,0.366882093006137,1,"USA",79,"PGA Tour","PGA Tour",-1.06577902170787,0.322558052375406,2.29831229150351e-10,3.01500154991819,2.84821176527562
80,"Sangmoon Bae","10081",-0.855303353636518,0.44589136959205,2.72207438001754,76.332184435567,237,0.62994693269955,0.485606948794979,0,"KOR",85,"Japan Golf Tour","Japan Golf Tour",-1.10429631743489,0.320644865463123,8.14442040351638e-11,2.58784047479453,2.68530627990015
81,"Greg Chalmers","5625",-0.853598104824704,0.398397038400608,2.67908942766341,94.6267323701276,404,-0.335025629021307,0.393303330092348,1,"AUS",99,"PGA Tour","PGA Tour",-1.01510138777552,0.309261554324149,1.12834930217152e-10,2.52692310920267,2.6493017874926
82,"Keegan Bradley","13872",-0.840229380573072,0.434390227534963,2.84260783957186,78.9065426145747,199,-0.482282772232931,0.462885782481063,1,"USA",98,"PGA Tour","Web.com Tour",-1.02563773489097,0.315931085908396,2.21149762460649e-10,2.89553169154664,2.80922132624282
83,"Jeff Overton","10498",-0.82958893581246,0.408580884593996,2.77436923455996,83.8152282454498,377,-0.723425914833097,0.377062402661164,1,"USA",97,"PGA Tour","PGA Tour",-0.992142522568174,0.313662082518869,3.27846446661551e-10,2.73604868190372,2.74411849423767
84,"Ryan Palmer","7820",-0.829296714190448,0.417219872191821,2.81016866679549,76.4672373233922,337,-0.749490163159097,0.364175678306252,1,"USA",86,"PGA Tour","PGA Tour",-1.00603487454387,0.317206879330451,3.88537958429771e-10,2.82267404871869,2.77902420178152
85,"Chris Kirk","12423",-0.82700183833744,0.431562973140297,2.75210294554184,72.1101408186811,276,-0.352717262536867,0.395428992890578,1,"USA",90,"PGA Tour","Web.com Tour",-1.03314857030721,0.319330718828312,2.94119546600809e-10,2.66711016533542,2.71805519132236
86,"Edoardo Molinari","7033",-0.814237722743165,0.405692502574264,2.67911874291956,91.3182842540269,357,-0.193494862498257,0.406137038630005,1,"ITA",93,"European Tour","European Tour",-0.985221440255755,0.311701320113418,2.93194331445289e-10,2.52005447204931,2.64822409021932
87,"Jonathan Byrd","6931",-0.812232242980864,0.414733722809406,2.72984187321177,81.4477231675622,349,-0.750523937884349,0.390085339028477,1,"USA",90,"PGA Tour","PGA Tour",-0.977243527719347,0.314714901347074,5.07923232619078e-10,2.62494903227904,2.69815355232147
88,"Charlie Wi","5905",-0.808620664445785,0.408716528590319,2.75941024548599,79.9768311524121,376,-0.573989723459853,0.351242635923961,1,"KOR",86,"PGA Tour","PGA Tour",-0.983818240637042,0.315230897001837,4.74487962337493e-10,2.69873885456458,2.72897337879103
89,"Davis Love III","3464",-0.802854051457979,0.435036309379398,2.73598146383226,64.8817834649889,313,-0.718239793640027,0.339349886760205,1,"USA",70,"PGA Tour","PGA Tour",-1.01041092069373,0.324231277417671,8.43750322071788e-10,2.61463060468758,2.70117344499669
90,"Andres Romero","7751",-0.799148310380734,0.436944321499284,2.79178501751766,65.2065927563367,302,-0.710294401370022,0.351605248997074,1,"ARG",77,"PGA Tour","PGA Tour",-1.0058496162587,0.324057912834583,9.0298377261394e-10,2.77039494347679,2.7573797786931
91,"Rory Sabbatini","6283",-0.798309307589457,0.412024030104737,2.91088377396147,79.0323939911518,357,-0.756418426578348,0.35929432967063,1,"RSA",93,"PGA Tour","PGA Tour",-0.967109991641858,0.31592980685318,7.24443909360362e-10,3.07303230478921,2.88157605211599
92,"Sean O'Hair","7626",-0.793270588859955,0.431525847369013,2.79101132694133,67.0978825729179,318,-0.845761105609815,0.346021234184747,1,"USA",70,"PGA Tour","PGA Tour",-0.987374932652636,0.322867065580444,1.12171994931768e-09,2.77021824966962,2.75744984907564
93,"Brian Davis","5663",-0.792821063065317,0.394103344663228,2.66870882404806,92.0161920345086,420,-0.665221104522359,0.357957676258757,1,"ENG",106,"PGA Tour","PGA Tour",-0.941214242113921,0.310177291628515,5.96232586618479e-10,2.5012838500131,2.63944868131154
94,"John Rollins","6300",-0.788858999008589,0.421453338883789,2.79132371281009,72.9884168786069,350,-0.574262298574209,0.355618620091058,1,"USA",83,"PGA Tour","PGA Tour",-0.979176675722963,0.318920712569565,8.21505117876828e-10,2.77401305810259,2.75932331430002
95,"Kyle Stanley","12069",-0.787782919557504,0.422120255685204,2.69738234797193,84.7906019734813,235,-0.33329009586193,0.447794161886403,1,"USA",105,"PGA Tour","PGA Tour",-0.964140742157515,0.313074778534279,5.38846694425633e-10,2.54770908797669,2.66414827306793
96,"Ross Fisher","9396",-0.787239366902461,0.420443599564486,2.81180399421638,81.3659952568191,341,-0.297521698755726,0.412358440254364,1,"ENG",82,"European Tour","European Tour",-0.971368419770041,0.316045695527589,6.74866896485986e-10,2.8228649467018,2.78019223822319
97,"Ricky Barnes","6846",-0.78237492552669,0.41336560676138,2.69992481208187,79.8735842167996,348,-0.612393101928969,0.372436880991827,1,"USA",83,"PGA Tour","PGA Tour",-0.954726723908277,0.315383046725127,8.674197150452e-10,2.55016653157802,2.66809348899961
98,"Gonzalo Fdez-Castano","8262",-0.780228745758075,0.439554936654931,2.86016916286184,66.0221898340199,325,0.0253707548205478,0.366966776608458,1,"ESP",46,"European Tour","European Tour",-1.01889764462351,0.325323215255989,8.15090511604638e-10,2.95890513827539,2.82619162440343
99,"Miguel A Jimenez","3596",-0.747776557877152,0.404259213043084,2.82592872143034,91.7681227724985,380,-0.242602731434391,0.40091664083833,1,"ESP",92,"European Tour","European Tour",-0.911900153632683,0.311798833595788,1.31782683673968e-09,2.85559177378114,2.79686389144605
100,"Charley Hoffman","5768",-0.739089543862006,0.406805041342232,2.79397801097318,84.4549281637629,378,-0.704347700250602,0.372865998530765,1,"USA",100,"PGA Tour","PGA Tour",-0.895774535113121,0.313365378084536,2.18489211795634e-09,2.78354478991701,2.76420382463743
101,"Ryo Ishikawa","12232",-0.72097770262404,0.391124380841699,2.95104849074913,112.317446888457,406,0.328084089133606,0.427026761823566,0,"JPN",106,"Japan Golf Tour","Japan Golf Tour",-0.87852557123727,0.307136286065219,1.46092873856759e-09,3.10420867356248,2.92501434414669
102,"Hiroyuki Fujita","5599",-0.69824502344244,0.394533879573618,2.77075076345769,112.233062025684,400,0.448821122081259,0.44136434007473,0,"JPN",107,"Japan Golf Tour","Japan Golf Tour",-0.860251958639807,0.307756810844223,2.27219663957569e-09,2.73485074177918,2.74251760451414
103,"David Lynn","5830",-0.694163457773609,0.426154040838447,2.7623513129698,73.9093059087964,342,0.0589570872832199,0.378776932335208,1,"ENG",77,"European Tour","European Tour",-0.905255577309374,0.320631814668926,4.16769010031404e-09,2.69704432296866,2.72928150064134
