"Player_Name","Player_ID","Country","WGR_Rank","Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Steven Jones",11892,"AUS","1614","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Peter Lee",15886,"NZL","1623","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Benjamin Clementson",15912,"AUS","1623","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Tom Power Horan",18096,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Dongwoo Kang",11130,"KOR","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Taylor MacDonald",17144,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Damien Jordan",14353,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Jack Wilson",15946,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Brad Moules",17917,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Hayden Beard",19397,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Josh Whitehouse",17433,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Leigh McKechnie",7061,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Darren Beck",9905,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Taylor Cooper",14477,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Byungjun Kim",15532,"KOR","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Fraser Wilkin",16089,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Aaron Wilkin",17790,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Josh Cabban",19205,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Tae Koh",19267,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Shaun Jones",19437,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Vauchan McCall",16564,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Sam An",16920,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Josh Munn",15891,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Tyler Hodge",16931,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Theodore Coroneo",16956,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Jordan Mullaney",16967,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Lindsay Wilson",17055,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Grant Moorhead",4452,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Kieran Muir",15890,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Simon Hawkes",16959,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Simon Viitakangas(Am)",17170,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Deyen Lawson",15885,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Cory Crawford(Am)",17785,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Jack Sullivan",18098,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Ben Hollis",18167,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Dominic Barson",3526,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Luke Humphries",18092,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Victor Janin",18966,"FRA","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Brad Hayward",19443,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Sam Daley",20551,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Joshua Ingram",21115,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Martin Pettigrew",6121,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Troy Ropiha",11893,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Alex Katholos",15850,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Ryan Chisnall",16924,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"DJ Loypur",17065,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Jamie Hook",17143,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Alex Edge",17884,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Samuel Phillips",19269,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Wesley Jeon",21352,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Jack Williams",21250,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Craig Hamilton",19374,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Lachlan McDonald",21248,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Jim Cusdin",15138,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Cody Harper",16928,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"James Betts",17909,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Steven Han",19435,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Hamish Campbell",21351,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Jonathan Ratcliffe",15895,"NZL","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Dane McArdle",21353,"AUS","1731","BMW ISPS HANDA New Zealand Open ",6132,2016-03-13,"PGA Tour Australasia",NA,NA,2016-03-09
"Antoine Schwartz",15512,"FRA","651","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Benjamin Rusch",13281,"SUI","780","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Christopher Mivis",11198,"BEL","786","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Max Laier",18843,"GER","792","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Mathieu Decottignies Lafon",13998,"FRA","872","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Robin Kind",14986,"NED","889","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Maximilian Roehrig",17559,"GER","895","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Jose-Filipe Lima",7868,"POR","941","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Romain Bechu",12658,"FRA","985","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Stephan Gross-Jr",9232,"GER","1029","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Reinier Saxton",11564,"NED","1056","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Max Kramer",9220,"GER","1063","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Julian Kunzenbacher",18842,"GER","1081","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Younes El Hassani",7297,"MAR","1110","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Patrick Kopp",20152,"GER","1110","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Marcel Ohorn",20290,"GER","1138","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Michael Kraaij",12501,"NED","1239","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Bernard Neumayer",14678,"AUT","1239","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Daniel Wuensche",13362,"GER","1251","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Filip Mruzek",14883,"CZE","1269","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"David Antonelli",12405,"FRA","1272","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Damian Ulrich",10520,"SUI","1293","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Robbie Van West",16498,"NED","1319","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Sean Einhaus",10223,"GER","1368","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Ross Cameron",14093,"SCO","1386","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Raffaele Benatti",19810,"ITA","1389","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Nicolas Thommen",12374,"SUI","1458","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Mathieu Fenasse",17831,"FRA","1475","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Bernhard Reiter",13090,"AUT","1477","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Chris Robb",20297,"SCO","1477","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Manuel Trappel",14681,"AUT","1639","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Fabian Becker",12506,"GER","1671","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Amine Joudar",7298,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Nicolas Meitinger",9214,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Faycal Serghini",9304,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Rachid El Kherraz",9737,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Leo Astl",10539,"AUT","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Alexandre Kaleka",11358,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Johannes Steiner",11503,"AUT","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Jonas Kolbing(Am)",12360,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Benjamin Weilguni",12436,"AUT","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Mikhail Morozov",12449,"RUS","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Dylan Boshart",12648,"NED","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Phillip Mclean",13238,"SCO","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Rene Gruber",13298,"AUT","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Mortiz Mayrhauser",13299,"AUT","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Marek Novy",13391,"CZE","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Stanislav Matus",14086,"CZE","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Ahmed Reda Rhazali",14458,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Johann Lopez Lazzaro",14684,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Mehdi Saissi",14718,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Edouard Amacher",14808,"SUI","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Olivier Rozner",15511,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Luca Galliano",15566,"SUI","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Joel Girrbach",15592,"SUI","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Andrea Gurini(Am)",15723,"SUI","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Ahmed Marjane",15970,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Mustapha El Maouas(Am)",16069,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Anton Kirstein",16269,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Christian Kaiser",16315,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Maximilian Walz(Am)",16486,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Sebastian Heisele",16499,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Reeve Whitson",17314,"NIR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Sebastian Kannler",17614,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Alexander Culverwell",17791,"SCO","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Charles Tortuyaux",17840,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Alexis Anghert",18520,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Clement Batut",18626,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Dominik Pietzsch",18709,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Kenny Subregis",18935,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Karim El Hali(am)",19311,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Rory McNamara",19608,"IRL","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Benedict Staben",19808,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Jan  Cafourek",19851,"CZE","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Sam Kiloh",20004,"SCO","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Patrick Actis Alesina",20264,"ITA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Edward Barry-Walsh",20268,"ENG","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Maarten Bosch",20269,"NED","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Valentino Campion",20272,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Stanislas Heck",20277,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"David Heinzinger",20278,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Alain Jeanrenaud",20280,"SUI","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Ryan Lloyd",20286,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Francesco Rocca",20298,"ITA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Sascha Schmidt",20300,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Arnaud Seguin",20302,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Kevin Turlan",20309,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Oliver Weigt",20313,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"James Wilson",20314,"ENG","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Davide Albertini",20355,"SUI","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Hendrik Beins",20357,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Florian Danitz",20361,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Giesbert Gommers",20363,"NED","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Henri-Edmond Jouan",20368,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Florian Kolberg",20372,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Bernhard Neumann",20378,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Evanildo Silva dos Santos",20382,"NED","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Thordur Gissurarson",20498,"ISL","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Vladimir Osipov",20579,"RUS","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Richard Bridges",20629,"IRL","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Richard O'Donovan",20690,"IRL","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Zeno Felder",21211,"SUI","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Stanislas Gautier",21212,"FRA","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Axel Geers",21213,"NED","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Michael Heffner",21214,"GER","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Jamal Allali(Am)",21259,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Omar Arzraf(Am)",21260,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Karim Balouti(Am)",21261,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Mohamed Belaroussia",21262,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Abdelali Channane(Am)",21264,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Mohamed El Khallali(Am)",21266,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Amine El Malki(Am)",21267,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Badr Satori",21271,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
"Yassine Touhami(Am)",21273,"MAR","1731","The 2016 Tony Jacklin Open",6134,2016-03-13,"ProGolf Tour",NA,NA,2016-03-09
