"Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Event_Date"
363,"Andrew Putnam","14704",0.512498015675865,0.498135940046971,2.93093836299042,422,-59,0.5924009816379,-0.0799029659620346,60.678879683198,243,0.177416609645749,0.354199332944564,0,"USA",61,"PGA Tour","Web.com Tour",0.344383430770734,0.401444594631454,0.00439760551165124,3.15040099330041,2.88829712337261,2016-02-09
364,"D.A. Points","6761",0.517215288311061,0.479077845244961,2.73879450006623,370,-6,0.463497449460241,0.0537178388508198,71.4711400359987,338,-0.191091485788567,0.368779107009141,1,"USA",83,"PGA Tour","PGA Tour",0.393051616171662,0.39484849646132,0.00556347182326526,2.61059408163575,2.69656813965242,2016-02-09
365,"J.J Spaun","17536",0.522301804379537,0.62234706066123,2.74886821712475,340,25,0.369837050851495,0.152464753528042,38.4040511578912,94,1.36388404273376,0.524524670256296,0,"USA",54,"PGA Tour Canada","PGA Tour Canada",0.164335714569663,0.427923530800811,0.00198379479372177,2.46036646434883,2.67749147733563,2016-02-09
366,"Richy Werenski","19364",0.53049210399525,0.594856830677108,2.75580473556428,417,-51,0.581889649286699,-0.0513975452914491,44.7404721740452,83,0.724416769102543,0.559894454080647,0,"USA",77,"Web.com Tour","Web.com Tour",0.265966481395521,0.417211165269137,0.00340646310260521,2.53876651073923,2.69083724731826,2016-02-09
367,"Robert Karlsson","4331",0.532988522963458,0.485627660155322,2.89067386721691,287,80,0.14176763421143,0.391220888752028,66.6560754834973,311,0.159219273165008,0.351923091470996,1,"SWE",63,"European Tour","European Tour",0.382745830142664,0.398789174611275,0.0055900864951967,3.02140909708124,2.84958965156438,2016-02-09
368,"Thomas Linard","15337",0.535993099743212,0.515907360966157,2.82807249074337,345,23,0.3758345689582,0.160158530785012,64.5087132086986,159,1.20298720832868,0.480054353849321,0,"FRA",76,"European Challenge Tour","European Challenge Tour",0.32574612399671,0.401485374685368,0.00380043497652136,2.83519943090821,2.78061748678245,2016-02-09
369,"Sungjoon Park","14565",0.539395242794594,0.497940163968248,2.81335484147996,349,20,0.399881675405245,0.139513567389349,54.0121692513337,304,0.196590912446073,0.259647275685363,1,"KOR",51,"PGA Tour","Japan Golf Tour",0.349346920518973,0.406769996960177,0.00513172475933771,2.80926176556898,2.76893861564066,2016-02-09
370,"Bill Lunde","7962",0.544428443261338,0.540130223171051,2.8124159757543,364,6,0.437898283951324,0.106530159310014,44.6075774292868,238,0.182270927486606,0.30011297214426,0,"USA",41,"PGA Tour","PGA Tour",0.315395012219726,0.416364266650557,0.00486708864535942,2.78600267760193,2.76006213022374,2016-02-09
371,"Kyle Thompson","7617",0.548288677294771,0.548327418467642,2.83772620068917,421,-50,0.591623738907241,-0.0433350616124702,50.9055404716061,181,0.620188329326067,0.459591018053001,0,"USA",65,"Web.com Tour","Web.com Tour",0.324236964617272,0.41032598541877,0.00457413983136089,2.86161139124008,2.78424622334922,2016-02-09
372,"Shugo Imahira","13485",0.548855463100209,0.548463094492453,2.72176303022902,335,37,0.358903100065322,0.189952363034887,59.7829738324383,121,0.915729411288673,0.580737716415157,0,"JPN",89,"Japan Golf Tour","Japan Golf Tour",0.338974211617345,0.405534261053328,0.00461490883600731,2.50421058353672,2.66592989905984,2016-02-09
373,"Tyler Aldridge","11677",0.558582636458274,0.507746323019601,2.88299782618274,324,49,0.293641125315799,0.264941511142475,70.6399438078045,195,0.434884438154066,0.506476866338476,0,"USA",97,"Web.com Tour","Web.com Tour",0.407202999470971,0.39609263458282,0.00637153476143858,2.98108862256019,2.83793413194078,2016-02-09
374,"Andrew Svoboda","11274",0.56274078534275,0.477402133100019,2.84118811870832,367,7,0.446581060295841,0.116159725046909,67.7638583634159,346,-0.0343809914402634,0.32436307816179,1,"USA",72,"PGA Tour","PGA Tour",0.425419713854952,0.396758590467401,0.00741673775414588,2.88699019797147,2.80079223242298,2016-02-09
375,"Jacques Blaauw","13681",0.565258360404254,0.49297036165828,2.83167724867729,372,3,0.467185692584135,0.0980726678201189,71.3096739363443,271,1.55763750583073,0.429897733715181,0,"RSA",90,"Sunshine Tour","Sunshine Tour",0.359704441746639,0.397830722004448,0.00457543791150368,2.85042157730616,2.78843616803453,2016-02-09
376,"Justin Walters","8045",0.566248270272906,0.462941670824659,2.79793418340714,362,14,0.43379253350793,0.132455736764976,87.2833306601579,391,0.867706562526966,0.390615910280446,0,"RSA",105,"European Tour","European Tour",0.425700883724069,0.390333575751601,0.00651080186117499,2.77171454829214,2.75936962078157,2016-02-09
377,"Tjaart Van Der Walt","5937",0.567933749317823,0.515882122966965,2.72009335775182,371,6,0.464540654109112,0.103393095208711,57.5350589036762,265,0.978478105699251,0.397275604272214,0,"RSA",70,"Sunshine Tour","Sunshine Tour",0.351745835470444,0.405718885620598,0.00511050540727966,2.51227244561297,2.67072527791397,2016-02-09
378,"Hyunwoo Ryu","13928",0.571406065565627,0.461288169394724,2.64158975522756,331,47,0.338751598521651,0.232654467043976,92.9279841082319,378,1.03567675037447,0.409104279089846,0,"KOR",99,"Japan Golf Tour","Japan Golf Tour",0.432008371706925,0.389739569512924,0.00675178812221516,2.41661362780423,2.60100166468606,2016-02-09
379,"David Lipsky","15980",0.573175963118028,0.467124162238304,2.86490044973407,336,43,0.358939971058917,0.214235992059111,92.018325329647,320,0.439399114238145,0.443613053671533,1,"USA",101,"European Tour","Asian Tour",0.45798542662457,0.388298234651515,0.00800164820907476,2.92224419298837,2.82656144527934,2016-02-09
380,"Greg Chalmers","5625",0.575815089535778,0.473138916424956,2.74501397001366,361,19,0.430372758282523,0.145442331253255,69.9494613916629,367,0.0318134069070378,0.321465585989537,1,"AUS",72,"PGA Tour","PGA Tour",0.440908496291502,0.395831632541106,0.00817706795026202,2.62819075380568,2.7039307057198,2016-02-09
381,"Garth Mulroy","8065",0.576030072783893,0.481937096915981,2.8399481678414,374,7,0.471232448257601,0.104797624526292,69.1176365744756,352,0.644514039526235,0.356987973852719,0,"RSA",83,"European Tour","European Tour",0.411710043597643,0.397380897549731,0.00677234281007706,2.87988106822816,2.79875726540226,2016-02-09
382,"Aron Price","9772",0.57660489513837,0.462855128306196,2.72194460658839,368,14,0.456594458596848,0.120010436541522,74.3050325654822,346,0.951003365009759,0.365262621421623,0,"AUS",79,"Web.com Tour","Web.com Tour",0.409833361325976,0.378339564583563,0.00438460743293734,2.57752922247392,2.6823026621797,2016-02-09
383,"Nicholas Thompson","10889",0.576789979374333,0.472041096094918,2.76662168786303,351,32,0.407482451028906,0.169307528345427,69.1497066075955,379,-0.140620233920245,0.308944702940333,1,"USA",72,"PGA Tour","PGA Tour",0.447596701494944,0.395941155699391,0.00861296181492946,2.68623155469356,2.72605443220629,2016-02-09
384,"Jazz Janewattananond","14368",0.577980962310517,0.488705879582482,2.73763815094141,410,-26,0.563663415699634,0.0143175466108832,77.3916843696581,234,1.38896309406822,0.460655782504035,0,"THA",82,"Asian Tour","Asian Tour",0.394490886193775,0.39433385013653,0.00556401086855738,2.60995324538928,2.69366464296345,2016-02-09
385,"Andrew McArthur","9130",0.579060539102588,0.490936606168564,2.76251260499986,363,22,0.437679820807721,0.141380718294867,65.5602399890194,283,1.10000865299111,0.363748651479279,0,"SCO",78,"European Challenge Tour","European Challenge Tour",0.383904609270817,0.400713917633948,0.00587454335703604,2.66335432625723,2.71853952362419,2016-02-09
386,"Dongkyu Jang","13919",0.590972012881492,0.469151355852795,2.7521530928389,355,31,0.414729479468428,0.176242533413064,81.8781683565968,331,1.11552697110373,0.384658986789264,0,"KOR",83,"Japan Golf Tour","Japan Golf Tour",0.432337548737597,0.393485481876934,0.00731351989788775,2.65831753917842,2.71187087666877,2016-02-09
387,"Max Orrin","17903",0.592192485896427,0.515856993446164,2.71568984624818,379,8,0.478185545582346,0.114006940314081,63.5974116203055,156,1.22969443739378,0.46994879268039,0,"ENG",84,"European Challenge Tour","European Challenge Tour",0.382445223113403,0.402013750148174,0.00596996674691178,2.51479531206741,2.66624509438426,2016-02-09
388,"Ryan Evans","19030",0.596522069075078,0.570206137853771,2.77181315652661,378,10,0.477735948394818,0.11878612068026,53.1575058595333,93,1.17144844979585,0.594525315012698,0,"ENG",87,"European Challenge Tour","European Challenge Tour",0.348889053801962,0.409856949674053,0.0054579411388594,2.63146464994556,2.71252891874869,2016-02-09
389,"Haydn Porteous","15866",0.602477154279853,0.492832655938459,2.97762649232494,439,-50,0.648152317106552,-0.045675162826699,78.617288113564,207,1.17666290112141,0.490445724683381,0,"RSA",103,"European Challenge Tour","Sunshine Tour",0.43264663992353,0.394038434396329,0.0074135710106122,3.20945288964766,2.93655844502301,2016-02-09
390,"Steve LeBrun","7099",0.605161847482094,0.74863096532614,2.79891314459018,663,-273,1.10382061804472,-0.498658770562626,21.1679227879951,196,0.559502564610284,0.232227925610608,0,"USA",8,"None","Web.com Tour",0.085993471008279,0.47413761141012,0.00311213686169494,2.40865583245144,2.69693649697477,2016-02-09
391,"Kent Bulle","15715",0.60634356966449,0.548026820042237,2.71547786601852,451,-60,0.689178562698091,-0.0828349930336014,58.6547632093028,122,1.62185345380872,0.566676707488717,0,"USA",80,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",0.353862882537338,0.405626959565859,0.00518355522677155,2.48236755490339,2.65960272321843,2016-02-09
392,"Adam Bland","10829",0.613515577486527,0.481653379779912,2.66622391443058,321,71,0.288189172025941,0.325326405460586,80.2454803151808,262,1.07726601268281,0.442203647428947,0,"AUS",87,"Japan Golf Tour","Japan Golf Tour",0.453630770913793,0.39381667406547,0.00864211902783966,2.43943323396936,2.62235771465834,2016-02-09
393,"Ted Potter-jr","8769",0.619044580563804,0.908516792767677,2.86613309887803,380,13,0.479108384521646,0.139936196042158,14.3622502034135,196,-0.17060061661852,0.0957935533569173,1,"USA",0,"None","PGA Tour",-0.0380824346632629,0.519505446263278,0.00331306649942923,2.46474208418812,2.71832966686222,2016-02-09
394,"Sebastien Gros","16650",0.628234119677235,0.532220614398966,2.8904326257319,375,19,0.472738874639697,0.155495245037538,63.6096991587709,134,1.17165361876481,0.550998717323285,0,"FRA",86,"European Challenge Tour","European Challenge Tour",0.42234099707186,0.401806256526666,0.00801220286439825,3.00554907106573,2.84101073238103,2016-02-09
395,"Miguel Angel Carballo","8570",0.632498970083579,0.467830936178355,2.80866824043587,384,11,0.500010730358601,0.132488239724978,81.342980747943,350,0.509749804208029,0.383950889440262,0,"ARG",91,"Web.com Tour","Web.com Tour",0.502013588319368,0.391168611618614,0.0117359988136182,2.79690339881879,2.76943162038488,2016-02-09
396,"Hennie Otto","5942",0.633181463271949,0.480799065742458,2.95713774017918,356,40,0.415947158385213,0.217234304886736,73.3111849412785,322,0.587335650639165,0.386652402889395,1,"RSA",68,"European Tour","European Tour",0.484588052286808,0.395916775983337,0.0112840866270048,3.18099357185971,2.91778955251629,2016-02-09
397,"Won Joon Lee","10713",0.634255469868868,0.568343607773501,2.84232076791758,429,-32,0.623885342780909,0.0103701270879593,56.8144835758151,112,1.02564867387071,0.637279092303539,0,"AUS",85,"Japan Golf Tour","Japan Golf Tour",0.413537883649639,0.407213969177811,0.00834061795350207,2.85559914327706,2.78491883027828,2016-02-09
398,"Glen Day","3410",0.638630769916547,0.572941950039523,2.80310864125761,402,-4,0.535966597236199,0.102664172680348,38.6416181497065,206,0.405194295997108,0.307448493587555,0,"USA",46,"PGA Tour","Web.com Tour",0.368545909476412,0.425075241763703,0.00846440662661318,2.72586798399232,2.74393067998774,2016-02-09
399,"Ryutaro Nagano","10523",0.639558787635667,0.478503347944704,2.73176337478922,369,30,0.459081794554159,0.180476993081508,84.9808542383446,295,0.942081953496303,0.455289210095735,0,"JPN",95,"Japan Golf Tour","Japan Golf Tour",0.495632812502894,0.392618842485004,0.0115065019413773,2.6076966169102,2.68952889589338,2016-02-09
400,"Derek Ernst","16711",0.640805961957819,0.488172054474905,2.88846014232502,418,-18,0.58533700065385,0.0554689613039691,70.5394388533582,252,-0.193219652610858,0.408348465003161,1,"USA",85,"PGA Tour","PGA Tour",0.524990635596254,0.395363629769491,0.0148864433257281,3.0048987517657,2.84690885681822,2016-02-09
401,"Mark Foster","5928",0.641169132938779,0.474070449350418,2.82331925730243,401,0,0.530189659782875,0.110979473155904,76.4859227013148,326,0.486134391310686,0.377010280648599,1,"ENG",81,"European Tour","European Tour",0.503828201206235,0.394336658166162,0.0125908277553724,2.83320160613219,2.78323352195022,2016-02-09
402,"David Lynn","5830",0.644670750654705,0.788886808468777,2.86180511804227,387,15,0.505356920555682,0.139313830099023,18.1456636998843,234,-0.147011040904847,0.102715375896975,1,"ENG",0,"None","European Tour",0.127971439503457,0.491106671937225,0.00562614557188494,2.75678432333639,2.75092459676322,2016-02-09
403,"Tim Herron","5621",0.646942881106197,0.518549265762318,2.68629498447573,376,27,0.473501667421063,0.173441213685134,56.4734449772457,250,0.270241126168881,0.40169739796637,0,"USA",68,"Web.com Tour","PGA Tour",0.472544032874604,0.40485116194479,0.0121551092073836,2.40315938398206,2.63577074166112,2016-02-09
404,"Adam Schenk","19477",0.649263245498795,0.637050596635913,2.75810256165811,480,-76,0.767330079780309,-0.118066834281514,40.8771908952606,65,1.68628797472931,0.65589126889312,0,"USA",65,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",0.294778571033872,0.424731378076821,0.00497307546284935,2.49650334916556,2.68352310926343,2016-02-09
405,"Sebastian Cappelen","14776",0.649805545451409,0.575447940732972,2.91046995891493,436,-31,0.632736655054845,0.0170688903965643,43.5247752975095,109,0.620342518845658,0.443218581772285,0,"DEN",61,"Web.com Tour","Web.com Tour",0.398501615506361,0.418612459419973,0.00926681615898334,3.12519877743967,2.85301508044603,2016-02-09
406,"Alexandre Rocha","7441",0.653708915029448,0.495339992715404,2.80156446200605,476,-70,0.751581249126859,-0.0978723340974115,66.0833532697088,305,1.27418357912893,0.394584199751169,0,"BRA",66,"PGA Tour Latinoamerica","Web.com Tour",0.455938326492343,0.399824381301512,0.0098609270660903,2.77035070099005,2.75742664932214,2016-02-09
407,"Oscar Fraustro","9834",0.659958139820866,0.483030700654525,2.81766413096467,458,-51,0.713004053117915,-0.0530459132970487,61.9118724561862,266,0.357479600165452,0.36540112390087,0,"MEX",67,"PGA Tour","Web.com Tour",0.497421267067668,0.379737592195152,0.00910900966609299,2.82415883311843,2.77595253870633,2016-02-09
408,"Joachim B Hansen","14284",0.660803993962188,0.47324787469592,2.91245559436209,413,-5,0.574992520767157,0.0858114731950315,80.3421549573752,337,0.947693712226042,0.399968854842263,0,"DEN",90,"European Challenge Tour","European Challenge Tour",0.510901065391018,0.393179874231425,0.0129737233691485,3.05088091273086,2.87374912583315,2016-02-09
409,"Toshinori Muto","7936",0.661494454762867,0.47743931029715,2.83460225165393,346,63,0.384824816125063,0.276669638637804,78.0585611541219,332,0.914481144731509,0.401875454107233,0,"JPN",87,"Japan Golf Tour","Japan Golf Tour",0.508909794421083,0.395102361142958,0.0132328416624608,2.85908232213672,2.79410479940615,2016-02-09
410,"Junwon Park","10999",0.662234502439919,0.589317133900695,2.83136804562077,539,-129,0.862124542321871,-0.199890039881952,38.4184988451761,170,1.84870012432028,0.369658061669146,0,"KOR",41,"Korean Golf Tour","Korean Golf Tour",0.292046394566165,0.428666617342567,0.00528121215582231,2.82730801617234,2.76935919040009,2016-02-09
411,"Edoardo Molinari","7033",0.665958448311327,0.499789862387596,2.79763064839557,399,12,0.528887253898229,0.137071194413098,59.3128883914243,270,0.459633627966194,0.339734523489142,1,"ITA",51,"European Tour","European Tour",0.490945324654175,0.403997085675999,0.0136112618189803,2.75771610819583,2.75262553542919,2016-02-09
412,"Dicky Pride","5467",0.667158448793912,0.496852808915025,2.79804172018714,434,-22,0.629144984810339,0.0380134639835725,65.3907450042734,281,0.270039501170858,0.400443940260292,0,"USA",82,"Web.com Tour","PGA Tour",0.51904742873713,0.398766454168518,0.0151299274399631,2.75986194100235,2.75357490440719,2016-02-09
413,"Jonathan Randolph","14837",0.670019282088679,0.51470341079622,2.82714134681649,357,56,0.421738152625649,0.24828112946303,59.5303118535332,170,0.149570207386357,0.42432561854269,1,"USA",76,"PGA Tour","Web.com Tour",0.513851116578356,0.402232731906258,0.0154677306033896,2.83764181462901,2.77989362994236,2016-02-09
414,"Renato Paratore","16549",0.674058340663185,0.541257457909772,2.86549327430714,521,-107,0.834615953367917,-0.160557612704732,61.4909926750856,125,0.465536414705544,0.572002685430477,1,"ITA",85,"European Tour","European Tour",0.508096612398122,0.402655062249305,0.0149747051506582,2.93343532606209,2.81391045866007,2016-02-09
415,"Lasse Jensen","10170",0.675188552880418,0.485289233257248,2.78006265162726,412,3,0.569858142105387,0.105330410775031,70.7652489164381,304,0.861568242515276,0.387258818707609,0,"DEN",74,"European Tour","European Challenge Tour",0.511049253892276,0.397361807279683,0.0139725053544602,2.71686820189479,2.73737880225909,2016-02-09
416,"Matthew Nixon","15184",0.676146377732543,0.467761714305248,2.80169042570214,411,5,0.567032851806502,0.109113525926041,77.962482551882,345,0.523175857923071,0.353445847798796,1,"ENG",90,"European Tour","European Tour",0.541862809883336,0.393773874414855,0.0163006393511638,2.78060772807921,2.76236641669806,2016-02-09
417,"Erik van Rooyen","17550",0.683951965790433,0.553449773052465,2.88405562264719,415,2,0.581655085378627,0.102296880411806,50.412252937175,137,1.61719383629741,0.469494952816471,0,"RSA",67,"Sunshine Tour","Sunshine Tour",0.407333339774536,0.412880026466231,0.00887616994104964,3.01398517171858,2.83045405955141,2016-02-09
418,"Marc Turnesa","7627",0.689317035898537,0.581062264782564,2.7469450916694,394,24,0.516463254526231,0.172853781372306,43.329571053987,154,0.628794864540245,0.465095505032985,0,"USA",66,"Web.com Tour","Web.com Tour",0.440433963093762,0.418865755619355,0.0124064400888896,2.51170176697441,2.68478564900298,2016-02-09
419,"Adrian Otaegui","14975",0.689796524376379,0.479824581042188,2.7919588328379,414,5,0.580290361220828,0.109506163155551,69.610172368394,314,0.637084934043872,0.347622062066917,1,"ESP",82,"European Tour","European Tour",0.534702723731119,0.397805426431489,0.0165855607547722,2.75111016109112,2.75041860372003,2016-02-09
420,"Akio Sadakata","7416",0.694459375194653,0.481733852510251,2.72859841086615,423,-3,0.595350103940504,0.0991092712541485,79.0729275642643,263,0.976374498117174,0.432022238995983,0,"JPN",89,"Japan Golf Tour","Japan Golf Tour",0.542654321446602,0.39482872435171,0.0166797761551676,2.59227520949728,2.68573673004762,2016-02-09
421,"Brendan Jones","6254",0.698853517214123,0.508915391855914,2.78529792972453,393,28,0.509475486407299,0.189378030806824,63.7699136608394,252,1.00181548292013,0.434882091275572,0,"AUS",72,"Japan Golf Tour","Japan Golf Tour",0.511026123556267,0.402507284407109,0.0152408257556525,2.71750925863269,2.73841006448266,2016-02-09
422,"Scott Harrington","8479",0.701036517270016,0.508320879499747,2.82207731109377,459,-37,0.714510446285452,-0.013473929015436,59.4111172131552,254,0.624728652053263,0.38766482679532,0,"USA",70,"Web.com Tour","Web.com Tour",0.520801649071086,0.403175103775928,0.0164695905407095,2.82609157499884,2.77591970943953,2016-02-09
423,"Max Homa","17538",0.705390302696882,0.511651308294648,2.90673042939036,446,-23,0.672533787872876,0.0328565148240059,58.2163592533474,181,0.0669433999736668,0.391958048038435,1,"USA",65,"PGA Tour","PGA Tour",0.551883540072038,0.40318292663826,0.0202759593988679,3.08129452278511,2.86134491592053,2016-02-09
424,"Chris Paisley","14844",0.713295914324857,0.484935427094105,2.72526724111113,397,27,0.52447077916169,0.188825135163167,68.991375579198,312,0.736135193459659,0.36879147030796,1,"ENG",78,"European Tour","European Challenge Tour",0.553786264381688,0.398240534046527,0.0190152774303869,2.56805345489994,2.68177537594455,2016-02-09
425,"Matt Davidson","9872",0.714338455587367,0.484581591275575,2.70101843246653,443,-18,0.656136262645012,0.0582021929423548,62.6007903170144,246,0.623881952104704,0.378075040283184,0,"USA",76,"Web.com Tour","Web.com Tour",0.544364019949206,0.38020711965892,0.0130922989228624,2.48670659094461,2.65719424467252,2016-02-09
426,"Craig Lee","4398",0.716975917943095,0.466674832969074,2.83009957901886,404,22,0.549665121250342,0.167310796692753,84.3407889237209,355,0.478341855487261,0.393273345761769,1,"SCO",86,"European Tour","European Tour",0.597798641401636,0.391208226456474,0.0229128178573625,2.84774975524661,2.79135777488949,2016-02-09
427,"Satoshi Kodaira","13531",0.719048795602546,0.483131720449513,2.84954662597658,424,3,0.59684906313805,0.122199732464496,78.9387401770486,289,0.800861394815568,0.440126908064959,0,"JPN",84,"Japan Golf Tour","Japan Golf Tour",0.57682239324428,0.394450737428357,0.0209234307488836,2.89321143850616,2.8082912445667,2016-02-09
428,"Ethan Tracy","19552",0.725309976557417,0.650772630174394,2.73797968161904,438,-10,0.64495690409128,0.0803530724661373,36.8167859388739,62,1.66027906885125,0.604570367606751,0,"USA",62,"PGA Tour Canada","PGA Tour Canada",0.349869378956884,0.431253039919548,0.00832612187317312,2.37688425502165,2.65951644491524,2016-02-09
429,"Rhein Gibson","13342",0.726078120490428,0.499488088583313,3.07491864855044,433,-4,0.628221121840424,0.0978569986500041,76.4183324261182,180,0.73178326102327,0.513403851391218,0,"AUS",98,"Web.com Tour","Web.com Tour",0.583004012810713,0.393361555510721,0.0214457929844447,3.46158264271628,3.0340791592453,2016-02-09
430,"Li Haotong","15310",0.726731952872557,0.472842306317303,3.013437566784,425,5,0.606520201176593,0.120211751695964,88.6382060611741,258,0.875313606885741,0.45750520616837,0,"CHN",108,"Web.com Tour","Web.com Tour",0.596897050677738,0.388799413657477,0.0219461733093488,3.26946535366748,2.97610922552611,2016-02-09
431,"Lucas Lee","13618",0.726980210781795,0.525604126575128,2.88269991052697,383,48,0.497346566570003,0.229633644211792,52.7781126490009,220,0.981198372379528,0.379589368904153,0,"BRA",59,"Web.com Tour","Web.com Tour",0.505816249307137,0.408532557891592,0.0162359024796216,3.01823229530881,2.83437807574773,2016-02-09
432,"James Driscoll","6228",0.728272184069425,0.510946384889772,2.77499253738939,419,13,0.585655020501579,0.142617163567846,54.432382743511,290,0.393630530842456,0.333042975409517,0,"USA",65,"Web.com Tour","PGA Tour",0.545752453669191,0.406625840122215,0.0205241143592876,2.68011295913643,2.72754786838561,2016-02-09
433,"Simon Wakefield","6358",0.729113270235941,0.48502254784696,2.74155373664267,427,6,0.613695652303578,0.115417617932363,66.1579144656903,324,0.958525409710534,0.339687320962011,0,"ENG",80,"European Challenge Tour","European Tour",0.553428569891503,0.400054935615418,0.0195178935995395,2.60845560295897,2.69830873307326,2016-02-09
434,"Pelle Edberg","8574",0.737421079004527,0.495292283372229,2.96430371095152,544,-110,0.868812172063574,-0.131391093059047,70.7003042443242,257,0.670771381955306,0.439629702390838,1,"SWE",79,"European Tour","European Challenge Tour",0.586686383286242,0.397259570117931,0.0233167276772519,3.20343439301206,2.92263272492335,2016-02-09
435,"Darron Stiles","6401",0.74034458446543,0.478287984417025,2.82025853399506,359,76,0.427625270041648,0.312719314423782,75.6515612930498,316,0.52557980154461,0.397133006620087,0,"USA",88,"Web.com Tour","Web.com Tour",0.606344220094578,0.39369955456053,0.0251699805667782,2.82410735600339,2.77940619603077,2016-02-09
436,"Terry Pilkadaris","6334",0.742846043772665,0.452012271726315,2.68531947019336,420,16,0.588613483742974,0.154232560029691,98.6178481242849,404,1.2550646096339,0.39170803269679,0,"AUS",98,"Asian Tour","European Challenge Tour",0.612043119263991,0.38673775620687,0.0235526466054722,2.52689667301877,2.6470031286737,2016-02-09
437,"Pedro Oriol","10248",0.744249762147892,0.510709881463685,2.78321317996672,437,0,0.633392758405736,0.110857003742156,55.9436541506563,245,0.859042840465833,0.34855808951874,0,"ESP",64,"European Tour","European Challenge Tour",0.543599076825972,0.407004565180735,0.0203538034031309,2.70708424318203,2.73595523028353,2016-02-09
438,"Yoshitaka Takeya","12208",0.744865462412041,0.494269309731509,2.70490815643899,400,38,0.529595607743655,0.215269854668386,73.9026750648707,198,0.928887399877097,0.457469874747818,0,"JPN",89,"Japan Golf Tour","Japan Golf Tour",0.588418911166422,0.397034310716898,0.0235048262154393,2.51832963554417,2.6593657108844,2016-02-09
439,"Soomin Lee","14614",0.748256573956974,0.549833582901649,2.82609050863952,542,-103,0.863424506973029,-0.115167933016055,59.8239545144437,129,1.5655272275205,0.590725891862401,0,"KOR",81,"Asian Tour","Korean Golf Tour",0.514967822338873,0.404488951609908,0.0161737030145413,2.81454723696724,2.77208776811556,2016-02-09
440,"David Pastore","19593",0.752732440857545,0.755663687043147,2.78382901423487,442,-2,0.65508322814916,0.0976492127083851,25.5656405217858,44,1.42031994399742,0.584575112232592,0,"USA",44,"PGA Tour Canada","PGA Tour Canada",0.255779026494861,0.459017428841683,0.00727610264504194,2.36130411079293,2.67930520332795,2016-02-09
441,"Matthew Baldwin","13344",0.753923005384037,0.513930154316261,2.76470833703253,499,-58,0.798306245489455,-0.0443832401054178,50.670526330185,320,0.466566718859934,0.282435672900002,1,"ENG",34,"Sunshine Tour","European Tour",0.554817460217349,0.411296446913794,0.0233122234199493,2.64053925652642,2.71652130220649,2016-02-09
442,"Seamus Power","10104",0.757421375250474,0.587227499560713,2.81096137490665,403,39,0.54524725014222,0.212174125108254,46.2946216808666,90,0.619933458351612,0.557220880912458,0,"IRL",78,"Web.com Tour","Web.com Tour",0.532523589235616,0.41525752474637,0.021429597850378,2.74630470465859,2.74893938001127,2016-02-09
443,"Andrew Landry","14000",0.762126908305377,0.581335324317932,2.79061959206015,454,-11,0.702036421775785,0.0600904865295918,48.559012406544,88,0.455578318214476,0.573970918319042,0,"USA",82,"Web.com Tour","Web.com Tour",0.559970519242679,0.412531135924543,0.0245125887635355,2.6806032559904,2.72939681033926,2016-02-09
444,"Tommy Gainey","12169",0.762863687648132,0.479493278144491,2.85426349912404,405,39,0.551946708896133,0.210916978751999,69.3492944143887,346,0.264312610213865,0.349466125450496,0,"USA",83,"Web.com Tour","PGA Tour",0.629416369837767,0.396381069168856,0.0303546520820866,2.91933128489421,2.81369975630771,2016-02-09
445,"Jbe' Kruger","11978",0.762900701853263,0.447091737368658,2.89709980067674,456,-11,0.708458348549359,0.0544423533039039,108.355678148611,448,0.858639677134718,0.407320345835843,0,"RSA",113,"European Tour","European Tour",0.658998429866143,0.384244626624259,0.0310181672216679,2.98167880572601,2.86239344490897,2016-02-09
446,"Julian Etulain","11911",0.763668918750854,0.480415571084828,2.72371451432539,523,-77,0.846414725063167,-0.0827458063123131,78.3553815592113,269,1.19708167685499,0.426747164614643,0,"ARG",88,"Web.com Tour","PGA Tour Latinoamerica",0.604829240945074,0.39327601844536,0.0247651062438092,2.5797585365029,2.68101130818317,2016-02-09
447,"Katsumasa Miyamoto","5791",0.771082792562124,0.477560731881291,2.84340583685067,377,70,0.476324583376174,0.29475820918595,78.8054833507871,318,0.958398753517999,0.407351260777376,0,"JPN",87,"Japan Golf Tour","Japan Golf Tour",0.624917024254177,0.395000328591583,0.028933481432197,2.8803789644101,2.80301489478766,2016-02-09
448,"Joakim Lagergren","14780",0.771096814991817,0.496288558548753,2.98787407594221,527,-79,0.851798132443541,-0.0807013174517238,66.8129985912895,264,0.614640061576178,0.407134882116643,1,"SWE",79,"European Tour","European Tour",0.61667109810811,0.399384899142818,0.0291791795111922,3.28436311494904,2.94636880928731,2016-02-09
