"Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Event_Date"
924,"Daisuke Maruyama","6018",1.7035119720211,0.483579823443039,2.72275885038501,880,44,1.52165713316174,0.181854838859362,75.8630658556192,314,0.972835276018201,0.417585886975323,0,"JPN",81,"Japan Golf Tour","Japan Golf Tour",1.61353392285262,0.396082448758485,0.750815775055765,2.57255754367229,2.67947127465638,2016-02-09
925,"Justin Hueber","18590",1.70391284718159,0.635388638601494,2.79427047965041,953,-28,1.65492362101743,0.0489892261641622,38.5102344881533,70,1.67625248375606,0.585651681768646,0,"USA",62,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",1.46092242889893,0.428209951229744,0.950040265620241,2.6346836946249,2.72107125804928,2016-02-09
926,"Max Gilbert","17684",1.70542371880143,0.667366940626391,2.78056662630843,932,-6,1.6201354274042,0.0852882913972284,29.7063405212935,90,1.67095085338202,0.408931645981592,0,"CAN",34,"PGA Tour Canada","PGA Tour Canada",1.39060944194992,0.446721947642069,0.827851889058129,2.5029851337373,2.6992910420885,2016-02-09
927,"Geoff Drakeford","15848",1.70852088783456,0.636494155008847,2.95000836262541,859,68,1.4844732262521,0.224047661582457,36.6292380124648,82,1.73102728046457,0.537326541912807,0,"AUS",52,"PGA Tour Australasia","PGA Tour Australasia",1.4490456610844,0.430319328098552,0.928327763644568,3.29031735481831,2.8805250441889,2016-02-09
928,"James Sacheck","15235",1.70863054697118,1.27999739724679,3.01351840170413,926,2,1.60667804068105,0.101952506290128,8.30785787886855,130,0.776231748424258,0.0988280399544147,0,"USA",0,"None","Web.com Tour",0.801780740105228,0.612531258466835,0.262757807119125,2.4259603223673,2.72816785049067,2016-02-09
929,"Guy Boros","4650",1.7112476506397,0.856782674650657,2.87398727853382,930,-1,1.61350023519502,0.0977474154446785,16.0294016089926,179,0.652325377623741,0.131794921129785,0,"USA",6,"None","Web.com Tour",1.26185905046094,0.505905119199985,0.655226467314122,2.69527891451061,2.74330572951553,2016-02-09
930,"Gareth Shaw","13325",1.71176776453312,0.584273492387455,2.87171732708805,920,10,1.59008012290229,0.121687641630831,37.4310631792001,166,1.42550699950135,0.318743145616787,0,"NIR",40,"European Challenge Tour","European Challenge Tour",1.47963277473649,0.429415153928236,0.984913965463197,3.00106483295587,2.81165163076635,2016-02-09
931,"Jhared Hack","14457",1.71197166229698,0.576935554079878,2.86199457917626,939,-8,1.63021379493663,0.0817578673603518,40.7634458765009,140,1.12515538750155,0.381814265365961,0,"USA",61,"Web.com Tour","PGA Tour Latinoamerica",1.52058088428815,0.422827630845775,0.938114227120204,2.95344091054938,2.80324068493465,2016-02-09
932,"Tom Watson","226",1.71213803007678,1.1810005488975,3.01179925780031,919,13,1.5875731297254,0.124564900351381,10.0200813479005,52,-0.251388058777818,0.308168612120838,1,"USA",12,"None","Major Championship",1.19302201859309,0.576589193243654,0.609237698748766,3.00690839321699,2.77059063609013,2016-02-09
933,"Shaun Micheel","4377",1.71292443923929,0.976758968748399,2.89356198968883,922,11,1.59373004327915,0.119194395960141,13.2799783415033,128,0.309680683003259,0.202143137887941,1,"USA",12,"None","PGA Tour",1.22830177476411,0.531161189045381,0.625224486736215,2.49613061466422,2.7237185803863,2016-02-09
934,"Shigeru Nonaka","6097",1.71325639659149,0.607762511800823,2.80243131172066,876,58,1.51903569615702,0.194220700434474,31.9585221682225,224,1.07555004573352,0.232547745924483,0,"JPN",21,"Japan Golf Tour","Japan Golf Tour",1.46550605523164,0.440968765307904,0.959764672047148,2.68440361801384,2.73573499925741,2016-02-09
935,"Jose de Jesus Rodriguez","12855",1.71374118192009,0.6529414225059,2.83387144419301,944,-9,1.63881046181211,0.0749307201079787,26.7384913206419,199,1.18528609210419,0.193028142673247,0,"MEX",18,"Web.com Tour","PGA Tour Latinoamerica",1.40571696770351,0.452921069187573,0.856269207991707,2.79041873369695,2.75762485863986,2016-02-09
936,"Wil Collins","8116",1.71385357631408,0.848346976339024,2.92478778533881,933,3,1.62125842622798,0.0925951500861006,17.0509387141773,102,1.27418419380919,0.236557571405708,0,"USA",15,"None","PGA Tour Canada",1.21762225088636,0.499124034072387,0.588363848709788,3.12988152833765,2.79905180320114,2016-02-09
937,"Daniel Greene","14395",1.71494329315463,0.599239509228263,2.83055007920254,929,8,1.61137886118278,0.103564431971847,39.4670966379044,160,2.02183777355974,0.445924935977769,0,"RSA",48,"Sunshine Tour","Sunshine Tour",1.45367676329525,0.426961169000949,0.936388540885439,2.81415608350255,2.76639219227018,2016-02-09
938,"Junseok Lee","16006",1.71664023752785,0.705894910646141,2.88756547874388,928,10,1.60847036204886,0.108169875478993,25.2201220398483,110,1.71828320038519,0.341682689210205,0,"AUS",24,"Korean Golf Tour","PGA Tour Australasia",1.34277077535788,0.458801911124394,0.752002071976973,3.02774113522452,2.7999547798415,2016-02-09
939,"Aaron Pike","10828",1.7169925918733,0.606985915712126,2.86181379271392,910,29,1.56215289501751,0.154839696855789,38.538855546494,133,1.89297148299154,0.458387701235778,0,"AUS",44,"PGA Tour Australasia","PGA Tour Australasia",1.45928102785485,0.427479969269756,0.946897819478318,2.93606383014471,2.79670275186598,2016-02-09
940,"Gary Christian","10941",1.71829760566671,1.37086831564046,3.06886466769681,912,28,1.56716713088162,0.151130474785092,7.39737355959727,133,0.166955232820523,0.0866779526477347,1,"ENG",0,"None","PGA Tour",0.870681408252565,0.636232715521638,0.332105018558253,2.67819485064542,2.74566028667257,2016-02-09
941,"Masamichi Uehira","7420",1.72172514918219,0.544981178800721,2.78173952403403,879,62,1.52157058364427,0.200154565537923,43.6887634406869,268,1.07680999308665,0.293145145155332,0,"JPN",34,"Japan Golf Tour","Japan Golf Tour",1.54514414448302,0.420707837679286,0.891491634353583,2.66948206742445,2.72783252681063,2016-02-09
942,"Manuel Villegas","13371",1.7220632238101,0.542764076821414,2.75099379602788,946,-4,1.64070228544231,0.0813609383677858,43.3933525232984,223,0.941036340785591,0.282470075498068,0,"COL",44,"Web.com Tour","Web.com Tour",1.55207897487636,0.41883795522382,0.877938274049724,2.5562463401236,2.69691935784073,2016-02-09
943,"Taco Remkes","10678",1.72390615506045,0.635861774420027,2.87290247909479,924,19,1.59845491276456,0.12545124229589,32.0047851526923,146,1.41874237922331,0.367644037735464,0,"NED",39,"European Challenge Tour","European Challenge Tour",1.45443770827878,0.440151858600461,0.939666381912356,2.98724413695549,2.80165102363239,2016-02-09
944,"Jeff Klauk","7098",1.7253975280278,0.707755399529525,2.84320733616654,940,4,1.63376238883733,0.0916351391904715,23.0609711719958,163,0.704920500615864,0.201837832428922,0,"USA",15,"None","Web.com Tour",1.41606731015817,0.465708971383335,0.877667383066226,2.77220170121964,2.7537084542246,2016-02-09
945,"Ted Purdy","5906",1.72561982068227,0.607224861267118,2.84118864367324,942,3,1.63601645193606,0.0896033687462088,36.1138414419083,130,0.747848540756242,0.389878934476732,0,"USA",53,"Web.com Tour","Web.com Tour",1.53822143862972,0.429955666818397,0.906557458630549,2.85687539918514,2.77554154658094,2016-02-09
946,"Brad Gehl","18791",1.72794351065338,0.680546127595507,2.77359158377913,964,-18,1.68194751185847,0.045995998794915,33.8528669526391,55,1.78004725815514,0.638800828379233,0,"USA",53,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",1.44529004903624,0.437078303414867,0.92260684429773,2.48091815258855,2.68880405418937,2016-02-09
947,"Brinson Paolini","17638",1.7316616842637,0.635778949818225,2.85549171317624,927,20,1.60674450247031,0.124917181793388,30.4264154893948,136,1.24594786315131,0.300359072098598,0,"USA",32,"European Challenge Tour","European Challenge Tour",1.46185873792614,0.443483082048499,0.953440264937905,2.91161574500788,2.78381358050179,2016-02-09
948,"Ignacio Garrido","5555",1.7352464279686,1.00761436019068,2.95600864155226,931,17,1.61808785408848,0.117158573880118,12.4249755524279,159,0.475295413768801,0.15413029125742,1,"ESP",12,"None","European Tour",1.19145590779095,0.542114109215125,0.584682770404391,3.04715153805554,2.7789747012287,2016-02-09
949,"Daniel Pearce","16933",1.73595033052696,0.614430147376215,2.91794194921028,911,38,1.56360642148629,0.172343909040674,41.3337134725783,88,2.30666272369734,0.566939007550071,0,"NZL",58,"PGA Tour China","PGA Tour Australasia",1.46483522030891,0.423286093604777,0.956822657061073,3.13774815051884,2.85251832824197,2016-02-09
950,"Jordi Garcia Pinto","12990",1.73717830121389,0.49627214046666,3.00834693400525,938,12,1.62998034589304,0.107197955320851,59.6133336084374,295,0.76993652302796,0.323999667038238,1,"ESP",67,"European Tour","European Challenge Tour",1.62771202334393,0.404093791557684,0.729076543244039,3.38599755457472,2.9671308090368,2016-02-09
951,"Robert Rohanna","14968",1.7380455560644,0.67150581272155,2.87735152999647,968,-17,1.68799633513843,0.0500492209259675,30.4869526718267,81,1.96676481121561,0.46326292112519,0,"USA",30,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",1.40964652533027,0.444797621898387,0.860609164710927,2.97857307168609,2.79789774127902,2016-02-09
952,"Lloyd Kennedy","13084",1.7427776039821,0.814722101811508,2.87389345379283,934,18,1.62185990585203,0.120917698130069,17.4181486832338,181,1.39492923042227,0.128087442728635,0,"ENG",0,"None","European Challenge Tour",1.24609258216961,0.497455952310709,0.627115019305179,2.79555245149924,2.75599192316906,2016-02-09
953,"Eugene Wong","14836",1.74561338722508,0.54113186627172,3.10343932826774,957,-4,1.65989989276461,0.0857134944604701,52.2466793080308,165,2.19168125222183,0.443221311488566,0,"CAN",67,"PGA Tour China","PGA Tour Canada",1.5390894140376,0.410316207744312,0.900432009011788,3.72920879278296,3.05589789874338,2016-02-09
954,"Himmat Rai","11782",1.74614785178294,0.517516551026547,2.87194372589813,1117,-163,1.95776007912845,-0.211612227345506,62.9846630670838,244,1.85503445436988,0.471192443612996,0,"IND",66,"Asian Tour","Asian Tour",1.59118746583067,0.402450492629839,0.797168709814093,2.96174423057581,2.82493139458982,2016-02-09
955,"Paul Howard","19510",1.74633574804904,0.756617782168391,2.9504957238573,936,19,1.62862929042169,0.117706457627353,24.977718732174,46,1.73270355769089,0.549221030642836,0,"ENG",46,"European Challenge Tour","European Challenge Tour",1.37224708200869,0.462413811725461,0.80275140110792,3.32068569700423,2.85183354146184,2016-02-09
956,"Nathan Green","6258",1.74983408692363,0.55260748972999,2.74454469218688,996,-40,1.72606397105111,0.0237701158725232,43.5632364118513,255,1.38560684505255,0.333294526919827,0,"AUS",29,"PGA Tour Australasia","PGA Tour",1.55741549640743,0.419082739498115,0.867977961041729,2.52555292415578,2.68833601502965,2016-02-09
957,"Eirik Tage Johansen","11317",1.75052399279394,0.780930852772074,2.96204867712825,943,14,1.63853178424562,0.111992208548318,21.0279759380453,95,1.94934990551531,0.334254553935501,0,"NOR",18,"Nordic Golf League","European Challenge Tour",1.28249320289519,0.490900236465524,0.675853376309235,3.44379209207182,2.85725031610216,2016-02-09
958,"Steven Jeffress","7481",1.75298641383643,0.53328601848921,2.77130914554812,935,23,1.62642239770327,0.126564016133163,49.5728304616673,200,1.39146008557531,0.359603015466581,0,"AUS",54,"PGA Tour Australasia","PGA Tour Australasia",1.58504705108658,0.412702370469205,0.813626623037537,2.64879443970782,2.71951473661802,2016-02-09
959,"Kevin Foley","15812",1.75363265279441,0.582488848296807,2.90360241751673,905,54,1.55267618150586,0.20095647128855,37.3726379955574,205,0.624545112055911,0.314108792925509,0,"USA",45,"Web.com Tour","Web.com Tour",1.58108251548203,0.42752348400919,0.827192283736078,3.13559827198525,2.84457619701404,2016-02-09
960,"Bio Kim","12188",1.75477901154326,0.585244551352193,2.86185948563736,945,15,1.64058045725071,0.114198554292545,36.2865215995064,232,1.78123529249345,0.287008691796182,0,"KOR",38,"Korean Golf Tour","Web.com Tour",1.49477832429335,0.431463360669965,0.987007947705124,2.96421354383998,2.80137975480746,2016-02-09
961,"Adam Groom","7394",1.75558935183785,0.528942730258975,2.91430032067269,960,1,1.66859938009611,0.0869899717417351,54.0701432570971,220,1.46943926208409,0.412053802333615,0,"AUS",55,"Asian Tour","Asian Tour",1.59883838304999,0.408709768525048,0.785778392060162,3.11239467888376,2.86589705802199,2016-02-09
962,"Brad Clapp","17527",1.75789774161332,0.652638342676638,2.85084964747353,961,1,1.66926444297162,0.088633298641702,32.3124725282152,82,1.64132825867867,0.453576296538847,0,"CAN",42,"PGA Tour Canada","PGA Tour Canada",1.47798752129738,0.440850577571461,0.982328154864878,2.86461720401325,2.77514088041818,2016-02-09
963,"Manuel Merizalde","9868",1.76038979587095,1.12984358509487,2.94641369637098,965,-2,1.68308396652772,0.0773058293432292,10.3208104059741,64,1.56088703082969,0.270257957042834,0,"COL",10,"None","PGA Tour Latinoamerica",0.894897071967064,0.479561584905125,0.216367694749856,2.40002211033202,2.72117752882506,2016-02-09
964,"Alex Haindl","10792",1.76214941876895,0.544479751402528,2.87442220202546,959,5,1.66478203351343,0.0973673852555248,46.3145311296696,242,1.71886470911706,0.348660188081556,0,"RSA",39,"Sunshine Tour","Sunshine Tour",1.56274637870789,0.417282777207553,0.857372626406914,3.00211096305952,2.82238282233462,2016-02-09
965,"Peter Lonard","4122",1.76647570960806,0.536900047714963,2.67944005190611,948,17,1.6440941940836,0.122381515524458,48.3229343839935,263,1.5149169363365,0.355513372014624,0,"AUS",42,"PGA Tour Australasia","Web.com Tour",1.58786307072567,0.413635894138837,0.80876004148582,2.32785202415193,2.62509758495227,2016-02-09
966,"Andreas Hartø","14285",1.77102671329048,0.515205232250815,2.86788720086987,950,16,1.64952442409266,0.121502289197824,51.4288032214125,291,1.1379906020251,0.2999418492276,0,"DEN",56,"European Challenge Tour","European Challenge Tour",1.62346080572785,0.411190028299196,0.74137119752655,2.98050853912577,2.82123032834517,2016-02-09
967,"Mitchell Brown","8385",1.77724435606987,0.622782808840591,2.79007797645466,1055,-88,1.85553851331166,-0.0782941572417866,38.1471488444109,116,2.08450370163276,0.51785239397692,0,"AUS",44,"PGA Tour Australasia","PGA Tour Australasia",1.50849186411458,0.428844390273537,0.961428396117119,2.62828888385618,2.71968319620318,2016-02-09
968,"Kalem Richardson","15897",1.77841571835054,0.536405799865901,2.97834501111376,1034,-66,1.80418823351151,-0.0257725151609687,53.6532224292361,185,1.43448703926926,0.442869736174931,0,"AUS",54,"Asian Tour","Asian Tour",1.62491314116932,0.408906728390106,0.737298685272289,3.31468859241463,2.92964295146976,2016-02-09
969,"Daniel Nisbet","11823",1.77974529758382,0.568528172135986,2.89752265500482,949,20,1.64572076274477,0.134024534839048,45.7870853758126,147,1.94365966173628,0.455072003367013,0,"AUS",49,"PGA Tour Australasia","PGA Tour Australasia",1.56507821114397,0.417454326457118,0.853047318182408,3.07025763626214,2.84119926329603,2016-02-09
970,"Bo Hoag","14081",1.78151466023772,0.662862044623759,2.73032544990559,973,-3,1.6956543540223,0.08586030621542,29.0002734458596,110,1.70354727573559,0.354208378469902,0,"USA",32,"PGA Tour Canada","PGA Tour Canada",1.46662974496655,0.448671025269643,0.962450771058604,2.24669626521101,2.6486394568154,2016-02-09
971,"Sam Little","6580",1.78186934704803,0.810067156418831,2.84294636560158,963,8,1.67574209017302,0.106127256875006,17.5172267464151,197,1.26932280304238,0.119997721993609,0,"ENG",0,"None","European Tour",1.31100522744245,0.496451227146527,0.721824607495094,2.56158408207521,2.72509362036954,2016-02-09
972,"Emilio Cuartero Blanco","19459",1.7818977404452,0.6670804651177,2.91723187229247,956,16,1.65840599787613,0.123491742569065,33.4091461439881,60,1.36771755727432,0.564574808317323,0,"ESP",60,"European Challenge Tour","European Challenge Tour",1.53920430438925,0.437003910089418,0.906275446708549,3.14951811919832,2.83993757850017,2016-02-09
973,"Sebastian Saavedra","11922",1.78897469088128,0.522761882879209,2.73215249925299,1006,-33,1.74683565415363,0.0421390367276504,54.8421919638153,237,1.91583952218296,0.387539137480039,0,"ARG",57,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",1.61201087275994,0.409667647909232,0.761649653725156,2.53840052547353,2.68167434506559,2016-02-09
974,"Daniel Valente","15943",1.78999081873314,0.583593582643337,2.86279536710823,954,20,1.65517785223454,0.134812966498604,46.5655654293977,118,1.97154298564972,0.540319585007494,0,"AUS",54,"PGA Tour Australasia","PGA Tour Australasia",1.5772474912221,0.416976908768032,0.830057121810531,2.93278083782815,2.80268011807161,2016-02-09
975,"D.J. Brigman","7543",1.79003802338789,0.86127449555861,2.89001150637331,975,0,1.69828013603304,0.091757887354851,15.808484189808,192,0.723349953766085,0.118687117846014,0,"USA",4,"None","Web.com Tour",1.342082523667,0.507750615293457,0.774194518963664,2.82190940526974,2.75869040493318,2016-02-09
976,"Paul McConnell","19753",1.79377048700271,0.786656509371455,2.80284661644011,974,2,1.69705841946148,0.0967120675412301,23.6155828483873,40,1.50147375754288,0.593501886265125,0,"USA",40,"PGA Tour Canada","PGA Tour Canada",1.43299553253486,0.466561023906608,0.906572557793783,2.39893359372953,2.69018971292979,2016-02-09
977,"Callum Mowat","18153",1.80052089870294,0.571732924583157,3.03847490171208,972,5,1.69495577756493,0.105565121138014,47.916558156947,112,2.00193040106795,0.509562018164475,0,"RSA",64,"Sunshine Tour","Sunshine Tour",1.59291160093907,0.416017314895542,0.800441379344036,3.54628215657681,2.98420025991585,2016-02-09
978,"JJ Senekal","15185",1.80056392583226,0.534181377993454,2.8044810017833,976,2,1.69944865298516,0.101115272847104,52.071978909283,205,2.05190615241646,0.401464250633848,0,"RSA",56,"Sunshine Tour","Sunshine Tour",1.60728234301132,0.412012519076498,0.771730325188499,2.76006535828743,2.75313710969296,2016-02-09
979,"Dominic Foos","17022",1.80067604055873,0.592760796843948,2.85317087851357,881,98,1.52299982051018,0.277676220048548,46.2284250422417,96,1.05834869848593,0.578119477400161,0,"GER",62,"European Challenge Tour","European Challenge Tour",1.65309636819662,0.416552310191681,0.691415864456784,2.89270467385012,2.79091717894366,2016-02-09
980,"Ryuji Imada","6414",1.80160976660664,0.608084468861255,2.85073252645718,951,29,1.6502201019822,0.151389664624441,31.7840026705047,223,0.627674599970094,0.233463202446455,0,"JPN",21,"Japan Golf Tour","PGA Tour",1.59665880591835,0.438911055369728,0.80403494780442,2.91220331422147,2.78512283681181,2016-02-09
981,"Chiragh Kumar","10764",1.80166866630827,0.536680837149647,2.90346471377413,896,85,1.54337226940924,0.258296396899034,53.973721471897,193,1.66800674737818,0.447760886582292,0,"IND",56,"Asian Tour","Asian Tour",1.63735424823071,0.409058756955247,0.714572494173277,3.07381485177856,2.85343319935264,2016-02-09
982,"Colin Nel","9882",1.80175394823656,0.490494604668085,2.89755161969268,977,5,1.6995113179047,0.102242630331862,64.7719715938919,254,1.90739481061605,0.420893810248728,0,"RSA",75,"Sunshine Tour","Sunshine Tour",1.65272883338552,0.382056977956773,0.665878813041176,3.04346223835776,2.85573465706728,2016-02-09
983,"Nyasha Mauchaza","15660",1.80264984980167,0.88160571244716,2.8791637952292,981,2,1.70763970695969,0.0950101428419849,18.7248369476834,32,1.50507713312752,0.588508175401776,0,"ZIM",32,"PGA Tour Canada","PGA Tour Canada",1.34673552486071,0.490364876866869,0.773671711450798,2.68478070159096,2.74086765961787,2016-02-09
984,"Fernando Mechereffe","12074",1.80943133240352,0.860687798761309,2.88738751628591,990,-6,1.72172121452976,0.0877101178737569,15.7958418465828,187,0.821216357877847,0.113780807182502,0,"BRA",0,"None","Web.com Tour",1.35230983292356,0.507970344429242,0.789750299992946,2.80071467774762,2.75612466740297,2016-02-09
985,"Joakim Rask","5922",1.81091573241633,0.580088527276548,2.87193820725702,971,14,1.69112269156675,0.119793040849585,41.802516396662,123,1.3386864635382,0.419610465251428,0,"SWE",55,"European Challenge Tour","European Challenge Tour",1.62133373549548,0.422559750846301,0.751908365785876,2.9853530325379,2.81274356577787,2016-02-09
986,"Brett Munson","14877",1.8128852518592,0.49562313233762,2.85449047229599,1079,-93,1.89138500734119,-0.0784997554819864,78.3955783007536,182,2.47456775935352,0.500753406684014,0,"USA",100,"Asian Development Tour","Asian Development Tour",1.66105505890115,0.394794688834176,0.660684023995255,2.90081230423507,2.81113385791577,2016-02-09
987,"Kisang Lee","14480",1.81577772295988,0.589655891033598,2.88141125485066,958,29,1.6625254952401,0.153252227719775,38.222043080603,154,1.42875599097303,0.367462180379027,0,"KOR",48,"Japan Golf Tour","Korean Golf Tour",1.60044384041643,0.428289000106363,0.792458096720373,3.03234328482704,2.8204320147363,2016-02-09
988,"Sungyoon Kim","603",1.8161967316876,0.571096438380014,2.78951580823909,955,33,1.65727883692161,0.158917894765994,37.4459967206993,242,1.60038313661576,0.25425244390913,0,"KOR",27,"Korean Golf Tour","Japan Golf Tour",1.58275809304277,0.429942580269722,0.825113549766049,2.6703282735818,2.73042987503533,2016-02-09
989,"Mark Williams","4872",1.81695387233341,0.526281770800744,3.11862755109187,995,-6,1.72461365055383,0.0923402217795801,57.203401788149,215,1.92622064868376,0.439640580790585,0,"RSA",68,"Sunshine Tour","Sunshine Tour",1.64859850174854,0.407510103005274,0.693061004205678,3.72506082965557,3.0739006653033,2016-02-09
990,"Krister Eriksson","13346",1.81716289286004,0.768727650165356,2.89592259744341,994,-4,1.72449189506209,0.0926709977979483,23.0117885792567,64,1.57690490935654,0.469028153690126,0,"SWE",32,"PGA Tour Canada","PGA Tour Canada",1.44065663737016,0.468834881617624,0.919984804354945,3.00206586635773,2.79202892002476,2016-02-09
991,"Daniel Vancsik","6587",1.81953763590598,0.517252090666129,2.82349684819446,992,-1,1.7228956687948,0.0966419671111804,52.9107505439399,273,1.48154712325385,0.336208512190348,0,"ARG",56,"European Challenge Tour","European Challenge Tour",1.66278147542142,0.409454182449943,0.669037648386297,2.83160065084806,2.77571337253427,2016-02-09
992,"James Vargas","11798",1.82103725924467,0.64726991528267,2.86042110572162,1021,-29,1.77745614579346,0.0435811134512116,34.5431852183489,84,1.88248658660798,0.513112420161002,0,"USA",38,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",1.5475882199883,0.435920673753305,0.890822919575727,2.90682466858084,2.78622514503543,2016-02-09
993,"Shintaro Kai","8245",1.82330716964132,0.58425102858287,2.71925790974065,941,52,1.6352782275116,0.188028942129724,43.5732998569105,136,1.02212673792516,0.478839405595617,0,"JPN",60,"Japan Golf Tour","Japan Golf Tour",1.66663181060621,0.420984416376961,0.670904225177142,2.40700677053416,2.65575117721652,2016-02-09
994,"Anthony Snobeck","10655",1.82449806983678,0.554724128070013,2.82287101400841,978,16,1.70224955396489,0.122248515871888,41.5408110722245,235,1.35096254307057,0.291242341899253,0,"FRA",48,"European Challenge Tour","European Challenge Tour",1.63120069544498,0.422917913315832,0.734468872121712,2.81718920880663,2.76782981837139,2016-02-09
995,"J.J. Killeen","12847",1.82450564662185,0.8273217843069,2.88526251663234,984,11,1.71332714064244,0.111178505979413,17.0941247710417,198,0.620914135614534,0.14695763489451,0,"USA",9,"None","Web.com Tour",1.43227259841847,0.497942997196662,0.911284836620017,2.85899859110705,2.76410536251693,2016-02-09
996,"Unho Park","7145",1.82767815924139,0.497234504503684,2.95506475765586,1038,-42,1.80796198833614,0.0197161709052525,69.4900737155491,248,1.64919264614978,0.436722655598882,0,"AUS",71,"Asian Tour","Asian Tour",1.70347799162356,0.398360778618755,0.588140187086696,3.18256691137832,2.91293075260479,2016-02-09
997,"Phillip Archer","849",1.8279820305203,0.52140406061628,2.81392447949874,982,15,1.71007334047574,0.117908690044564,50.2038827224113,269,1.23574154282476,0.310042324396521,0,"ENG",58,"European Challenge Tour","European Challenge Tour",1.67634784051096,0.412443946902219,0.647481949105025,2.80000478025929,2.76519597531443,2016-02-09
998,"Jason Palmer","15015",1.82830038910572,0.598291753492309,2.99109875287188,988,10,1.71938978074369,0.10891060836203,34.6319465887015,143,0.900253776322755,0.294802508493016,0,"ENG",34,"European Tour","European Challenge Tour",1.62826232174561,0.433785807712596,0.74600212743751,3.53052929014825,2.93065158746904,2016-02-09
999,"Michael Long","4865",1.82898565453761,0.547906335529471,2.78709114851715,1097,-98,1.93170561192157,-0.10271995738396,50.0802303691149,191,1.94251917345901,0.437740710666649,0,"NZL",50,"PGA Tour Australasia","PGA Tour Australasia",1.63713283240034,0.412976908438739,0.71756420762378,2.69298968417216,2.73270483543856,2016-02-09
1000,"Tommy Cocha","12805",1.82956720580152,0.508792951776201,2.87755658833775,1106,-106,1.94653763986859,-0.116970434067073,61.6791665283714,230,1.70600896646782,0.411811312343949,0,"ARG",63,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",1.68605663093388,0.403400655939654,0.623015419762291,2.98551382875501,2.83221850345429,2016-02-09
1001,"Brent Witcher","13875",1.83223213814693,0.700800543323916,2.79259372419567,997,4,1.73358188325784,0.098650254889094,26.3110351760095,100,0.79286369801563,0.387918333862427,0,"USA",38,"Web.com Tour","Web.com Tour",1.57977162271406,0.454089631600792,0.839412193856331,2.49881400371271,2.70323108647669,2016-02-09
1002,"Trevor Murphy","12982",1.83246594672885,1.17805831902478,3.00783676955094,998,4,1.73589508235736,0.0965708643714909,9.64256054237389,79,0.928492416290049,0.152542354731307,0,"USA",2,"None","Web.com Tour",1.06743353615168,0.584124865558611,0.471789601730945,2.9766874220196,2.7675369246388,2016-02-09
1003,"Daniel Mazziotta","18195",1.83423084472707,0.611374292405914,2.93594874889831,966,37,1.68547688326645,0.148753961460621,38.2351334209877,96,1.75651671939893,0.468070423336786,0,"USA",49,"PGA Tour Latinoamerica","PGA Tour Latinoamerica",1.59822580906463,0.428676958376197,0.796632479345062,3.23728805400888,2.8715878065528,2016-02-09
1004,"Peter Cooke","8607",1.83885239236516,0.540861558890183,2.79971186956509,1001,3,1.7420533053909,0.0967990869742588,53.7309298759976,170,2.16596912679848,0.464079314113721,0,"AUS",64,"PGA Tour Australasia","PGA Tour Australasia",1.64708585400299,0.409370369268794,0.697116524910594,2.74049127928836,2.74697202874338,2016-02-09
1005,"Kieran Pratt","13676",1.83990808466759,0.552979874424123,2.79473260998575,1059,-54,1.86582936666758,-0.0259212819999894,42.8282438934361,217,1.52909710062775,0.316389542673995,0,"AUS",33,"Asian Tour","Asian Tour",1.64359055327747,0.42051808821512,0.710945921531898,2.71122754341192,2.73947871314957,2016-02-09
1006,"Pavit Tangkamolprasert","11958",1.84025692026295,0.48498918017844,2.73782295072579,1040,-34,1.81352183878869,0.0267350814742562,80.4332991585342,236,2.29855343209631,0.46113075196521,0,"THA",89,"Asian Tour","Asian Development Tour",1.70342149545184,0.393757574098678,0.583883908444618,2.61520703916377,2.69452407757487,2016-02-09
1007,"Tyrone Ferreira","12823",1.8409302210563,0.502652571007966,2.81337014357241,1000,7,1.74111601656503,0.0998142044912713,63.6405451235042,283,1.96640491420596,0.399738219628492,0,"RSA",70,"Sunshine Tour","Sunshine Tour",1.68931060381443,0.403047206112377,0.617014705574443,2.80081441123243,2.76810259159658,2016-02-09
1008,"Dan Buchner","8473",1.84209935290098,0.892652512507497,2.83207994908101,1004,4,1.74432062463581,0.0977787282651652,15.6839115723989,90,1.72647799615964,0.240669333087464,0,"USA",12,"None","PGA Tour Canada",1.26929665723369,0.511320178043279,0.669205451362714,2.23107573470413,2.68772177315672,2016-02-09
1009,"Chawalit Plaphol","5745",1.84225929608106,0.505050440885301,2.86207311514808,1026,-17,1.79360383883665,0.0486554572444104,61.8996094803187,293,1.46056281119513,0.396873055492678,0,"THA",54,"Asian Tour","Asian Tour",1.7129470939404,0.40280399957128,0.576115610057897,2.94193102379116,2.81715930834857,2016-02-09
