"Rank","Player","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev"
1,"Jason Day","9771",-2.52309222134093,0.491977752589365,2.83307721713325,1,0,-2.53963893773751,0.0165467163965811,61.5551576006699,276,-0.871105675456884,0.369312299895077,1,"AUS",72,"PGA Tour","PGA Tour",-2.86370296939193,0.390699355087584,6.70543668054373e-28,2.86482451483747,2.79003304804738
2,"Rory McIlroy","10091",-2.42224948570229,0.468389331936069,2.83511670655007,2,0,-2.4543773807047,0.0321278950024073,74.1315172716252,326,-0.680953096034442,0.376060038946466,1,"NIR",70,"PGA Tour","PGA Tour",-2.71285666929472,0.382893242456964,4.35227187826516e-27,2.86776213372162,2.79615775189595
3,"Jordan Spieth","14636",-2.4170631523585,0.451181342260655,2.82515876240477,3,0,-2.3902093822213,-0.0268537701372042,90.4402393375089,324,-0.69559455301927,0.40206026259539,1,"USA",96,"PGA Tour","PGA Tour",-2.6625110951109,0.375335840215643,1.76175141229056e-27,2.8383612477279,2.78889896360344
4,"Henrik Stenson","5994",-2.11610365841435,0.448676045155052,2.77133226280388,5,-1,-2.06863493574427,-0.0474687226700814,93.6578226336728,393,-0.694510032177957,0.405195033979657,1,"SWE",94,"PGA Tour","PGA Tour",-2.33727892863296,0.374602285542314,1.31776487187764e-23,2.71607166491589,2.73477098078828
5,"Justin Rose","6093",-2.07782526268283,0.451311978187349,2.78985133056158,4,1,-2.12494858922849,0.0471233265456577,93.9626995722737,370,-0.721145480500012,0.421628748915886,1,"ENG",98,"PGA Tour","PGA Tour",-2.29618320862991,0.374414491810816,3.77968825725319e-23,2.75690550288089,2.75310514600893
6,"Jim Furyk","2881",-2.05376267661698,0.483348419092709,2.67207658400801,6,0,-2.0645512631008,0.0107885864838222,61.3751833296605,314,-0.784190538972117,0.323751413409786,1,"USA",64,"PGA Tour","PGA Tour",-2.36139723471495,0.390539212356392,4.14452699209001e-22,2.39939699860585,2.6279968752958
7,"Bubba Watson","7334",-2.02064791826732,0.463778467022918,2.68849164526719,8,-1,-1.93941707044347,-0.0812308478238517,82.8044101070178,330,-0.68717692627004,0.419943060458832,1,"USA",83,"PGA Tour","PGA Tour",-2.26237854996552,0.378519923445455,2.65767538902996e-22,2.50678870229006,2.64818746696629
8,"Sergio Garcia","5689",-1.82471657857018,0.458826116806481,2.70050799352513,10,-2,-1.81527393099342,-0.00944264757676239,84.3621477087904,352,-0.437317135935434,0.403611732298063,1,"ESP",84,"PGA Tour","PGA Tour",-2.06029486582647,0.378028835616832,3.89540238216759e-20,2.5402554909054,2.66124444905563
9,"Dustin Johnson","12422",-1.82233020549229,0.482446188262846,2.91730430217607,7,2,-2.02865681342902,0.206326607936725,69.9226391337738,296,-0.826047043431683,0.411415310344406,1,"USA",82,"PGA Tour","PGA Tour",-2.0820326124958,0.38510683610833,1.10151087412069e-19,3.08623268340044,2.8771357400939
10,"Rickie Fowler","12965",-1.75387654971924,0.456133123801266,2.79152049442455,12,-2,-1.72350115548099,-0.0303753942382461,85.2288763192571,358,-0.805396129676455,0.395510548814507,1,"USA",92,"PGA Tour","PGA Tour",-1.96655550268472,0.377520858174046,3.39821393457149e-19,2.75940288076606,2.75400240453119
11,"Hideki Matsuyama","13562",-1.72960548487272,0.454709860654197,2.64972130287645,9,2,-1.86321083985565,0.133605354982929,91.6443510531951,307,-0.650745887953865,0.427586683877699,1,"JPN",95,"PGA Tour","PGA Tour",-1.93546576587033,0.375060981194408,4.22894003045056e-19,2.43525466794792,2.61041412912608
